상호,주소,별점,메뉴
맛나멸치국수,서울 광진구 긴고랑로 92 1층,4.5,"멸치(멸치국수)(6,000원), 비빔국수(7,000원), 콩나물비빔국수(7,500원), 열무국수(7,000원), 콩국수 (여름메뉴)(8,000원), 김밥(4,000원)"
상주한우마굿간,서울 광진구 천호대로112길 23,3.9,"살치살(45,000원), 생고기모듬(65,000원), 육사시미(30,000원), 목항정(19,000원), 삼겹살(15,000원)"
삼백집 건대점,서울 광진구 아차산로 350 1층,4.0,"삼백집 콩나물국밥(8,000원), 해온반(9,000원), 사장님국밥(10,000원), 서리태콩물 (1잔)(3,500원), 서리태 콩국수(10,000원), 고추군만두(5,000원), 고추닭튀김(15,000원), 깐풍닭튀김(19,000원)"
광나루유황오리주물럭,서울 광진구 군자로 180,4.1,"오리탕 한마리(60,000원), 오리주물럭+탕(반마리)(29,000원), 오리주물럭+탕(한마리)(48,000원)"
경복궁 건대점,서울 광진구 능동로 90 더 클래식500 1층 B101-1호,3.9,"광양식 한우 구이 (단품/130g)(55,000원), 한우 생등심 (단품/130g)(70,000원), 한우 꽃등심 (단품/130g)(75,000원), 한우 꽃살 (단품/130g)(80,000원), 한우 안심 (단품/130g)(80,000원), 한우 안심 샤토브리앙 (단품/130g)(90,000원), 생갈비 (단품/170g)(53,000원), 양념갈비 (단품/200g)(53,000원), 상견례한정식(78,000원), 일품한정식(68,000원), 프리미엄한정식(85,000원), 함흥냉면 (물/비빔)(15,000원), 차돌된장찌개(17,000원), 돌솥비빔밥(17,000원), 양념갈비정식(1인분) (점심특선)(57,000원), 생갈비정식(1인분) (점심특선)(57,000원), 영양갈비찜한정식 (점심특선)(40,000원), 경복궁한정식(1인분) (점심특선)(49,000원), 한우생불고기 (주말세트)(35,000원), 한우1++국수전골 (주말세트)(36,000원)"
대한해물,서울 광진구 아차산로51길 32 1층,3.3,"버섯해물찜(2인)(39,000원), 아구찜(2인)(37,000원), 동태해물전골(2인)(33,000원), 대구해물전골(2인)(38,000원), 동태탕(8,000원)"
능동국시,서울 광진구 능동로35길 23,3.2,"능동국시(7,000원), 물냉면(7,000원), 비빔냉면(7,000원), 회냉면(8,000원), 떡만두국(7,000원), 왕만두국(7,000원), 물만두(5,000원), 왕만두(6,000원), 감자전(8,000원), 도토리묵무침(12,000원), 보쌈 (대)(37,000원), 보쌈 (중)(32,000원), 보쌈 (소)(27,000원), 등심 (150g)(22,000원), 돼지주물럭 (대)(35,000원), 돼지주물럭 (소)(25,000원), 콩국수(7,000원), 육개장(7,000원)"
김덕후의곱창조 건대점,"서울 광진구 아차산로33길 21-4 1,2층",,"무한리필(00g)(27,900원), 덕후모듬(200g)(15,900원), 덕후곱창(초벌전200g)(16,900원), 덕후대창(200g)(16,900원), 막창(초벌전200g)(16,900원), 염통(200g)(11,900원)"
할매복집,서울 광진구 아차산로76가길 13,3.3,"참복지리 (1인분)(20,000원), 매운탕 (1인분)(20,000원), 껍질무침 (한접시)(35,000원), 자연산송이 (한접시)(50,000원), 은복지리 (1인분)(10,000원)"
고돌이국밥,서울 광진구 동일로20길 115 1층,,"한우소머리국밥(15,000원), 돼지국밥(10,000원), 한우소머리수육(1인)(21,000원), 돼지수육(1인)(16,000원), 삼색순대(12,000원)"
건대족발,서울 광진구 아차산로29길 52 1층,4.0,"한방족발(33,000원), 반반족발(38,000원), 일품 막국수(10,000원), 계란찜(5,000원), 주먹밥(4,000원), 스프라이트 500mL(2,000원), 콜라 500mL(2,000원)"
가마로,서울 광진구 동일로22길 100 1층,3.0,"제육쌈밥(8,500원), 한우국밥(11,000원), 한우내장탕(10,000원), 오모가리김치찌개(9,000원), 부대찌개(9,000원), 비빔막국수(9,000원), 물냉면(9,000원), 비빔냉면(9,000원), 양지된장찌개(8,000원), 남도 전통 묵은지 숙성삼겹살(16,500원), 숙성삼겹살(15,000원), 숙성목살(16,000원), 이베리코목살(17,000원), 항정살(18,000원), 한우차돌박이(21,000원)"
용두삼겹살 쭈꾸미,서울 광진구 천호대로 647,3.0,"우삼겹쭈꾸미(1인분)(17,000원), 삼겹살쭈꾸미(1인분)(16,000원), 쭈꾸미(1인분)(14,000원), 새우쭈꾸미(1인분)(16,000원), 도토리묵 무침(중)(12,000원), 키조개/참소라(16,000원), 묵사발(8,000원), 막국수(8,000원)"
바다생각,서울 광진구 군자로 38 1층,4.4,"광어 (대)(50,000원), 광어 (중)(38,000원), 광어 (소)(28,000원), 우럭(38,000원), 도다리 세꼬시(38,000원), 생우럭탕(38,000원), 해삼(20,000원), 멍게(15,000원), 산낙지(20,000원), 새우구이(15,000원), 알탕(15,000원), 광어초밥(15,000원), 매운탕(5,000원), 참돔(0원)"
구의농원,"서울 광진구 아차산로 453-1 1,2층",,"짚불초벌구이 (목살, 삼겹살) (500g)(49,000원), 순창고추장구이 (170g)(18,000원), 초벌생갈매기 (160g)(18,000원), 어슷생삼겹살 (160g)(16,000원), 진짜한우육회 (150g)(25,000원)"
조서방순대국 중곡본점,서울 광진구 긴고랑로 88 1층,4.2,"조서방 스페셜(43,000원), 1인 SET(13,000원), 2인 SET(22,000원), 순대국(10,000원), 특 순대국(11,000원), 술국(18,000원), 미니수육(15,000원), 수육(소)(23,000원), 수육(중)(27,000원), 수육(대)(30,000원), 껍데기 무침(소)(9,000원), 껍데기 무침(중)(12,000원), 껍데기 무침(대)(15,000원), 오소리 감투 한접시(14,000원)"
도단집,서울 광진구 능동로13길 54 1층,3.3,"새우젓 계란찜(5,000원), 바지락 된장찌개(8,000원), 흑돼지 김치찌개(8,000원), 삼겹살 (160g)(14,000원)"
강릉엄지네꼬막집 구의역점,서울 광진구 아차산로 375 크레신타워3차 2층,3.9,"꼬막 비빔밥(37,000원), 꼬막 무침(35,000원)"
한우짝갈비살,서울 광진구 자양로18길 73 1층,4.3,"채끝등심 (100g)(22,000원), 안창살 (100g)(25,000원), 한우 소금소갈비살 (100g)(19,000원), 한우 양념소갈비살 (100g)(19,000원), 된장찌개(5,000원)"
우렁쌈밥,서울 광진구 능동로38길 31 1층,3.4,"가정식백반(7,000원), 김치찌개(8,000원), 청국장(8,000원), 제육볶음(8,000원), 선지해장국(8,000원), 우렁쌈밥(11,000원), 뚝배기불고기(10,000원), 낙지볶음(10,000원), 오징어볶음(9,000원), 황태해장국(8,000원), 삼겹살(15,000원), 갈치조림(2인)(20,000원), 고등어조림(2인)(18,000원), 대구탕(2인)(18,000원), 육개장(9,000원)"
정통집 건대점,서울 광진구 동일로24길 95 1층,2.7,"특미볶음밥(3,000원), 돼지김치구이(소)(27,000원), 꽃껍데기(9,000원), 비빔국수(6,000원)"
청국장보리밥소풍,서울 광진구 자양로45길 13 영덕주택 1층,4.1,"청국장정식(13,000원), 쌈정식 (1인)(2인이상)(18,000원), 수육정식 (1인)(2인이상)(18,000원), 떡갈비정식 (1인)(18,000원), 묵밥(11,000원), 감자전(15,000원), 해물파전(18,000원), 떡갈비(20,000원), 두루치기(20,000원), 수육보쌈(중)(35,000원), 두부김치(18,000원), 도토리묵(13,000원)"
자양동손칼국수,서울 광진구 뚝섬로 624 1층,4.4,"칼국수(9,000원), 수제비(9,000원), 고기만두(9,000원)"
어사랑횟집,서울 광진구 동일로 164 1층,3.4,"모듬회(중)(33,000원), 도미(1kg)(50,000원), 연어회(25,000원), 아구찜(3~4인)(19,900원), 뽈찜(29,900원)"
제일곱창,서울 광진구 아차산로29길 57 1층,4.0,"야채곱창(11,000원), 야채순대볶음(10,000원), 야채순대곱창(12,000원), 치즈곱창(12,000원), 알곱창(12,000원), 오돌뼈(12,000원), 뼈없는닭발(12,000원)"
장인닭갈비 건대점,서울 광진구 아차산로 241 1층 106호,4.2,"뼈없는닭갈비(1인분)(12,000원)"
진구정,서울 광진구 광나루로 536 1층,,"평양냉면(13,000원), 비빔냉면(13,000원), 온반(18,000원), 어복쟁반 (중)(58,000원)"
한해,서울 광진구 광나루로 416 2층,4.0,"한 가득 해(99,000원), 모둠해물(43,000원)"
미친생고기 군자역점,서울 광진구 능동로 317-1,3.2,"꽃등심(200g)(13,900원), 소갈비살(1인분)(200g)(20,000원), 육회(100g)(7,000원)"
또래끼리,서울 광진구 군자로 103 1층,3.6,"김치볶음밥 곱배기(8,000원), 김치볶음밥(7,000원), 순두부찌개(7,000원), 계란찜(6,500원)"
최고집풍천장어,서울 광진구 아차산로51길 79 1층,4.1,"장어구이(1마리)(34,000원), 장어탕(12,000원), 점심특선(1마리)(34,000원), 점심특선(반마리)(17,000원)"
원조남원추어탕숙회,서울 광진구 동일로 114,4.1,"통추어탕(1인분)(15,000원), 추어탕(1인분)(13,000원), 추어튀김(소)(10,000원), 추어튀김(중)(20,000원), 돈까스(13,000원)"
굴이짱 본점,서울 광진구 긴고랑로 61 1층,3.1,"굴찜(39,000원), 생굴보쌈(35,000원), 생굴회(25,000원), 쭈꾸미보쌈(35,000원), 산꼼장어 (1인분)(20,000원), 대하소금구이(27,000원), 대하버터구이(27,000원), 조개찜 (중)(45,000원), 조개구이 (중)(45,000원), 연포탕(45,000원), 생굴무침(29,000원), 석화 + 생굴(28,000원), 쭈꾸미철판(28,000원), 해물파전(17,000원), 소라찜(35,000원), 해물오합(45,000원), 가리비회(30,000원), 가리비찜(35,000원), 매운해물찜(45,000원), 물회 (보통)(25,000원), 굴전(18,000원), 광어 (중)(30,000원), 우럭(30,000원), 해물탕 (중)(15,000원), 조개탕 (중)(15,000원), 전복회(40,000원), 도다리세꼬시(35,000원), 도다리무침(39,000원), 전복낙지탕탕(40,000원), 산낙지(변동가격), 멍게(15,000원), 통매운탕(29,000원), 매운탕(10,000원)"
가마솥도가니탕 장수옥,서울 광진구 용마산로 124,2.2,"설렁탕(10,000원), 갈비탕(13,000원), 내장곰탕(15,000원), 모듬수육(소)(40,000원), 수제만두(6,000원)"
사거리매운양푼등갈비찜 본점,서울 광진구 긴고랑로 30 1층,4.6,"양푼 등갈비찜(250g)(14,000원), 김치 등갈비찜(250g)(15,000원), 치즈 등갈비찜(250g)(16,000원), 우동생등갈비찜(250g)(17,000원)"
딸부자네 건대역점,서울 광진구 동일로22길 71,3.2,"낙지볶음(15,000원), 딸불백정식(12,000원), 소불백정식(14,000원), 김치찌개(12,000원), 물냉면(10,000원), 비빔냉면(10,000원), 옛날도시락(5,000원), 딸불백 곱빼기(17,000원), 소불백 곱빼기(20,000원), 매콤한 껍데기(12,000원), 튤립닭발(19,000원), 튤립닭발세트(29,000원), 두부와 햄구이(12,000원), 감자전(15,000원), 김치전(15,000원), 계란말이(8,000원), 고추튀김(8,000원), 옛날소세지(8,000원), 계란찜(8,000원), 계란후라이(1,000원), 공기밥(1,500원), 야채추가(2,000원), 바꿈도시락(4,000원), 코카콜라(2,000원), 코카콜라 제로(2,000원), 스프라이트(2,000원), 처음처럼(5,000원), 참이슬 후레쉬(5,000원), 카스(6,000원), 테라(6,000원)"
열불날개 건대본점,서울 광진구 동일로24길 86-2 1층,4.2,"열불막창(13,900원), 열불무뼈닭발(13,900원), 열불날개(13,900원), 막창소금구이(13,900원), 열불순살(13,900원), 열불통뼈닭발(13,900원), 열불등갈비(13,900원), 등갈비소금구이(12,900원), 감자채전(10,900원), 순살소금구이(13,900원), 날치알주먹밥(4,000원), 열불날치알주먹밥(4,000원), 칼국수(8,000원), 치즈퐁듀(4,000원), 계란찜(4,000원)"
참곱창,서울 광진구 면목로 182 중앙빌딩 1층,4.1,"야채곱창(11,000원), 알곱창(13,000원), 뼈없는닭발(12,000원), 오돌뼈(11,000원)"
무교동낙지 구의점,서울 광진구 아차산로 464 1층,3.5,"낙지볶음(추천메뉴)(1인분)(공기밥 별도)(16,000원), 산낙지전골(43,000원), 산낙지연포탕(63,000원), 조개탕(17,000원), 낙지파전(17,000원), 낙지계란찜（추천메뉴）(8,000원), 산낙지볶음(63,000원), 산낙지데침(1마리)(30,000원), 수연소면사리(2,000원), 산낙지회(40,000원), 어린이낙지(1인분)(공기밥 별도)(16,000원), 낙지해물찜(중)(68,000원), 낙지손만두(7,000원), 공기밥(1,000원), 콜라(2,000원), 사이다(2,000원), 백김치 추가(4,000원), 참이슬 후레쉬(5,000원), 처음처럼(5,000원), 카스(5,000원), 테라(5,000원), 켈리(5,000원), 장수막걸리(5,000원)"
박과장의조은회사,서울 광진구 아차산로 345 래미안프리미어팰리스 102동 1층 125호,4.4,"모듬회(소)(49,000원), 모듬회(중)(69,000원), 모듬회(대)(99,000원), 대방어(소)(60,000원), 대광어(중)(80,000원)"
짚신매운갈비찜 건대점,서울 광진구 아차산로33길 39,2.2,"매운돼지갈비찜(30,000원), 매운소갈비찜(40,000원), 주먹밥(4,500원), 쿨피스(3,000원), 사이다 500mL(3,000원), 콜라 500mL(3,000원), 공기밥(1,500원), 모듬사리(3,000원), 떡사리(3,000원), 버섯사리(3,000원), 감자사리(3,000원), 당면사리(3,000원)"
팔월잔칫날,서울 광진구 아차산로76길 5 1층,3.8,"등통삼겹(72,000원), 프리미엄목살 (400g)(51,000원), 기본600g세트(61,000원), 흑돼지등통삼겹(78,000원)"
램니쿠야,서울 광진구 아차산로 395 1층 105호,4.7,"양등심 (180g)(25,000원), 양갈비 (220g)(23,000원), 양갈비살 (180g)(21,000원), 양징기스칸 (180g)(17,000원)"
중화호반닭갈비 아차산점,서울 광진구 천호대로129길 79 1층,3.1,"치즈닭갈비(13,000원), 닭갈비(11,000원), 얼큰막국수(6,000원), 막국수(6,000원), 물만두(4,000원)"
연지민물매운탕칼국수,서울 광진구 자양번영로 56 1층,4.4,"메기 (2인)(35,000원), 잡고기 (2인)(37,000원), 빠가사리 (2인)(45,000원), 쏘가리 (2인)(85,000원), 잡탕 (2인)(60,000원), 메기+빠가 (2인)(39,000원), 빠가+잡고기 (2인)(39,000원), 민물새우튀김(20,000원), 어탕 소면국수(9,000원), 어탕칼국수(9,000원), 어탕국밥(10,000원), 메기 (3인)(48,000원), 잡고기 (3인)(53,000원), 빠가사리 (3인)(65,000원), 쏘가리 (3인)(120,000원), 메기+빠가 (3인)(57,000원), 잡탕 (3인)(85,000원), 빠가+잡고기 (3인)(57,000원), 메기 (4인)(63,000원), 잡고기 (4인)(67,000원)"
군자생고기,서울 광진구 천호대로107길 8 1층,3.6,"갈비탕(12,000원), 한우등심 (500g)(75,000원), 갈비살 (500g)(85,000원), 생삼겹 (600g)(30,000원), 생목살 (600g)(30,000원)"
신사소곱창 건대점,서울 광진구 아차산로31길 39 1층,2.9,"소곱창(220g)(20,900원), 소대창(220g)(20,900원), 소막창(220g)(20,900원), 곱창모듬(220g)(21,900원)"
시원식당,서울 광진구 자양번영로12길 5-5,4.0,"숯불불고기+김치말이국수(9,000원), 숯불닭갈비+김치말이국수(9,000원), 숯불불고기정식(9,000원), 닭갈비정식(9,000원), 뚝배기닭볶음탕(9,000원), 김치찌게(8,000원), 된장찌게(8,000원), 순두부찌게(8,000원), 오뎅매운탕(8,000원), 청국장(8,000원), 비빔밥(8,000원), 콩나물김치국밥(8,000원), 육계장(9,000원), 동태찌게(9,000원), 부대찌게밥(9,000원), 돌솥비빔밥(9,000원), (돌솥)제육덮밥(9,000원), (돌솥)오징어덮밥(9,000원)"
문가네정육식당 군자역점,서울 광진구 면목로 53 1층,3.1,"작은소한마리(450g+450g)(64,000원), 소살치살(160g)(19,000원), 소갈비살(160g)(18,000원), 소토시살(160g)(18,000원), 소차돌박이(160g)(18,000원), 소꽃등심(160g)(17,000원), 소부채살(160g)(17,000원), 소우삼겹(160g)(16,000원), 한우꽃등심(150g)(35,000원), 한우차돌박이(150g)(23,000원), 생삼겹살(180g)(14,000원), 냉동삼겹살(180g)(14,000원), 삼겹살+묵은지세트(180g+150g)(17,000원)"
자양감자탕,서울 광진구 아차산로 309 1층,3.1,"감자탕 대(45,000원), 뼈해장국(10,000원), 뼈우거지해장국(10,000원), 선지해장국(10,000원)"
강변나주곰탕,서울 광진구 구의강변로 90 1층,3.9,"（사골국물이 일품인）나주곰탕(12,000원), 접시수육 1人(볼살만)(17,000원), 사골 곱창전골(45,000원), 물냉면(11,000원), 고기손만두（4ea）(7,000원), 나주곰탕＋만두세트（4ea）(19,000원), 나주곰탕곱배기＋만두세트（4ea）(23,000원), （찬바람불땐）얼큰곰탕(13,000원), 곰탕만두국(12,000원), 곰탕떡국(12,000원), （무릎건강엔）사골 도가니탕(25,000원), 꼬리곰탕(25,000원), 비빔냉면(11,000원), 얼큰곰탕＋만두세트（4ea）(20,000원), 도가니탕＋만두세트（4ea）(35,000원), 모둠접시수육( 볼살+도가니)1~2인분(36,000원), 한우1+육회(150g)(25,000원), 볼살수육(55,000원), 도가니수육(60,000원), 모둠수육（5가지 고기종류）(60,000원), 수제양념돼지갈비（비조리）(20,000원), 소양념갈비(38,000원), 소 옛날불고기( 조리  비조리 )(23,000원), 얼큰 사골 내장탕(16,000원), （묻고더블로 가）나주곰탕 곱빼기(16,000원), 김치만두국(12,000원), 곰탕 떡만두국(12,000원), 김치손만두（4ea）(7,000원), 김치한통（800g）(20,000원), 공기밥(1,000원)"
평창 닭다리고추장불고기 자양본점,서울 광진구 뚝섬로 631 1층,4.9,"매운돼지갈비찜 (300g)(12,000원), 등갈비생삼겹살 (250g)(12,000원), 생목등심 (200g)(12,000원), 돼지갈비 (300g)(12,000원), 고추장 삼겹살 (250g)(12,000원)"
용문집,서울 광진구 뚝섬로30길 44 1층,3.5,"치마살(150g)(21,000원), 제비추리(150g)(21,000원), 막창모듬(150g)(21,000원), 돼지갈비(200g)(13,000원), 생오겹살(200g)(14,000원)"
날일달월,서울 광진구 아차산로78길 7 유진스웰비 202호,4.3,"생채식진지 점심(18,000원), 생채식진지 저녁(28,000원), 미역콩국수(15,000원), 오행현미죽(15,000원), 비빔라면(계절)(15,000원), 두부김치(20,000원), 닭가슴살 샐러드(20,000원), 오늘의 안주(30,000원), 계절음료(5,000원), 아티커피(5,000원), 쥐눈이콩물(5,500원), 착즙음료(7,500원), 효소음료(7,500원), 달달한간식(5,000원), 단품샐러드(8,000원), 단품샌드위치(6,500원), 날일달월 아정(7,000원), 날남새밥(15,000원), 현미죽진지(13,000원)"
순삼이네미나리삼겹살,서울 광진구 자양로43길 18 1층,4.3,"생삼겹살(15,000원), 냉삼(14,000원), 정가브리살(17,000원), 제주천겹살(17,000원), 한우차돌박이(19,000원), 청국장(8,000원), 차돌된장찌개(6,000원), 돼지김치찌개(6,000원), 열무국수(7,000원), 수제양념비빔국수(7,000원)"
명륜진사갈비 서울중곡점,서울 광진구 용마산로 110 토끼빌딩 1층,3.8,
김돈이 구의점,서울 광진구 아차산로 397 1층,4.5,"제주산 백 도새기 (2~3인기준)(51,000원), 제주산 흑 도새기 (2~3인기준)(63,000원), 제주산 등심덧살 (2~3인기준)(54,000원), 김치찌개국밥(8,000원), 돼지된장국밥(8,000원), 김치찌개(6,000원), 물냉면(6,000원), 비빔냉면(6,000원), 누룽지(4,000원)"
푸지미곱창,서울 광진구 아차산로51길 12 1층,4.4,"야채곱창(12,000원), 순대곱창(13,000원)"
장어굽는총각들 건대직영점,서울 광진구 아차산로29길 51 1층,4.5,"민물장어 특대(1마리)(28,000원), 민물장어 1KG(2마리)(45,000원), 민물미니세트(37,000원), 민물커플세트(46,000원), 민물시그니처세트(56,000원), 바다장어 특대(2마리)(16,000원), 바다장어 특대(3마리)(23,000원), 바다미니세트(32,000원), 바다커플세트(41,000원), 바다시그니처세트(51,000원)"
돈스타,서울 광진구 능동로6길 8 1층,4.3,
밀숲 건대점,서울 광진구 아차산로34길 5-5,3.5,"칼국수(7,500원), 칼만두(8,500원), 떡만두국(9,000원), 떡국(9,000원), 만두국(9,000원), 비빔국수(7,500원), 콩국수(11,000원), 막국수(8,500원), 왕만두(5,500원), 찐만두(4,500원)"
용두동할매쭈꾸미,서울 광진구 군자로 179-1,2.8,"쭈꾸미(200g)(15,000원)"
할머니손칼국수,서울 광진구 영화사로 8 1층,3.9,"칼국수(6,500원), 칼제비(6,500원), 수제비(6,500원), 김치만두(5,500원), 고기만두(5,500원), 칼만두(7,500원), 만두국(6,500원), 콩국수(여름메뉴)(8,500원), 비빔냉면(여름메뉴)(6,500원)"
고향산천 원조숯불닭갈비,서울 광진구 능동로19길 11,4.4,"숯불 닭갈비(14,000원), 숯불닭갈비 ＋ 볶음밥 1인세트(16,500원), 숯불닭갈비 ＋ 볶음밥 2인세트(33,000원), 닭갈비 철판 김치볶음밥 ＋ 계란찜(8,000원), 닭갈비 철판 치즈 김치볶음밥 ＋ 계란찜(9,000원), 숯불닭갈비 ＋ 볶음밥 3인세트(49,500원), 숯불닭갈비 ＋ 볶음밥 4인세트(66,000원), 숯불닭갈비 비빔밥 ＋ 계란찜(9,000원), 김치볶음밥(3,000원), 치즈김치볶음밥(4,000원), 닭갈비 철판 김치볶음밥(6,000원), 닭갈비 철판 치즈 김치볶음밥(7,000원), 계란찜 소(2,000원), 계란찜(3,000원), 떡사리(2,500원), 라면사리(2,500원), 쫄면사리(2,500원), 공기밥(1,000원), 야채（상추,깻잎）(1,000원), 볶음밥위계란후라이(500원), 볶음밥위계란후라이2개(1,000원), 볶음밥 치즈추가(1,000원), 볶음밥 치즈추가 2인(2,000원), 볶음밥 고기 추가(3,000원), 칠성 사이다 캔 355ml(2,000원), 코카 콜라 캔  355ml(2,000원), 환타 파인  캔  355ml(2,000원)"
소금창고 건대점,서울 광진구 동일로24길 86,4.4,"등갈비(14,000원), 양념등갈비(14,500원), 왕갈비(13,500원), 항정살(14,000원), 가브리살(13,000원), 삼겹살(13,000원)"
동서울손칼국수,서울 광진구 구의강변로 35 삼진빌딩 1층,4.1,"칼국수(8,000원), 수제비(9,000원), 콩국수(11,000원), 찐만두(9,000원), 칼만두국(10,000원)"
우물집 구의점,"서울 광진구 아차산로49길 21 1,2층",3.4,"한우차돌박이삼합 (중)(52,000원), 한우차돌박이콩나물불고기 (중)(52,000원), 고사리표고솥밥(7,000원), 갓김치볶음밥(6,000원), 곤드레 토마토 바질 솥밥(7,000원), 차돌박이 맑은 야채 전골과 솥밥(29,000원), 차돌박이 맛간장 전골과 솥밥(29,000원), 한우차돌박이(12,000원), 우삼겹맑은야채전골과 솥밥(24,000원), 우삼겹 맛간장 전골과 솥밥(24,000원), 우삼겹 매콤 토마토 전골과 솥밥(24,000원), 차돌박이 매콤 토마토 전골과 솥밥(29,000원), 토마토 마니네이드 샐러드(9,000원), 우삼겹 눈꽃 튀김(12,000원), 차돌박이 비빔 냉면(12,000원), 유자에이드(6,000원), 오미자에이드(6,000원), 항아리식혜(6,000원), 단호박식혜(7,000원)"
양숙이네,서울 광진구 자양번영로 74,4.1,"김치찌개(9,000원), 두루치기 (2인)(14,000원), 삼겹살 (200g)(13,000원), 낙지볶음(30,000원)"
백년회관서서갈비 아차산점,서울 광진구 천호대로 659 2층,3.7,"왕갈비탕(11,000원), 수제 돼지 왕갈비(280g)(9,900원), 흑돼지통삼겹(180g)(10,900원), 소양념갈비(160g)(10,900원), 황제갈비살(150g)(11,900원)"
명륜진사갈비 서울구의역점,서울 광진구 아차산로 380 1층,4.1,
임면옥,서울 광진구 능동로 338 1층,4.0,"들깨수제비(11,000원), 들깨칼제비(11,000원), 들깨찹쌀옹심이(13,000원), 팥칼국수(12,000원), 팥죽(13,000원), 서리태콩국수(13,000원), 바지락칼국수(10,000원)"
아차산통갈비탕 아차산점,서울 광진구 자양로 306,3.1,"통갈비찜(소)(35,000원), 통갈비탕(12,000원), 특통갈비탕(15,000원), 치즈사리(5,000원), 당면추가(2,000원)"
진육식당,서울 광진구 능동로 18 이튼타워3차상가 1층 126~127호,4.8,"진육삼겹살 (180g)(17,000원), 진육특목살 (180g)(17,000원), 생생갈매기(160g)(17,000원), 제주 흑돈오겹살(180g)(20,000원), 한우채끝 (150g)(40,000원), 한우꽃등심(150g)(40,000원), 한우갈비살(150g)(42,000원), 한우살치살(150g)(44,000원), 한우육회 (150g)(30,000원), 된장찌개(7,000원), 진육개장(7,000원), 김치찌개(8,000원), 애호박찌개(8,000원), 순두부찌개(8,000원), 한우된장찌개(9,000원), 된장찌개백반(점심특선)(9,000원), 육개장백반(점심특선)(9,000원), 김치찌개백반(점심특선)(10,000원), 애호박찌개백반(점심특선)(10,000원), 순두부찌개백반(점심특선)(10,000원)"
육전국밥 군자역점,서울 광진구 능동로 294 1층,3.6,"소고기국밥 정식(15,000원), 육전 소고기국밥(9,500원), 소고기국밥(8,500원), 미소곰탕 정식(16,000원), 함박 곰탕(12,000원), 미소곰탕(9,500원), 막국수 정식(15,000원), 육전 비빔 막국수(9,500원), 육전 물 막국수(9,500원), 소불고기전골 (2인)(26,000원), 소곱창전골 (중)(35,000원), 육전모둠전골 (중)(35,000원), 소고기육전 (소)(14,000원), 수제 소고기 완자(14,000원), 육전 완자 반반(19,000원), 오징어 초무침(20,000원), 모둠 전(28,000원), 해물파전(18,000원), 치즈 해물파전(20,000원), 깻잎 전(14,000원), 해물김치전(18,000원), 치즈해물김치전(20,000원)"
정면,서울 광진구 능동로13길 88 1층,4.6,"백면(9,500원), 홍면(9,500원), 단호박 식혜(3,500원)"
춘천골닭갈비,서울 광진구 군자로 70 나동 1층 105호,4.6,"뼈없는 닭갈비(1인)(2인이상)(230g)(13,000원), 닭순살볶음밥(120g)(7,500원), 해물볶음밥(9,000원), 막국수(7,500원)"
산골닭갈비,서울 광진구 강변역로4길 56,2.7,"뼈없는 닭갈비（조리）(30,000원), 뼈없는 닭갈비（비조리）(30,000원), 닭사리(15,000원), 우동사리(2,000원), 떡사리(2,000원), 고구마사리(2,000원), 라면사리(2,000원), 밥볶음(3,000원), 공기밥(1,000원), 콜라 500mL(2,000원), 사이다 500mL(2,000원)"
육감만족 아차산점,서울 광진구 천호대로129길 5,3.8,"족발(33,000원), 보쌈(33,000원), 육감만 족보（족발＋보쌈）(43,000원), 반반족발 2~3인（족발＋불족발）(41,000원), 냉채족발（2~3인）(41,000원), 직화불족발（2~3인）(41,000원), 스페셜 한판（5~6인）(75,000원), 육감만 족보（불족＋보쌈）(43,000원), 족발＋골뱅이（3~4인）(43,000원), 메밀막국수(6,000원), 칼칼한 술국(12,000원), 김치전(10,000원), 부추전(10,000원), 주먹밥(4,000원)"
아빠찜 구의역점,"서울 광진구 자양로18길 96 베스트트레드빌 1층 101,102호",4.6,"아구찜(37,000원), 코다리찜(29,000원), 해물찜(43,000원), 아구차돌불고기(40,000원), 바샤삭해물전(15,000원), 살마니아구찜(41,000원), 알곤이찜(37,000원), 볶음밥(3,000원), 해물탕(43,000원)"
내가찜한닭 건대점,서울 광진구 아차산로33길 63,3.8,"(New)순살 로제(파)스타 찜닭(25,000원), 순살안동찜닭(23,000원), 매콤순살고추장찜닭(23,000원), 치즈순살고추장찜닭(27,000원), 치즈순살안동찜닭(27,000원), (뼈)안동찜닭(23,000원), (뼈)매콤고추장찜닭(23,000원), 공기밥(1,000원), 음료수 355mL(1,500원)"
우리소황소곱창 건대,서울 광진구 동일로22길 17 1층,4.5,"한우소곱창(무한리필)(29,900원)"
미식광진 본관,서울 광진구 광나루로 584 동서울빌딩 1층,3.8,"한우곰탕(밥제공)(18,000원), 만둣국(15,000원), 비비작작골동면(16,000원), 평양냉면(13,000원), 미식광진면(16,000원), 비빔냉면(13,000원)"
전통춘천닭갈비,서울 광진구 능동로31길 21,3.5,"닭갈비(1인분)(15,000원)"
아랜역물닭갈비 서울본점,서울 광진구 자양로43길 9 1층,4.4,"물 닭갈비 소(2인분)(26,000원)"
대가숯불갈비,서울 광진구 자양번영로 71,3.9,"돼지갈비 (250g)(17,000원), 소이동갈비 (4대)(25,000원), 한우등심 (150g)(32,000원), 소갈비살 (150g)(18,000원), 한우차돌 (150g)(24,000원)"
