상호,주소,별점,메뉴
봉쉐프의옛날수제돈까스,서울 광진구 동일로 166 1층,3.7,"세트4（수제돈까스1＋함박스테이크1）(15,900원), 수제 돈까스(12,900원), 세트1（수제돈까스1＋생선까스1）(12,900원), 모듬 정식(15,900원), 수제 고구마돈까스(15,900원), 김치볶음밥(12,900원), 세트2（수제돈까스1＋함박스테이크1／2）(13,900원), 모듬(특)2인분(31,800원), 치즈 돈까스(14,900원), 수제 카레 돈까스(13,900원), 세트3（함박스테이크＋생선까스）(14,900원), 함박 스테이크(16,900원), 생선 까스(12,900원), 수제 매운돈까스(13,900원), 수제 매운 고구마 돈까스(16,900원), 매운 치즈 돈까스(15,900원), 고구마 치즈 돈까스(16,900원), 매운 고구마 치즈 돈까스(17,900원), 수제 매운 카레 돈까스(14,900원), 수제 일식 돈까스(12,900원), 수제 일식 매운 돈까스(13,900원), 수제 일식 고구마 돈까스(15,900원), 수제 일식 매운 고구마 돈까스(16,900원), 일식 치즈 돈까스(14,900원), 일식 매운 치즈 돈까스(15,900원), 일식 고구마 치즈 돈까스(16,900원), 일식 매운 고구마 치즈 돈까스(17,900원), 오므라이스(12,900원), 카레라이스(12,000원), 떡볶이(6,000원)"
쇼우진,서울 광진구 능동로36길 55 1층,5.0,"봉골레수제비(28,000원), 쇼우진 사시미(38,000원)"
타코비 자양점,서울 광진구 뚝섬로56길 13 1층,4.5,"타코비 스탠다드(7,500원), 타코비 와사비(8,000원), 바삭 새우튀김(7,000원), 타코비 치즈(8,000원), 타코비 불닭마요맛(8,000원), 타코비 어니언 크런치(8,500원), 타코비 4가지맛(14,000원), 오동통 감자튀김(6,000원), 타코비 set(21,500원), 코카콜라 355mL(2,000원), 칠성사이다 355mL(2,000원), 환타 355mL(2,000원)"
마시케준카츠,서울 광진구 광나루로 410 KCC파크타운 1층 109호,4.9,"등심카츠(10,000원), 치즈카츠(11,000원), 안심카츠(10,500원), 떡볶이 카츠(10,500원), 안심치즈새우우동세트(12,500원), 등심치즈새우우동세트(12,000원), 안심등심우동(11,000원)"
강릉수산,서울 광진구 자양로13길 73-1,5.0,
나루,서울 광진구 동일로24길 23 1층,5.0,"숙성모둠사시미(38,000원), 참다랑어뱃살만(36,000원), 단새우사시미(28,000원), 고등어(21,000원), 숙성연어사시미(35,000원), 갑오징어사시미(25,000원), 참소라무침(21,000원), 도미목살소금구이(15,000원)"
수제돈까스,서울 광진구 뚝섬로57가길 52,4.8,
그랩 건대점,서울 광진구 자양로28길 12 1층,5.0,"매콤육회 유부초밥(3,200원), 생연어 유부초밥(3,200원), 시메사바 유부초밥(3,500원), 명란아보카도 유부초밥(2,900원), 데리야끼 치킨 유부초밥(2,900원), 백김치참치마요 유부초밥(2,900원), 날치마요 유부초밥(2,900원), 달콤우삼겹 유부초밥(2,900원), 타코와사비 유부초밥(2,900원), 노토핑 유부초밥(1,800원), 부산오뎅우동(8,000원), 얼큰부산오뎅우동(8,500원), 불닭마요우동(8,000원), 우삼겹야끼우동(8,000원), 매콤크림우동(8,500원), 국물떡볶이(8,000원), 로제떡볶이(9,000원), 슬러시 냉모밀(7,000원), 육우동(8,000원), 얼큰 육우동(8,500원)"
돈몽,서울 광진구 구의로4길 10,0.0,
역전우동0410 군자세종점,서울 광진구 군자로 76 1층 5호,5.0,"1인 돈까스세트(14,300원), 1인 덮밥세트(12,900원), 1인 우동세트(11,700원), 2인 돈까스+덮밥세트(22,200원), 2인 돈까스+우동세트(19,700원), 2인 덮밥+우동세트(18,300원), 돈까스덮밥(7,900원), 매콤제육덮밥(7,900원), 소불고기김치덮밥(7,900원), 옛날우동(5,400원), 김치우동(6,400원), 우볶이(6,900원), 새우튀김우동(7,900원), 냉모밀(7,400원), 역전돈까스 우동세트(11,800원), 역전돈까스 모밀세트(11,800원), 더블치즈돈까스 우동세트(12,400원), 더블치즈돈까스 모밀세트(12,400원), 유린기돈까스 우동세트(12,400원), 유린기돈까스 모밀세트(12,400원), 모둠까스 우동세트(12,800원), 모둠까스 모밀세트(12,800원), 역전돈까스(9,300원), 더블치즈돈까스(9,900원), 유린기돈까스(9,900원), 모둠까스(10,300원), 매콤치킨마요덮밥 우동세트(10,400원), 매콤치킨마요덮밥 모밀세트(10,400원), 돈까스덮밥 우동세트(10,400원), 돈까스덮밥 모밀세트(10,400원)"
스테이키 건대스타시티점,서울 광진구 아차산로 272 시티존 지하1층 B141호,4.6,"우삼겹 야키니쿠 (120g)(7,900원), 본갈비살 야키니쿠 (120g)(18,900원), 꽃갈비살 야키니쿠 (120g)(21,900원), 가성비 야키니쿠 (150g)(16,900원), 스키야키(8,900원), 매콤규동(6,900원), 고추장 삼겹 야키니쿠 (120g)(7,400원), 마늘 꽃대창 야키니쿠 (120g)(8,900원), 우마카세 정식 (200g)(19,900원), 맑은샤브샤브(6,900원), 얼큰고추장 샤브샤브(7,900원), 마라샤브샤브(8,900원), 규동 (소고기덮밥)(6,900원)"
스시호야,서울 광진구 자양로 278,5.0,
시마스시 롯데백화점 스타시티점,서울 광진구 능동로 92 지하1층,2.3,"시마만족초밥(19,000원), 광어연어초밥(25,000원), 회덮밥(13,000원), 냉모밀(8,000원), 온모밀(8,000원), 튀김우동(8,000원), 멍게비빔밥(12,000원)"
길동우동 군자역점,서울 광진구 능동로 323 1층,5.0,"길동우동(6,500원), 얼큰우동(7,500원), 튀김우동(8,000원), 꼬치어묵우동(8,000원), 김치어묵우동(8,500원), 쫄면(8,000원), 냉우동(8,000원), 콩국수(계절메뉴)(9,000원), 흑미메밀소바(8,500원), 꼬치어묵탕(6,000원), 국물떡볶이(5,000원), 삶은계란(떡볶이토핑)(600원), 눈꽃치즈(떡볶이토핑)(1,500원), 길동김밥(4,000원), 참치김밥(5,000원), 매운멸치김밥(5,000원), 미니돈까스(3,500원), 튀김콤보(야채튀김+꼬마튀김만두)(3,000원), 길동우동+길동김밥(10,000원), 쫄면+미니돈까스(11,000원), 흑미메밀소바+미니돈까스(11,500원)"
생참치정육점,서울 광진구 광나루로12길 19 1층,0.0,"오도로 100g(30,000원), 주도로 100g(22,000원), 아카미 100g(19,000원)"
휴부,서울 광진구 능동로 69 호반써밋 1층 138호,5.0,"연어구이(25,000원)"
상상돈까스,서울 광진구 광나루로56길 85 9층 40호,2.8,"로스 돈카츠(14,500원), 히레 돈카츠(15,500원), 씨푸드 카츠(15,500원), 치즈 돈카츠(16,000원), 상상돈가츠(11,000원)"
빠빠킹돈까스&쫄면구역 롯데백화점 건대스타시티점,서울 광진구 능동로 92 10층,3.7,"등심돈까스(12,000원), 골든커리돈까스(13,000원), 청양돈까스(13,000원), 매콤야채돈까스(13,000원), 반반돈까스(13,000원), 치즈돈까스(13,000원), 더블함박스테키(13,000원), 인절미돈까스(13,000원), 김치오무라이스+돈까스(13,000원)"
아녹,서울 광진구 면목로7길 11 상가 1층 101호,5.0,"야키니쿠 하우스 아녹(변동가격), 심야식당 아녹(변동가격), 한우 1++ BMS 9 살치살(33,000원), 한우 1++ BMS 9 등심(29,000원), 한우 1++ BMS 9 갈비살(29,000원), 한우 1++ BMS 9 차돌박이(27,000원), 아녹 한우 세트(95,000원), 한우 1++ BMS 9 등급 육회(25,000원), 전복 솥밥(23,000원), 파기름 볶음면(12,000원), 규지루(9,000원)"
잇사이,서울 광진구 아차산로 608 1층,2.0,
멘지 아차산역점,서울 광진구 자양로43길 42 1층,3.8,
이자카나,서울 광진구 동일로22길 88,0.0,"닭껍질꼬치(3,000원), 통마늘&은행꼬치(3,000원), 닭다리&대파꼬치(3,000원), 염통꼬치(3,000원), 근위꼬치(3,000원), 새우꼬치(3,000원), 떡삼겹말이꼬치(3,000원), 양송이꼬치(3,000원), 방울토마토꼬치(3,000원), 닭날개꼬치(4,000원), 닭다리살꼬치(4,000원), 닭연골꼬치(4,000원), 닭어깨살꼬치(4,000원), 팽이버섯 삼겹살꼬치(4,000원), 토마토 삼겹살꼬치(4,000원), 통오징어데침(14,000원), 해물오꼬노미야끼(16,000원), 치즈계란말이(15,000원), 계란말이(14,000원), 먹태구이(16,000원), 새우마늘버터구이(18,000원), 삼겹야끼우동(15,000원), 레닭다리살구이(18,000원), 우삼겹숙주볶음(16,000원), 치즈불닭&주먹밥(17,000원), 치즈불닭&주먹밥&계란탕(19,000원)"
코코도리,서울 광진구 광나루로26길 17,3.6,"가쯔동(8,000원), 규동(8,000원), 가쯔카레(9,000원), 소고기카레(9,000원), 코코가쯔동(10,000원), 에비（2마리）카레(9,500원), 코카콜라 355mL(2,000원), 스프라이트 355mL(1,500원), 환타（포도）355mL(1,500원), 환타（파인애플）355mL(1,500원)"
이찌방라멘&카츠카레,서울 광진구 능동로19길 9,0.0,"[NEW&강추] 마제소바(11,000원), 이찌방 돈코츠라멘(10,500원), 얼큰탄탄멘(11,000원), 쿠로마유라멘(11,000원), 쇼유라멘(10,500원), 미소라멘(10,500원), 규동 （우삼겹덮밥）(10,500원), 카츠동（돈까스덮밥）(10,500원), 가라아게동（치킨덮밥）(10,500원), 등심카츠크런치카레덮밥(11,500원), [갓.성.비]라멘（택1）＋카레덮밥or볶음밥(15,500원), 반반새우(14,000원), 크림새우(13,000원), 칠리새우(13,000원), 크림새우&볶음밥（택1）＋온센타마고（온천계란）(12,900원), 칠리새우&볶음밥（택1）＋온센타마고（온천계란）(12,900원), 가라아게크런치카레(11,500원), 함박크런치카레(11,500원), 매콤차돌깍두기 볶음밥＋온센타마고（온천계란）(11,000원), 부타동（일본식돼지덮밥）＋욘센타마고（온천계란）(10,500원), 믹스카츠동(10,500원), 소시지크런치카레(10,500원), 새우튀김크런치카레(10,500원), 우삼겹명란마요덮밥＋온센타마고（온천계란）(9,900원), 등심카츠110g＋냉모밀(13,500원), 냉모밀(9,500원), 고로케크런치카레（숙성카레）＋온센타마고（온천계란）(10,500원), 라멘（택1）＋카츠(14,900원), 라멘（택1）＋버팔로윙／봉（2개씩）(14,900원), 메인（택1）＋군만두2&새우튀김1&가라아게3(14,900원)"
닛코리,서울 광진구 아차산로 200 MH동 3층,4.0,"함박스테이크(15,000원), 눈꽃치즈김치카츠나베(17,000원), 히레카츠동(16,000원), 치즈카츠동(17,000원), 규동(11,000원), 야끼우동(13,000원)"
미아리우동집 중곡점,서울 광진구 용마산로 107 1층 102호,,"미아리우동(6,500원), 잔치국수(7,500원), 얼큰우동(7,500원), 어묵우동(8,000원), 얼큰어묵우동(8,500원), 쫄면(7,500원), 비빔국수(7,500원), 열무국수(8,500원), 콩국수(9,000원), 비빔밥(8,500원), 미아리김밥(4,000원), 참치김밥(4,500원), 매운소고기김밥(4,500원), 치즈김밥(4,500원), 갈비만두(5,000원), 새우만두(5,000원), 어묵꼬치(5,500원), 계란후라이(1,000원)"
대한카츠 광진점,서울 광진구 긴고랑로36길 8,0.0,"[옛날의] 경양식 돈까스(12,500원), ＋＋오픈기념＋＋로스카츠(12,900원), ＋＋＋＋히레카츠(16,500원), [치즈폭탄] 치즈카츠(14,500원), [환상조합] 치즈&히레카츠(14,000원), [가성비 甲] 모듬카츠(17,000원), 함박스테이크 도시락(11,000원), 히레 반카츠(11,000원), 물냉면(9,000원), 공기밥(1,500원), 생선까스 도시락(11,000원), 로스 반카츠(11,000원), 트리플만두(11,000원), 매운 물냉면(10,500원), 매운 비빔냉면(10,500원), 비빔냉면(10,000원), 고기반김치반6P(8,500원), 왕만두 5P(7,500원), 김치왕만두5P(7,500원), 갈비만두 8P(7,000원), 물만두(7,000원), 고구마치즈카츠(14,500원), 코카콜라 [500mL](2,000원), 스프라이트 [500mL](2,000원), 코카콜라제로 [500mL](2,000원), 처음처럼(4,000원), 참이슬 후레쉬(4,000원)"
마마돈까스,서울 광진구 광나루로56길 85 테크노마트 지하1층 A006호,4.7,"김치 볶음밥(5,000원), 해물새우 볶음밥(6,000원), 닭갈비 볶음밥(6,000원), 낙지불고기 볶음밥(6,000원), 케이준치킨 볶음밥(6,000원), 햄버거김치 볶음밥(6,500원), 베이컨모듬(6,500원), 피자치즈(6,500원), 치즈닭갈비(7,000원)"
오엔본가돈까스 구의본점,서울 광진구 아차산로65길 11,0.0,"[] 주문폭주 [] 옛날돈까스(등심)도시락(11,000원), 히레까스(안심)도시락(13,000원), 본가돈까스(13,500원), ON돈까스(등심)(11,000원), 특돈까스(등심)(15,000원), 생선까스(동태포)(11,000원), [] 인기1위 [] 함박스테이크(15,000원), 본가정식 A(18,000원), [] 남녀노소1위 [] 오므라이스도시락(10,000원), 오므라이스&돈까스(2ps) 셋트(18,000원), 이탈리안치즈돈까스(등심)(14,000원), [] 사이드 1위 [] 판모밀(9,500원), 모밀 & 돈까스(2ps)셋트(17,500원), 모밀 & 수제튀김새우셋트(19,500원), 본가우동(7,500원), 유부우동(8,500원), 어묵우동(9,500원), 크림치즈볼10ps(9,500원), 치킨가라아게200g(6,000원), 맛감자(5,000원), 돈까스소스(일본식)(800원), 타르타르소스(800원), 데미그라스소스(1,000원), 코카콜라 355mL(캔)(2,000원), 스프라이트 355mL(캔)(2,000원)"
뉴LA수제돈까스,서울 광진구 아차산로21길 77,2.5,
맛있는초밥,서울 광진구 용마산로 174 SK아파트 상가동 1층,0.0,"추천 초밥세트（연어2＋광어2＋참치2＋간장새우＋초새우＋생새우＋계란＋이게조아＋소라）(22,000원), 스페셜 초밥세트（연어뱃살2＋광어2＋엔가와2＋참치뱃살＋황새치뱃살＋대하구이＋장어＋소라＋와규）(27,000원), 연어롤(9,000원), 모듬회덮밥(15,000원), 맛있는 초밥세트（연어2＋광어2＋참치＋초새우＋생새우＋유부＋계란＋이게조아＋가리비）(17,000원), 연어초밥(12,000원), 광어초밥(13,000원), 캘리포니아롤(8,000원), 새우튀김롤(9,000원), 가쓰오우동(8,000원), 참치초밥(13,000원), 연어5p＋광어5p(23,000원), 와규초밥(14,000원), 초새우초밥(10,000원), 생새우초밥(10,000원), 장어초밥(14,000원), 계란초밥12p(12,000원), 참치회덮밥(16,000원), 모듬사시미 16p(42,000원), 연어사시미 16p(37,000원), 계란(1,100원), 유부2p(1,000원), 날치알마끼(1,000원), 가리비(1,000원), 초새우(1,700원), 생새우(1,700원), 이게조아(1,700원), 새우장(1,800원), 연어(2,400원), 광어(2,400원)"
토끼라멘(TokkiRamen),서울 광진구 능동로 149,2.0,
은하동,서울 광진구 군자로 35 1층,4.0,"은하동(19,900원), 카니미소 사케동(16,900원), 아부리 사케동(16,900원), 스테이크동(13,900원), 부타동(9,900원)"
90카츠 건대점,서울 광진구 광나루로 369,3.5,"[특선부위] 프리미엄 로스카츠(15,500원), (특선) 모듬 돈카츠(16,900원), 고객만족 1위 (특)히레카츠(180g)(14,000원), [부드럽고 고소한]로스카츠(180g)(13,500원), 모짜렐라치즈카츠(13,900원), 히야시냉소바 정식 (냉모밀)(14,500원), 핫세트(15,500원), 씨푸드카츠(15,900원), 경양식돈까스(14,500원), (단품)김치우동(10,000원), 카츠동 정식(14,500원), 네기카츠(15,500원), 고구마치즈카츠(14,500원), 모짜체다치즈카츠[한정판매](14,500원), 생선카츠(생선까스)(14,500원), [new[크림카레우동](12,900원), 어묵우동 정식(16,000원), 히야시냉우동 정식(14,500원), 김치우동 정식(13,500원), (단품)새우튀김우동(13,000원), (단품)어묵우동(12,500원), (단품)니꾸우동(12,000원), (단품)꼬치어묵우동(12,000원), 카레라이스(하프로스)(14,000원), 카레라이스(가라아게)(14,000원), 김치카츠나베 정식(15,000원), 카츠나베 정식(14,500원), 김치카츠동 정식(15,000원), 카츠샌드(10,900원), 하프로스카츠(소스O)(6,500원)"
돈까스짱 자양시장점,서울 광진구 자양로15길 83 1층,4.0,
신기소 건대스타시티점,서울 광진구 능동로 92 지하 1층 전문식당가 내,1.5,"（BEST）신기소 정식(10,900원), 스시우동정식(10,900원), 왕돈까스정식(9,900원), 돈까스알밥정식(8,900원), （BEST）김치우동정식(9,900원), （BEST）김치우동(6,900원), 등심돈까스정식(8,900원), （BEST）치즈돈까스정식(10,900원), 냄비돈까스(6,900원), 오뎅꼬치우동(5,900원), 신기소 우동(5,500원), （BEST）해물탄탄멘(8,500원), 돈코츠라멘(6,900원), 고기탄탄멘(8,500원), 나가사끼짬뽕(8,900원), （BEST）가쯔돈(6,900원), 철판김치가츠돈(8,500원), 치슈돈(7,900원), 규동(8,500원), 매콤부타돈(7,500원), 연어덮밥(8,900원), 회덮밥(8,500원), 새우돈(6,900원), 알밥(6,900원), （BEST）알밥냉모밀정식(8,900원), 돈까스자루소바(8,500원), 초밥지루소바(8,900원), 쟁반모밀(7,000원), 냉모밀(6,500원), 광어연어스시(10,900원)"
미쁨,서울 광진구 자양로28길 11 1층,0.0,"등심돈까스(9,000원), 매운등심돈까스(9,500원), 안심돈까스(9,900원), 통치즈돈까스(10,500원), 두부돈까스(10,000원)"
민들레,서울 광진구 뚝섬로 476-14,5.0,
오늘은카레 광진자양점,서울 광진구 뚝섬로 654,0.0,"등심돈까스카레(10,000원), 치즈돈까스카레(12,000원), 새우튀김카레(12,000원), 버섯카레(9,500원), 소고기카레(10,000원), 참숯 무뼈닭발(16,000원), 카레 추가(3,000원), 닭튀김카레(9,500원), 참숯 뼈닭발(16,000원), 참숯 무뼈국물닭발(17,000원), 참숯 뼈국물 닭발(17,000원), 밥 추가(1,500원), 등심돈까스(4,000원), 치즈돈까스(2,500원), 가라아게（닭）튀김(3,000원), 새우튀김(2,500원), 후랑크소세지(2,500원), 카레에 치즈 추가(1,500원), 처음처럼(3,500원), 참이슬 후레쉬(3,500원), 진로이즈백(3,500원), 청하(4,000원), 참이슬 오리지널(3,500원), 새로(3,500원), 카스(3,500원), 테라(3,500원), 버드와이저(4,000원), 연태고량주 250ml(15,000원), 장수막걸리(2,700원), 생맥주 1000ml(8,000원)"
이선장회,서울 광진구 뚝섬로 472,0.0,"이선장 오마카세 모듬회(45,000원), 대광어＋마스가와참돔(45,000원), 물회(20,000원), 대광어＋우럭(45,000원), 혼술모듬(32,000원), 연어회(40,000원), 내맘대로 보리숭어모듬(40,000원), 도다리막회 모듬(45,000원), 대광어＋연어(42,000원), 혼술 도다리막회(30,000원), 우럭＋연어(40,000원), 광어＋우럭＋연어(42,000원), 숭어(35,000원), 대광어회(45,000원), 도다리막회(45,000원), 우럭회(45,000원), 대참돔회(45,000원), 혼술 대광어(32,000원), 혼술 대참돔(35,000원), 혼술 대광어 우럭(30,000원), 혼술 우럭(27,000원), 처음처럼(5,000원), 참이슬 후레쉬(5,000원), 진로이즈백(5,000원), 청하(5,000원), 참이슬 오리지널(5,000원), 새로(5,000원), 카프리(5,000원), 카스(5,000원), 장수막걸리(4,000원)"
소담,서울 광진구 뚝섬로52다길 1 1층,2.2,"수제돈가스(8,000원), 수제치즈돈가스(10,000원), 수제생선가스(8,000원), 콤보가스(생선+돈가스)(10,000원), 수제카레+돈가스(10,000원)"
도락,서울 광진구 광나루로56길 85 9층,3.1,"가께우동(6,000원), 튀김우동(7,500원), 새우덮밥(8,000원), 냉모밀(7,000원), 가쯔돈부리(7,000원)"
네코소바 광진점,서울 광진구 자양로22길 33,0.0,
포크커틀렛,서울 광진구 자양로50길 22,0.0,
마코토스시,서울 광진구 광나루로 607 1층,0.0,
초밥이야,서울 광진구 능동로9길 43,1.0,"선어（광）초밥（12p）(29,500원), 초밥（12p）(18,500원), 특초밥（12p）(22,000원), 연어초밥（12p）(29,500원), 참다랑어아카미6p＋선어（광）6p(32,000원), 육 해 공 초밥12ps(26,500원), 참다랑어 아카미(3,200원), 지느러미(2,900원), 연어(2,800원), 연어아부리(3,000원), 대광어＋연어사시미(35,000원), 참다랑어아카미＋대광어사시미(42,000원), 카니미소（2ps）(6,500원), 연어모듬（12p）(31,500원), 연어6p＋연어아부리6p(30,000원), 연어6p＋선어（광）6p(29,500원), 찐새우 12p(17,500원), 눈다랑어 아카미(2,800원), 묵은지 광어초밥(3,000원), 광어(2,800원), 연어뱃살(2,900원), 연어 카니미소(3,100원), 간장새우(2,300원), 민물장어(3,100원), 찐 문어(1,800원), 찐 가리비(1,900원), 찐 새우(2,000원), 계란초밥(1,900원), 스팸 초밥(1,900원), 소고기 초밥(2,200원)"
소스돈가스 롯데백화점건대스타시티점,서울 광진구 능동로 92 10층,0.0,
러브러브디럭스,서울 광진구 능동로 335,5.0,
초밥&참치전문점 연,서울 광진구 능동로 179,0.0,
원우돈까스의집,서울 광진구 자양번영로 69,0.0,
우마이라멘 마제소바 광진본점,서울 광진구 능동로19길 9,0.0,"돈코츠라멘(10,500원), [NEW&강추] 마제소바(11,000원), 쿠로마유라멘(11,000원), [갓.성.비] 라멘 (택1)+카레덮밥or볶음밥+온센타마고(15,500원), 메인 (택1)+군만두2&새우튀김1&가라아게3(14,900원), 등심카츠크런치카레덮밥 (숙성카레)+온센타마고(11,500원), 카츠동(돈까스덮밥)+온센타마고(온천계란)(10,500원), 가라아게동 (치킨덮밥)+온센타마고 (온천계란)(10,500원), 우삼겹명란마요덮밥+온센타마고 (온천계란)(10,500원), 냉모밀+등심카츠110g(13,500원), 크림새우(13,000원), 칠리새우(13,000원), 크림새우+볶음밥 (택1)+온센타마고 (온천계란)(12,900원), 중화칠리새우+볶음밥 (택1)+온센타마고 (온천계란)(12,900원), 믹스크런치카레 (숙성카레)+온센타마고 (온천계란)(12,500원), 가라아게크런치카레 (숙성카레)+온센타마고 (온천계란)(11,500원), 돈까스카레우동 (숙성카레)+온센타마고 (온천계란)(11,500원), 믹스카츠동 (돈카츠+새우튀김)+온센타마고 (온천계란)(11,500원), 얼큰탄탄멘(11,000원), 매콤차돌깍두기볶음밥+온센타마고 (온천계란)(11,000원), 미소라멘(10,500원), 쇼유라멘(10,500원), 고로케크런치카레 (숙성카레)+온센타마고 (온천계란)(10,500원), 규동 (우삼겹덮밥)+온센타마고 (온천계란)(10,500원), 부타동 (일본식돼지고기 덮밥)+온천계란(10,500원), 냉모밀(9,500원), 반반새우 (크림+칠리)(14,000원), 히트예감 멘보샤 4ea(6,000원), 짬뽕&명란 군만두 6ea(6,000원), 스프링롤 (바싹한튀긴춘권)(6,000원)"
스시나루,서울 광진구 아차산로 272,0.0,
크레이지커리,서울 광진구 능동로19길 9,0.0,
카츠옹,서울 광진구 자양번영로 21 1층,2.0,"72시간 누룩숙성 등심카츠정식(13,000원), 72시간 누룩숙성 안심카츠정식(14,000원), 생선카츠정식(14,000원), 새우카레라이스(14,000원)"
스시천 광나루점,서울 광진구 천호대로 808 광장12차현대홈타운 102호,0.0,"배민A초밥(15,000원), 배민B초밥(19,500원), 배민C초밥(19,000원), VIP초밥(23,500원), 모둠초밥(13,500원), 미니 사시미(22,000원), 불초밥세트(17,000원), 생선초밥12p(23,000원), 광어초밥10p(22,000원), 연어초밥10p(21,000원), 광어앤연어초밥10p(21,500원), 소고기초밥5p(14,000원), 소고기초밥10p(27,000원), 새우치즈갈릭5p(9,500원), 유부10p(9,000원), 계란초밥10p(11,000원), 초새우초밥10p(14,000원), 처음처럼(5,000원), 참이슬 후레쉬(5,000원), 청하(6,000원), 참이슬 오리지널(5,000원), 새로(5,000원), 테라(5,000원)"
돈부리&라멘,서울 광진구 아차산로 272,1.0,
롯폰기우동 건대점,서울 광진구 동일로4길 8,0.0,"점보 키츠네 우동 [유부](16,500원), 점보 카마보코 우동 [어묵](16,500원), 모모 타코야끼(5,500원), （정통 일본식）키츠네 우동 （유부6P）(9,500원), 카모[오리안심]우동(12,000원), 니꾸[차돌박이]우동(13,000원), 카라이 키츠네（유부6p） 얼큰우동(10,500원), 카라이 카마보코（10p） 얼큰우동(10,500원), 점보 롯폰기 우동(13,500원), 미니 수란 규동(6,000원), 모모（닭다리살） 우동(12,000원), （정통 일본식）카마보코 우동 （어묵10p）(9,500원), 카라이 롯폰기 얼큰우동(9,500원), （정통 일본식）롯폰기 우동(8,500원), 오야꼬 [닭다리살과 계란] 우동(13,000원), 카라이 모모[닭다리살] 얼큰우동(13,000원), 카라이 카모[오리안심] 얼큰우동(13,000원), 카라이 니꾸[차돌박이] 얼큰우동(14,000원), 카라이 오야꼬[닭다리살과 계란] 얼큰우동(14,000원), 점보 카모[오리안심] 우동(21,500원), 점보 모모[닭다리살]우동(21,500원), 점보 니꾸[차돌박이]우동(23,500원), 점보 오야꼬 [닭다리살과 계란] 우동(23,500원), 미니 수란동(4,000원), 미니 수란 카모동(6,000원), 미니 수란 모모동(6,000원), 스이 폰즈 교자(5,500원), 새우튀김（3마리）(5,900원), 계란 후라이(2,000원), 2인 계란찜(4,000원)"
달빛텐푸라,서울 광진구 아차산로 444,0.0,
모모카,서울 광진구 광나루로56길 85 테크노마트 지하1층 A037호,0.0,"로스까스(7,000원), 생선까스(7,000원), 치즈까스(7,500원), 새우튀김우동(6,000원), 판모밀(6,000원)"
노테린다스,서울 광진구 동일로54길 19,0.0,
심해참치 중곡점,서울 광진구 긴고랑로 50 1층,0.0,
행복한스시 초밥,서울 광진구 아차산로29길 24,5.0,"장어초밥 5pc(13,000원), 새우초밥 10pc(16,000원), 갑오징어초밥 10pc(16,000원), 시로미초밥 10pc（흰살생선）(18,000원), 참치초밥 10pc(19,000원), 모듬초밥 10pc(19,000원), 모듬초밥 20pc(34,000원), 연어초밥 10pc(19,000원), 아나고동(15,000원), 연어덮밥(15,500원), 카이센동(16,500원), 호르몬동（대창덮밥）(16,500원), 소고기덮밥(14,500원), 오니기리 3pc(9,000원), 밀푀유나베(27,500원), 모츠나베(27,500원), 나가사끼 짬뽕(26,000원), 해물 짬뽕(26,500원), 요세나베(26,500원), 오뎅탕(19,000원), 누룽지탕(28,000원), 모듬사시미 小(27,000원), 모듬사시미 中(38,000원), 연어사시미 18pc(26,000원), 명이나물 사시미(25,000원), 소주(5,000원), 청하(6,000원), 매화수(5,000원), 한라산(7,000원), 병맥주(5,500원)"
포비,서울 광진구 동일로26길 58 1층,2.0,
키히키히,서울 광진구 아차산로53길 10,5.0,
몰리블리스,서울 광진구 자양로19길 44,0.0,
스시장,서울 광진구 광나루로56길 85 테크노마트21 9층 037호,2.0,
고래돈가스 덮밥,서울 광진구 능동로48길 20,0.0,"우나기동（민물장어덮밥）(16,000원), 돼지김치찜(26,000원), 참치김치찜(26,000원), 부대김치찜(26,000원), 백순대볶음(22,000원), 양념순대볶음(23,000원), 피카츄돈까스(2,500원), 계란찜(3,500원), 대접밥(1,500원), 펩시콜라 355mL(2,000원), 칠성사이다 355mL(2,000원), 펩시콜라제로 355mL(2,000원), 카스(4,000원), 테라(4,000원)"
더모밀,서울 광진구 아차산로 200 SM동 3층,0.0,"모밀국수(9,000원), 마른모밀(9,000원), 유부모밀(10,000원), 냄비모밀(10,000원), 비빔모밀(10,000원), 유부초밥(4알)(5,000원), 메밀왕만두(3알)(5,000원), 감자만두(6알)(5,000원)"
김바삭군의볼카츠마켙 광진중곡점,서울 광진구 면목로 132,0.0,"치즈볼카츠(6,500원), 함박볼카츠(6,000원), 떡갈비볼카츠(6,000원), 볼카츠 4알 ＋ 떡볶이1인분 셋트(12,300원), 볼카츠4알＋매콤로제떡볶이1인분 셋트(13,300원), 미숫가루(3,500원), 수박쥬스시리즈(4,500원), 키위시리즈(3,500원), 바나나시리즈(3,500원), 망고시리즈(3,500원), 오렌지시리즈(4,000원), 사과시리즈(3,500원), 자몽시리즈(4,000원), 파인애플시리즈(3,500원), 아보카도시리즈(4,000원), 블루베리시리즈(3,500원), 찰토마토(3,500원), 메론(4,000원), 체리(4,000원), 홍시(4,000원), 생인삼 바나나(4,500원), 망고코코넛（코코넛젤리포함）(4,500원), 요거트(4,500원), 아메리카노(2,800원), 카페라떼 시리즈(3,300원), 라떼(3,800원), HOT.ICE초코(3,300원), 오레오초코라떼(5,300원), 리얼딸기라떼(4,800원), 홍차(2,500원)"
