상호,주소,별점,메뉴
동경규동 세종대점,서울 광진구 광나루로 373 1층 103호,,"매운야끼규동(10,000원), 불판김치규동(10,400원), 치즈김치규동(10,100원), 규동(8,400원), 치즈규동(9,600원), [만족도1위] 김치가츠나베정식(13,500원), 야끼규동(9,400원), 명란마요야끼규동(10,400원), 가츠동(10,000원), 김치가츠동(10,400원), [양이 많아요] 김치치즈가츠동(11,500원), 동경우동(6,500원), 오코노미규타마동(10,400원), 치즈매운야끼규동(10,400원), 치즈가츠동(10,400원), 얼큰니꾸우동(10,100원), 치킨가라아게동(10,000원), 니꾸우동(10,000원), 규동（소）(7,200원), 사각꼬치어묵우동(8,000원), 고로케 3pcs(4,200원), 치킨가라아게 5pcs(4,200원), 후리가케 공기밥(1,500원), 온센타마고（반숙란）(1,200원), 볶음김치(600원), 콜라(2,000원), 사이다(2,000원)"
강남참치정육점,서울 광진구 자양번영로6길 52,3.8,"시그니처 혼술세트(39,500원), 강남 시그니처 너랑나（2인／300g）참다랑어100%(59,500원), 강남 시그니처 우리 （3인~4인／ 400g）참다랑어100%(89,500원), 강남 카세 우리（4~5인／600g）(79,500원), 강남 카세 다같이 （6인／800g）(110,500원), 참다랑어 대뱃살(28,500원), 혼술 세트 （1.5인） 250g(29,500원), 참다랑어 가마도로(29,500원), 냉모밀(10,500원), 반반세트 [ 인싸메뉴]너랑나(350g)(69,500원), 반반세트 [인기급상승 신메뉴] 우리（500g）(89,500원), 닷사이23(330,000원), 쿠보타만쥬(270,000원), 닷사이45(110,000원), 오토코야마 토쿠베츠준마이(90,000원), 쿠보타센쥬(99,000원), 준마이750(30,000원), 간바레 오또상(30,000원), 센300(7,000원), 아사히(7,000원), 새로(5,000원), 참이슬(5,000원), 진로(5,000원), 처음처럼(5,000원), 화요25(28,000원), 청하(6,000원), 카스(6,000원), 테라(6,000원), 켈리 500ML(6,000원), 기린이찌방 생맥주 1L(21,000원)"
고메,서울 광진구 능동로36길 18 진주빌딩 1층,,"사시미 모리아와세(38,000원), 혼마구로 후토마끼(25,000원), 폰즈 가라아케(17,000원), 카이센동(23,000원), 고메특초밥(12p)(20,000원), 고메초밥(lunch 10p)(13,000원), 연어 사시미(27,000원), 소곱창 탄탄나베(21,000원), 전복 내장 파스타(18,000원), 매운 게 내장 파스타(16,000원), 명란 오일 파스타(15,000원), 고메 가라아케(16,000원), 유부 나베(17,000원), 오뎅나베(16,000원), 눈꽃 새우 튀김(13,000원), 광어 고노와다(30,000원), 연어 샐러드(23,000원), 혼마구로 후또마끼(25,000원), 한우 육회(23,000원), 명란 오일파스타(15,000원), 유부나베(17,000원), 조개탕(18,000원), 바지락 술찜(16,000원), 모듬 고로케(13,000원), 눈꽃 새우튀김(13,000원), 저염 명란구이(13,000원), 광어초밥(20,000원), 연어초밥(18,000원), 연어 후또마끼(16,000원), 사케동(16,000원), 아부리 사케동(16,000원)"
정통숯불꼬치구이구르메 군자점,서울 광진구 능동로35길 35 1층,3.9,"간사이오뎅탕(19,000원), 모찌리도후(한정)(9,000원), 명란구이(10,000원), 차돌숙주볶음(22,000원)"
오유미당 서울건대점,서울 광진구 동일로20길 105 2층,4.1,"등심 돈카츠(9,500원), 특등심 돈카츠(11,500원)"
오레노카츠 건대점,서울 광진구 아차산로 241 연한빌딩 2층 201호,3.3,"모듬 카츠(18,000원), 마제소바 세트(14,900원), 냉소바 세트(14,900원), 비빔소바 세트(14,900원), 냉우동 세트(14,900원), 에비카츠 우동 세트(14,900원), 부산어묵우동 세트(14,900원), 모짜렐라치즈돈카츠 정식(14,000원), 체다치즈 돈카츠 정식(13,500원), 매콤 돈카츠 정식(13,500원), 카레 돈카츠 정식(13,000원), 비빔 돈카츠 정식(13,000원), 수제 생돈카츠 정식(11,000원), 마제소바(9,500원), 냉우동(9,500원), 냉소바(9,500원), 비빔소바(9,500원)"
부엉이돈가스 군자역점,서울 광진구 천호대로 530 1층,5.0,"부엉이돈가스(10,500원), 샐러드 돈가스(12,500원), 눈꽃치즈 돈가스(14,500원), 통모짜치즈카츠(15,500원), 체다퐁듀카츠(14,500원), 김치카츠나베(15,500원), 명란크림우동(12,000원), 부엉이 돈가스 정식(12,500원), 샐러드 돈가스 정식(14,000원), 체다퐁듀카츠 정식(16,500원), 김치 돈가스(12,000원), 콤보 돈가스(15,500원), 고베주머니우동(8,000원), 꼬치우동나베(11,000원), 김치우동(9,500원), 숯불우삼겹우동(11,000원), 카레우동(12,000원), 유자냉소바(10,000원), 눈꽃치즈떡볶이(10,500원), 김치 돈가스 정식(14,000원), 눈꽃치즈 돈가스 정식(16,000원), 콤보 돈가스 정식(17,000원), 통모짜치즈카츠 정식(17,000원), 고베주머니우동 정식(11,000원), 꼬치우동나베 정식(12,500원), 김치우동 정식(12,500원), 숯불우삼겹우동 정식(14,000원), 명란크림우동 정식(14,500원), 카레우동 정식(16,000원), 유자냉소바 정식(13,000원)"
연희네돈까스제면소 군자직영점,서울 광진구 천호대로 573 1층,3.3,"돈까스(8,000원), 치즈돈까스(9,000원), 모밀정식(기본돈까스)(12,000원), 냉모밀(8,000원), 온모밀(8,000원), 판모밀(8,000원), 온모밀정식(12,000원)"
정직유부 건대점,서울 광진구 능동로 135-1,4.0,"재구매1위）시그니처8종도시락(13,500원), [1인] 혼밥정식（유부초밥3P＋면1）(9,300원), [1인] 혼밥정식（반반유부4P＋면1）(11,600원), （반반도시락） 유부2P＋유부2P(6,100원), 정직유부4p(5,000원), 참치마요유부4p(6,100원), （100%한돈）불고기유부4p(6,100원), （프리미엄）크래미와사마요유부4p(6,100원), （닭다리살）닭갈비유부4p(6,100원), （유부찍먹）정직우볶이（Half）(4,500원), [1인] 떡볶이 찍먹세트(9,100원), [모둠] 떡볶이 찍먹 2인세트(20,700원), （프리미엄）감태 유부초밥(5,900원), 볶음김치유부4p(6,100원), （한정판매）에그유부4p(6,100원), （청양고추송송）매콤참치유부4p(5,900원), [신메뉴](닭칼국수st)닭곰탕우동(6,700원), 정직냉모밀（정직 ver.모밀국수, 메밀소바）(7,000원), （초계국수st）참깨두계면(6,700원), （속풀이해장） 순두부우동(6,700원), （BEST）정직우동(5,500원), （맛집랭킹）얼큰우동(5,700원), （매운맛UP）The얼큰우동(6,000원), 삼겹비빔면(5,700원), 정직우볶이（JUMBO）(8,200원), 참치마요 토핑(900원), 볶음김치 토핑(900원), 불고기 토핑(900원), 크래미와사마요 토핑(900원), 에그마요 토핑(900원)"
유미카츠 건대점,서울 광진구 능동로13길 11 1층,2.9,"떡볶카츠(10,900원), 토마호크카츠(14,900원), 유미카츠(8,900원), 모듬카츠(13,900원), 로제파스타카츠(11,900원), 치즈카츠(10,900원)"
시장초밥,서울 광진구 아차산로34길 32 1층,3.1,"시장초밥(16,000원)"
함루 건대점,서울 광진구 능동로 90 더클래식500 1층,3.8,"라무네 구슬사이다 200mL(5,000원), 콜라 355mL(3,500원), 사이다 355mL(3,500원), 코카콜라 제로(3,500원)"
길동우동 건대점,서울 광진구 능동로13길 9 1층,3.6,"길동왕돈까스(13,500원), 치즈돈까스(13,500원), 참치김밥(5,800원), 김치어묵우동(9,500원), 쫄면(9,000원), 길동우동(7,500원), 꼬치어묵우동(8,500원), 길동김밥(4,500원), 비빔밥(9,000원), 제육비빔밥(10,000원), 고기만두(6개)(5,500원), 얼큰우동(8,500원), 냉우동(9,000원), 튀김우동(9,000원), 해물만두우동(13,500원), 흑미메밀소바(9,500원), 흑미메밀소바+미니돈까스(12,500원), 궁중잔치국수(8,500원), 비빔국수(9,000원), 열무국수(9,000원), 냉콩국수(10,000원), 치즈김밥(5,300원), 매운멸치김밥(5,800원), 김치계란김밥(5,500원), 열무비빔밥(9,000원), 옛날육개장(10,000원), 공기밥(1,000원), 길동차돌된장밥(10,900원), 국물떡볶이(6,000원), 눈꽃치즈떡볶이(8,000원)"
테시오,서울 광진구 영화사로 19 영재빌딩 1층,4.9,"테시오 모둠 초밥(20,000원), 테시오 특 모둠 초밥(28,000원), 테시오 점심특선(13,000원)"
다올초밥집,서울 광진구 자양번영로1길 9,3.8,초밥(0원)
깡우동 건대점,서울 광진구 동일로24길 98 1층,4.6,"어묵우동(9,500원), 어묵(9,500원), 수제탕수육(13,000원), 만두(고기/김치)(7,000원), 깡강정(13,000원), 깡새우(6,000원), 우동(8,500원), 어묵탕(21,000원), 깡탕세트(15,000원), 마라만두(8,000원), 깡토마토(5,000원)"
바삭알까스,서울 광진구 능동로49길 15,3.7,"바삭알까스(7,500원), 음료수(1,500원)"
사보텐 건대스타시티점,서울 광진구 아차산로 272 시티존 지하1층,1.7,"더블업 모짜렐라 카츠(19,000원), 시그니처카츠（200g）_히레(19,000원), 사보텐정식(19,500원), 로스카츠（130g）(15,000원), 24겹 카사네 카츠(16,500원), 씨푸드카츠(17,000원), 카츠동정식(15,500원), 제주흑돈카츠（150g）_히레(19,000원), 제주흑돈카츠（150g）_로스(18,000원), 시그니처카츠（200g）_로스(17,500원), 히레카츠（130g）(16,500원), 숯불 차돌규동 정식(17,500원), 김치카츠동정식(16,000원), 통새우카레라이스정식(15,000원), 통새우카레우동정식(15,500원), 유부꼬치우동정식(15,500원), 카라이 우동정식(17,000원), 미니우동(4,500원), 카레소스(3,500원), 통새우카츠（2마리）(7,500원), 통새우카츠（5마리）(13,500원), 양배추샐러드(1,200원), 양배추샐러드（大）(2,400원), 흰밥(1,500원), 후리카케밥(2,000원), 단무지 추가(600원), 할라피뇨 추가(600원), 장국 추가(1,000원), 계란구이（2EA）추가(1,000원), 사보텐 돈카츠 소스(4,500원)"
스시오가,서울 광진구 능동로 69 자양호반써밋 상가 1층 102호,3.9,"모듬초밥( 14p )(16,000원), 특선초밥( 14p )(20,000원), 오가초밥（16p )(26,000원), 광어 초밥（10p )(23,000원), 반반메뉴 연어（5p）＋참치（5p）(21,000원), 오늘의 회덮밥(14,000원), 냉모밀(8,000원), [혼자서도 푸짐한]우동세트(18,000원), 단품 후토마키 스시(22,000원), 참치초밥（10p）(21,000원), 반반메뉴  광어（5p）＋연어（5p）(21,000원), 반반메뉴  광어（5p）＋참치（5p）(21,000원), 반반메뉴 연어（5p）＋스테이크（4p）(19,000원), 반반메뉴 장어（4p）＋스테이크（4p）(19,000원), 단품 연어초밥（8p）(17,000원), 단품 스테이크초밥（8p）(19,000원), 단품 장어초밥（8p）(19,000원), 단품 새우초밥（10p）(17,000원), 단품 계란초밥（5p）(6,000원), 단품 유부초밥（5p）(6,000원), 단품 간장새우（5p）(10,000원), 단품 광어 묵은지초밥（5p）(11,000원), 단품 연어초밥 (10p)(21,000원), 연어롤 + 미니 우동(20,000원), 지라시 덮밥(17,000원), 참치 회덮밥(16,000원), 광어 회덮밥(20,000원), 연어 회덮밥(17,000원), 광어 초밥（2p）(4,500원), 연어 초밥（2p）(4,500원)"
토모멘야,서울 광진구 아차산로 431 강변SK뷰 상가 3동 지하층 B103호,,"매운 돈코츠라멘(11,000원), 탄탄멘(11,000원), 돈코츠라멘(10,000원), 가츠동(11,000원), 믹스에비동(12,000원), 사케동(8p)(16,000원), 사케동(12p)(22,000원), 카레 가츠동(13,000원), 카레믹스에비동(14,000원), 오코노미야끼(18,000원), 우삼겹 덮밥(10,900원), 마제소바(10,900원), 숙성 연어사시미(15p)(27,000원), 숙성 연어사시미(25p)(45,000원), 수제돈가츠(70g)(4,500원), 멘보샤(2p)(4,000원), 새우튀김(2p)(5,000원)"
카츠모,서울 광진구 군자로 132 1층 102호,,"로스카츠(11,900원), 로스카츠 (평일런치)(10,900원), 특로스카츠(14,900원), 히레카츠(12,900원), 모듬카츠 (로스+안심)(13,900원), 치즈카츠(11,900원)"
혼다라멘,서울 광진구 자양로18길 32,2.5,"[가성비甲(갑)] 나혼자라멘 set(14,500원), 마제소바라멘세트(11,900원), 탄탄멘(11,900원), [가성비甲(갑)] 나혼자메밀 set혼다람(14,500원), 혼다라멘 세트(10,900원), 매운혼다라멘세트(11,900원), 혼다냉메밀세트(10,900원), 숯불고기라멘세트(11,900원), 불곱창라멘(11,900원), 토마토라멘(11,900원), 와규 타다키 돈부리(12,900원), 돈가츠 커리 덮밥(11,900원), 치킨 가라아게 커리 덮밥(11,900원), 혼다 가츠동(11,900원), 불고기 돈부리(11,900원), 타다키 샐러드(10,900원), 간장계란밥(4,000원), 치즈돈가츠(5,000원), 돈카츠(4,500원), 새우튀김(3P)(4,000원), 치킨가라아게(4P)(4,000원), 교자(6P)(3,000원), 계란초밥(3P)(3,000원), 타코야키(4P)(3,000원), 새우까스(3,500원), 차슈추가(2장)(2,500원), 불고기추가(50g)(2,500원), 계란추가(1알)(1,500원), 면추가(1,500원), 공기밥 추가(1,000원)"
카레시대,서울 광진구 아차산로41길 44 서경빌딩 1층,4.9,"돈까스카레(8,500원), 새우튀김카레(8,500원), 닭튀김카레(8,500원), 고로케카레(8,500원), 모듬카레(11,000원)"
카토카츠,서울 광진구 능동로17길 6 1층,4.8,"로스카츠(등심)(13,000원), 히레카츠(안심)(14,000원), 치킨 가라아게(2조각)(4,000원)"
길동우동 중곡점,서울 광진구 능동로 400 보건복지행정타운,4.4,"길동김밥(3,500원), 참치김밥(4,500원), 치즈김밥(4,500원), 매운멸치김밥(4,500원), 돈까스김밥(5,000원), 떡갈비김밥(5,000원), 길동우동(5,500원), 얼큰우동(6,500원), 어묵우동(7,000원), 새우튀김우동(7,000원), 잔치국수(6,500원), 비빔국수(6,500원), 열무국수(7,000원), 생쫄면(6,500원), 국물떡볶이(4,500원), 어묵꼬치(4,500원), 눈꽃치즈떡볶이(6,000원), 콩나물국밥(6,000원), 비빔밥(6,500원), 제육비빔밥(7,500원), 불고기비빔밥(7,500원), 열무비빔밥(7,500원), 등심돈까스(10,000원), 치즈돈까스(11,000원), 모둠튀김(4,000원), 오징어튀김(1,300원), 야채튀김(1,200원), 고추튀김(1,300원), 야끼만두(800원), 김말이(1,000원)"
싸다유정상초밥,"서울 광진구 자양로15길 90 1층 1,3호",3.8,"광어+숭어+우럭(45,000원)"
스시이치로,서울 광진구 자양로28길 18 1층,4.7,"모듬회(1인)(26,000원), 오마카세 스시(45,000원), 모듬초밥 B(29,000원), 모듬초밥 C(22,000원), 오마카세스시+사시미(53,000원), 등푸른생선3종 사시미(29,000원), 카이센동(25,000원)"
사토규카츠 건대본점,서울 광진구 아차산로29길 26 2층,,"규카츠정식(17,500원)"
양기환참치,서울 광진구 아차산로 325 103호,5.0,"A코스 양기환 참치(42,000원), S코스 양준혁 참치(59,000원)"
제일돈카츠,서울 광진구 자양로18길 26 2층,4.5,"로스카츠(13,000원), 로스우동정식(15,500원), 로스모밀정식(17,500원), 치즈카츠(14,000원), 모둠카츠(16,000원), 특로스카츠(14,000원), 히레카츠(14,000원), 히레우동정식(16,500원), 히레모밀정식(18,500원), 제일돈가스(11,000원), 제일우동정식(13,500원), 제일모밀정식(15,500원), 천하제일돈가스(12,500원), 천하제일우동정식(15,000원), 천하제일모밀정식(17,000원)"
소노키라멘 건대본점,서울 광진구 동일로20길 88 2층,3.4,"세트1. 소노키라멘＋TKG（계란간장밥）＋음료(17,600원), 소노키라멘(11,800원), 마제멘(12,500원), 문어튀김(6,000원), 세트2. 미소라멘＋TKG（계란간장밥）＋음료(17,800원), 세트3.마제멘＋TKG（계란간장밥）＋음료(18,300원), 세트4.소노키라멘＋마제멘＋TKG＋음료(29,600원), 미소라멘(12,000원), 마제덮밥(12,500원), 라무네（구슬사이다）(3,500원), 아지타마고(1,500원), 숙주(1,000원), 차슈(2,500원), 김(1,000원), 멘마(2,000원), 소노키면 추가(3,500원), 소노키육수추가(4,500원), 미소면추가(3,500원), 미소육수추가(4,500원), 마제면추가(6,500원), 목이버섯(1,500원), TKG（계란간장밥）(3,800원), 마제고항(3,800원), 치킨가라아게(4,500원), 오사카풍 야끼교자(4,500원), 공기밥(1,000원), 니라김치(1,500원), 우롱차(3,000원), 탄산수(2,500원), 콜라(2,000원)"
히자시,서울 광진구 긴고랑로8길 83 1층,,"추천5종(17,000원)"
연참치 구의점,서울 광진구 아차산로 431 1층,4.7,"연스페셜B(2~3인)한접시(55,000원), 연스페셜C(4~5인)한접시(79,000원), 추가(25,000원), 해물라면(8,000원)"
백소정 아차산역점,서울 광진구 천호대로129길 7 2층,3.6,
국선참치 능동점,서울 광진구 능동로36길 7 1층,4.0,"참치 & 연어 （20＋20）(40,000원), 참치&연어 （10＋10）(20,000원), 연어 （10ps）(10,000원), 마끼set （알, 날치알2ps）(5,000원), 타코마끼(3,000원), 주도마끼(3,000원), 마끼풀set(10,000원), 국선Set （45ps）(50,000원), 국Set （40ps）(40,000원), 선Set （30ps）(30,000원), 혼술Set （20ps）(20,000원)"
유노초밥,서울 광진구 용마산로 112 1층,5.0,"초밥셋트(12,000원), 덮밥셋트(12,000원), 모밀셋트(15,000원), 우동셋트(15,000원), 모밀셋트(점심특선)(12,000원), 우동셋트(점심특선)(12,000원)"
심당 구의점,서울 광진구 아차산로51길 69 1층,4.3,"해물짬뽕탕(13,500원), 해물떡볶이(13,900원), 유린기(11,900원), 해물라면(7,900원), 단새우니(40,000원), 가리비회(중)(28,000원), 가리비회(대)(36,000원), 수제가라아게(12,500원), 크림새우(13,900원), 어향가지튀김(13,900원), 한우투쁠육회(18,000원), 바지락술찜(13,900원), 청양크림파스타(14,500원), 모찌리도후(8,900원), 단새우 플래터(36,000원), 깐풍새우(13,900원), 깐풍기(14,900원), 수육삼겹보쌈(19,000원), 김치오뎅전골(12,900원), 누룽지 나가사끼탕(13,500원)"
수작카츠 자양점,서울 광진구 능동로 50 이튼타워리버2차 상가 1층 107호,4.2,"수작카츠(10,500원), 히야시소바(8,500원), 등심카츠(10,000원), 모짜치즈카츠(11,000원), 간사이어묵우동(8,500원), 타마고카츠동(9,500원)"
구름초밥,서울 광진구 뚝섬로 678 1층,5.0,"모듬초밥(13,000원), 봄베이하이볼 450ml(6,500원)"
유카레 자양점,서울 광진구 뚝섬로52다길 1,3.9,"수제 등심 돈까스 ＋ 카레(11,500원), 수제 치즈 돈까스 ＋ 카레(12,000원), 수제 왕새우 튀김 ＋ 카레(10,900원), 치킨 가라아게 ＋ 카레(10,900원), 수제 생선까스 ＋ 카레(10,900원), 유부초밥 5종 세트（선택가능）(9,900원), 10종 모듬 유부초밥（연어는미포함／추가가능）(19,000원), 기본 유부초밥(6,000원), 스팸 유부초밥(7,900원), 참치마요 유부초밥(7,900원), 게살 타르타르 유부초밥(8,300원), 아보카도 유부초밥(8,300원), 돈까스 유부초밥(8,300원), 매운돈까스 유부초밥(8,300원), 데리닭 유부초밥(8,300원), 불닭 유부초밥(8,300원), 소고기 유부초밥(8,900원), 연어 유부초밥(9,500원), 기본（일본） 카레 덮밥(7,900원), 로제 카레 덮밥(8,900원), 수제 안심 돈까스 ＋ 카레(11,500원), 소고기 ＋ 카레(11,900원), 고기 산적 ＋ 카레(10,900원), 수제 등심 돈까스 정식(9,500원), 수제 안심 돈까스 정식(9,500원), 수제 치즈 돈까스 정식(9,900원), 통계란 유부 김밥(4,800원), 매운 통계란 유부 김밥(4,800원), 우동(6,000원), 새우튀김 우동(7,000원)"
스시키요이,서울 광진구 자양로 46 1층 102호,4.4,"키요이 초밥 (14pcs)(21,000원), 계란 (2pcs)(2,000원), 유부 (2pcs)(2,000원), 새우 (2pcs)(3,000원), 광어 (2pcs)(4,000원), 연어 (2pcs)(4,000원)"
미아리우동집,서울 광진구 아차산로29길 67 1층,3.8,"김밥(4,000원), 비빔밥(9,000원), 잔치국수(8,000원), 쫄면(8,000원), 열무국수(9,000원), 참치김밥(5,000원), 매운 소고기 김밥(5,000원), 우동(7,000원), 얼큰우동(8,000원), 육개국밥(9,000원), 칼만둣국(9,500원), 비빔국수(8,000원), 육개우동(8,500원), 갈비만두(5,000원), 새우만두(5,000원), 콜라 355mL(2,000원), 사이다 355mL(2,000원)"
유미카츠 구의광장점,서울 광진구 아차산로 463 신선빌딩 1층,3.0,"[돈가스] 유미 카츠(11,500원), [모짜렐라] 치즈 카츠(13,900원), 떡볶 카츠(13,600원), 카츠 카레(12,900원), 유미 돈쫄(13,600원), 모둠 카츠(15,900원), 안심카츠(14,500원), 유미소바(9,600원), 유미 쫄면(8,900원), [통통 새우 3마리]새우 카레 카츠(12,900원), [순살치킨]치킨 카레 카츠(12,900원), 유미우동(9,600원), 로제 파스타 카츠(14,600원), 유미카츠정식 A(13,500원), 유미카츠정식 B(13,500원), 카레카츠정식 A(14,500원), 카츠카레정식 B(14,500원), 유미 떡볶이(7,600원), 미니 우동(4,000원), 미니 소바(4,000원), 카레 추가(3,900원), 치즈카츠2p 추가(6,000원), 새우 튀김2p(4,500원), 치킨 가라아게5p(5,000원), 밥 추가(1,000원), 양배추추가(1,000원), 돈가스소스(500원), 코카콜라 355mL(2,000원), 코카콜라제로 355mL(2,000원), 스프라이트 355mL(2,000원)"
멘지 건대점,서울 광진구 능동로13길 15 2층,3.6,"토리파이탄(10,000원), 카라파이탄(10,500원), 바질아지헨 파이탄(10,500원), 토리소유(10,000원), 토리시오(10,000원)"
정직유부 중곡역점,서울 광진구 능동로 400,3.0,"정직유부4p(5,000원), 참치마요유부4p(6,100원), 볶음김치유부4p(6,100원), （100%한돈）불고기유부4p(6,100원), （프리미엄）크래미와사마요유부4p(6,100원), （BEST）정직우동(5,500원), 재구매1위）시그니처8종도시락(13,500원), [1인] 혼밥정식（유부초밥3P＋면1）(9,300원), [1인] 혼밥정식（반반유부4P＋면1）(11,600원), [1인] 떡볶이 찍먹세트(9,100원), （반반도시락） 유부2P＋유부2P(6,100원), （유부찍먹）정직우볶이（Half）(4,500원), [모둠] 떡볶이 찍먹 2인세트(20,700원), （프리미엄）감태 유부초밥(5,900원), （한정판매）에그유부4p(6,100원), （닭다리살）닭갈비유부4p(6,100원), （청양고추송송）매콤참치유부4p(5,900원), [신메뉴](닭칼국수st)닭곰탕우동(6,700원), 정직냉모밀（정직 ver.모밀국수, 메밀소바）(7,000원), （초계국수st）참깨두계면(6,700원), （속풀이해장） 순두부우동(6,700원), （맛집랭킹）얼큰우동(5,700원), （매운맛UP）The얼큰우동(6,000원), 삼겹비빔면(5,700원), 정직우볶이（JUMBO）(8,200원), 참치마요 토핑(900원), 볶음김치 토핑(900원), 불고기 토핑(900원), 크래미와사마요 토핑(900원), 에그마요 토핑(900원)"
638데노탄탄면,서울 광진구 능동로13길 81-1 1층,4.7,"탄탄멘(시루나시)(9,000원), 라멘 나가사키(10,000원), 나가사키 레드(10,000원), 히야시 아부라 소바(9,000원), 나고야풍 마제멘(9,000원)"
아도겐,서울 광진구 능동로36길 22 1층,5.0,"숯불 꼬치구이8종(22,000원), 황제 계란탕(14,000원), 숯불 꼬치구이5종(14,000원), 스지나베(26,000원), 명품오뎅나베(17,000원), 돈까스나베(20,000원), 나가사키짬뽕탕(19,000원), 얼큰짬뽕탕(19,000원), 스키야끼(20,000원), 누룽지오뎅탕(19,000원), 유린기(19,000원), 치킨가라아게(17,000원), 돈까스(17,000원), 생선가스(16,000원), 치킨데리야끼(19,000원), 감자고로케(15,000원), 새우깡(14,000원), 모듬소세지(17,000원), 오꼬노미야끼(17,000원), 생연어사시미(22,000원)"
정성카츠 광진점,서울 광진구 뚝섬로 657 1층,5.0,"로스카츠 정식(12,900원), 김치치즈나베(13,900원), 정성모듬카츠 정식(13,900원), 왕돈까스 정식(13,900원), 경양식왕돈까스 정식(13,900원), 치즈듬뿍카츠 정식(13,900원), 로스+히레카츠 정식(12,900원), 우동+카츠단품(12,500원), 카츠정식&모밀세트(20,400원), 규동(9,500원), 히레카츠 정식(12,900원), 고구마치즈카츠 정식(14,900원), 갈릭 치폴레카츠 정식(13,900원), 고구마치즈(2p)+치즈카츠(2p) 정식(14,400원), [辛]매운돈까스정식(13,900원), 트리플 모듬카츠 정식(14,900원), 치즈듬뿍카츠(2p)(6,900원), 치즈듬뿍카츠(4p)(10,900원), 고구마치즈카츠(2p)(7,400원), 고구마치즈카츠(4p)(11,900원), 로스카츠미니(5,900원), 로스카츠(9,900원), 히레카츠(4p)(6,900원), 히레카츠(8p)(10,900원), 살얼음냉모밀+카츠단품(13,500원), 쫄면or비빔만두+카츠단품(12,500원), 카츠정식&우동세트(19,400원), 카츠정식&쫄면or비빔만두세트(19,400원), 새우튀김우동(8,900원), 살얼음 냉모밀(7,900원)"
만탄,서울 광진구 군자로7길 3 1층 102호,5.0,"만탄모츠나베(22,800원), 사심이 가득 연어사시미(18,800원), 만땅 가라아게(12,800원), D.U.F 나폴리탄 파스타(12,800원), 본격!/ 얼얼! 마파두부(14,800원), 소고기 타다끼(14,800원), 돌아온 부타노 가쿠니(15,800원), OG 챠항(8,800원), 교자만땅(8,800원), 국가재난급 치킨난반(8,800원), 명란 아보아게(7,800원), 계절 사라다(5,800원), 만탄마라나베(20,800원), 오뎅모리(12,800원), 햄-치즈카츠(12,800원)"
건대우동집 어린이대공원점,서울 광진구 광나루로 386 하이뷰오피스텔 102호,3.4,"우동 곱빼기(6,000원), 어묵우동 곱빼기(7,000원), 얼큰우동 곱빼기(6,500원), 얼큰어묵우동 곱빼기(7,500원), 비빔국수 곱빼기(7,000원), 쫄면 곱빼기(7,000원), 열무국수 곱빼기(7,500원), 비밤밥 곱빼기(7,000원), 잔치국수 곱빼기(6,500원), 콩국수 곱빼기(8,000원), 냉모밀 곱빼기(7,500원), 수제돈까스(9,000원), 치즈돈까스(9,000원), 비밤밥(7,000원), 제육덮밥(8,000원), 국물떡볶이(5,500원), 야채튀김(3,000원), 야끼만두 (4개)(3,000원), 김말이튀김 (1개)(900원)"
우동가조쿠 건대점,서울 광진구 광나루로 416,5.0,
미식가참치 자양점,서울 광진구 뚝섬로 669 1층,4.2,
가현스시,서울 광진구 광나루로36길 21 1층,4.5,"모듬초밥（6pc）(12,000원), 새우튀김 （10pc）(18,000원), 콜라 355mL(2,000원), 사이다 355mL(2,000원)"
츠나토리,서울 광진구 동일로24길 61,4.3,"쯔쿠네(4,600원), 계란구이(2,500원), 소시지(2,300원), 부채살(4,200원), 돼지목살(2,400원), 날개(2,700원), 무릎연골(2,400원), 가슴연골(2,400원), 허벅지(2,400원), 껍질(2,400원), 네기마(2,400원), 엉덩이(2,100원), 가슴살(2,000원), 닭목살(1,900원), 모래집(1,700원), 염통(1,600원), 명란계란탕(2,800원), 돼지소보로밥(5,500원), 닛신라오컵라면(7,000원), 아스파삼겹말이(3,500원), 토마토삼겹말이(3,500원), 모찌삼겹말이(3,200원), 팽이삼겹말이(3,000원), 옥수수(2,300원), 양송이(2,100원), 은행(1,600원), 마늘(1,600원), 시샤모(3,200원), 명란(4,600원), 새우(2,100원), 관자(2,600원)"
멘츠루 어린이대공원점,서울 광진구 광나루로 394 1층,3.9,"매운쇼유라멘(해장라멘)(10,500원), 모츠라멘(소곱창라멘)(14,500원), 쇼유라멘(10,000원), 시오라멘(10,000원), 토리파이탄(11,000원), 아부라소바(비빔라멘)(12,000원), 호르몬동(대창덮밥)(15,000원), 규동(10,000원), 수제 가라아게(7,000원)"
악당,서울 광진구 동일로24길 23 1층,4.0,"사시미 모리아와세 2인(58,000원), 숙성 연어(48,000원), 사바보우즈시(25,000원)"
호츠,서울 광진구 아차산로25길 7 1층,4.6,"쿠시가츠(1,500원)"
