상호,주소,별점,메뉴
삼거리양꼬치,서울 광진구 구의로 71 1층,5.0,"삼거리양꼬치(10꼬치)(13,000원), 막차꼬치구이(10꼬치)(15,000원), 소고기갈비살꼬치(10꼬치)(13,000원), 막창꼬치구이(6꼬치)(13,000원), 새우꼬치(10,000원), A세트(40,000원), B세트(38,000원), 꿔보러우(15,000원), 지삼선(13,000원), 물만두(6,000원), 양고급갈비(25,000원), 향라육사(13,000원), 어향육사(13,000원), 건두부볶음(12,000원), 계란토마토(12,000원), 온면(6,000원), 훈둔(6,000원), 냉면(6,000원), 볶음밥(6,000원), 꽃빵(6,000원)"
차이797 플러스 건대스타시티점,서울 광진구 아차산로 272 더샵스타시티 지하1층,2.7,"토종양파 삼선짜장면(8,800원), 호두꿀 크림 중새우 (소)(29,000원), 토종마늘 볶음밥(10,500원), 어향가지 덮밥(13,000원), 유린기(27,000원)"
백리향,서울 광진구 자양로13길 63 1층,5.0,"유니짜장면(7,000원), 우동(8,000원), 울면(8,000원), 간짜장(2인이상)(8,000원), 짬뽕(8,000원), 쟁반짜장(8,000원), 짬짜면(8,000원), 짬뽕밥(9,000원), 볶음밥(9,000원), 오므라이스(9,000원), 볶짜면(9,000원), 볶짬면(9,000원), 삼선우동(12,000원), 삼선울면(12,000원), 삼선간짜장(12,000원), 삼선짬뽕(12,000원), 잠채밥(10,000원), 잡탕밥(13,000원), 탕수육(22,000원), 팔보채(25,000원)"
영각,서울 광진구 면목로 56 1층,3.4,"짬뽕(7,500원), 간짜장(7,000원), 짜장면(6,000원), 해물 특밥(9,000원), 영각 전 메뉴(0원)"
중국성,서울 광진구 능동로3길 48 1층,5.0,
500원참숯양꼬치 중곡점,서울 광진구 영화사로 54-1 1층,2.2,"SET B(42,000원), （추천）옥수수온면（1인분）(7,000원), （추천）물만두（1인분）(7,000원), （추천）가지볶음밥（1인분）(7,000원), （추천）계란볶음밥(7,000원), （추천）마라탕(7,000원), （추천）신라면(4,000원), （추천）마라쑈룽샤（麻辣小龙虾）(35,000원), （추천）꿔바로우（锅包肉）(17,000원), （추천）지삼선（地三鲜）(14,000원), （추천）마파두부（麻）(14,000원), （추천）오이건두부(12,000원), （추천）고급양갈비(30,000원), （추천）양꼬치(14,000원), （추천）양갈비살(16,000원), （추천）마라갈비(16,000원), （추천）마라양꼬치(16,000원), （추천）새우꼬치(14,000원), （추천）소세지구이(6,000원), （추천）부추구이(6,000원)"
윤호네양꼬치,서울 광진구 자양로13길 84 1층,5.0,"양념양꼬치(12,000원), 생양꼬치(12,000원), 닭심장(10,000원), 마라탕(12,000원), 찹쌀순대(10,000원)"
판쿠 마라탕,서울 광진구 자양로15길 67 1층 101호,4.5,"::셀프 마라탕::(1,800원), 판쿠 대표 마라향궈（麻辣香锅）(15,900원), 꿔바로우（锅包肉）(12,000원), 향라육슬 볶음（香辣肉丝）(18,000원), 계란토마토 볶음（木须柿子）(15,000원), 지삼선（地三鲜）(19,000원), 마파두부 볶음（麻辣豆腐）(15,000원), 부추계란 볶음（韭菜鸡蛋）(15,000원), 우육면 (牛肉面)(9,900원), 육즙 샤오룽빠오 8p(9,000원), 마파두부 덮밥（麻辣豆腐盖饭）(9,000원), 계란토마토 덮밥（木须柿子盖饭）(9,000원), 훈둔（馄饨）(9,000원), 판쿠 대표 마라탕(9,900원), ::셀프 마라향궈::(1,800원), 즈란양고기 볶음（孜然羊肉）(19,000원), 즈란소고기 볶음（孜然牛肉）(19,000원), 닭똥집 볶음 (炒鸡胗)(18,000원), 어향육슬 볶음（鱼香肉丝）(18,000원), 건두부 볶음（尖椒干豆腐）(15,000원), 강낭콩 볶음（烧豆角）(17,000원), 감자채볶음（炒土豆丝）(15,000원), 목이버섯배추볶음（木耳炒白菜）(15,000원), 카스(5,000원), 칭따오(6,000원), 참이슬 후레쉬(5,000원), 참이슬 오리지널(5,000원), 설원 小(13,000원), 설원 大(24,000원), 컵술-口杯(4,500원)"
건륭,서울 광진구 자양로 73,4.0,"차돌박이짬뽕(12,000원), 고기짬뽕(9,500원), 탕수육(20,000원), 삼선짜장(9,000원), 고추잡채밥(10,000원), 속풀이짬뽕(9,000원), 탕짬면(10,000원), 깐쇼짜(11,000원), 탕수육싱글set(19,000원), 짜장면(7,000원), 짬뽕(8,000원), 새우볶음밥(10,000원), 짬뽕밥(9,000원), 삼선짬뽕밥(13,000원), 찹쌀탕수육(22,000원), 수제비짬뽕밥(9,000원), 굴짬뽕(10,000원), 홍굴이짬뽕(12,000원), 짬짜면(8,500원), 볶짬면(9,000원), 볶짜면(9,000원), 탕짜면(10,000원), 탕볶밥(10,000원), 깐풍볶(10,000원), 깐풍짜(10,000원), 깐풍짬(10,000원), 깐쇼짬(11,000원), 깐쇼볶(11,000원), 0번（찹쌀탕수육＋짜장2）(27,000원), 1번（찹쌀탕수육＋짜장＋짬뽕）(28,000원)"
메이 중곡점,서울 광진구 천호대로125길 5 1층,3.8,"탕짜면(11,000원), 탕짬면(12,000원), 탕볶밥(12,000원), 탕수육＋짜장 1(21,000원), 볶음밥(8,000원), 제육덮밥(10,000원), 짜장면(7,000원), 짬뽕(9,000원), 간짜장(9,000원), 군만두(5,000원), 불삼선짬뽕(13,000원), 중국냉면(11,000원), 콩국수(9,000원), 물냉면(9,000원), 비빔냉면(9,000원), 냉짬뽕(11,000원), 짬짜면(10,000원), 짬간면(12,000원), 볶짜면(11,000원), 볶간면(12,000원), 볶짬면(11,000원), 탕간면(12,000원), 깐풍（기）짜면(13,000원), 깐풍（기）짬면(14,000원), 깐풍（기）간면(14,000원), 깐풍（기）볶밥(15,000원), 크림（새우）짜면(14,000원), 크림（새우）짬면(15,000원), 크림（새우）간면(15,000원), 크림（새우）볶밥(15,000원)"
란주천면관,서울 광진구 동일로18길 32 1층,3.8,"성젠바오(10,000원), 어향육술덮밥(8,000원), 계란볶음밥(8,000원), 파두부덮밥(8,000원), 김치볶음밥(8,000원), 삼겹삼덮밥(8,000원), 만두(7,000원), 건두부고추볶음(12,000원), 두부볶음(14,000원), 김치불고기(40,000원), 동두부양배추찜(15,000원), 계란토마토볶음(14,000원), 소고기토마토볶음(20,000원)"
연변진미냉면왕양꼬치 본점,"서울 광진구 동일로18길 48 1,2층",5.0,"냉면 冷面(10,000원), 향라볶음밥 香辣肉丝饭(9,000원), 물만두 水饺(9,000원), 철판소고기 铁板牛肉(22,000원), 향라육슬 香辣肉丝(22,000원), 농가찜 农家一锅出(25,000원), 양깃머리무침 辣拌肚领(23,000원), 도라지명태무침 明太鱼拌桔梗(18,000원), 로깐마가지 老干妈茄子(22,000원), 마라가재 麻辣小龙虾(35,000원), 생양꼬치 生羊肉串(16,000원), 양념양꼬치 调味羊肉串(16,000원), 양삼겹살 羊五花肉串(19,000원), 소고기꼬치 牛肉串(22,000원), 닭날개꼬치 鸡翅串(16,000원), 양갈비살꼬치 羊排肉串(22,000원), 왕새우꼬치 大虾串(22,000원), 등갈비 3대 羊脊排串(35,000원), 고금냉면 高级冷面(14,000원), 냉면모 冷面帽(20,000원), 계란볶음밥 鸡蛋炒饭(8,000원), 소고기볶음밥 牛肉炒饭(9,000원), 가지볶음밥 茄子炒饭(8,000원), 된장국 酱汤(7,000원), 마라탕 麻辣烫(16,000원), 마라샹궈 麻辣香锅(20,000원), 공기밥 米饭(1,000원), 쯔란소고기 孜然牛肉(22,000원), 소양볶음 辣炒毛肚(20,000원), 돌판소배필 石板肚皮肉(23,000원)"
짬뽕가온 구의점,서울 광진구 아차산로 461 1층,4.7,"짜장면(7,500원), 짬뽕(9,500원), 탕수육(17,000원)"
호재래양꼬치,서울 광진구 능동로35길 28 2층,4.6,"양꼬치구이(1인분)(14,000원), 신갈구이(1인분)(14,000원), 양갈비(1인분)(25,000원), 사천샤브샤브(50,000원), 양고기전골(40,000원)"
원조강뚝꼬치구이전문점 건대점,서울 광진구 동일로18길 10 상가 1층 101~106호,5.0,"양꼬치(1,600원)"
라와마라탕 건대점,서울 광진구 아차산로33길 51-4 2층,3.8,"마라탕(10,000원), 마라샹궈(16,000원), 꿔바로우(소)(14,000원), 꿔바로우(대)(23,000원), 마라새우(소)(15,000원), 마라새우(대)(29,000원), 쏸라펀(10,000원), 새우볶음밥(7,000원), 물만두(7,000원), 꽃빵(3,000원), 미니전(2,000원), 공기밥(1,000원)"
군자교,서울 광진구 군자로 140,3.2,"세트1(22,500원), 짜장(6,000원), 간짜장(7,000원), 해물간짜장(9,000원), 해물쟁반짜장(2인)(17,000원), 홍합짬뽕(7,000원), 해물짬뽕(10,000원), 해물고추짬뽕(10,000원), 해물우동(10,000원), 나가사끼짬뽕(10,000원), 짜장밥(7,000원), 볶음밥(7,000원), 해물볶음밥(9,000원), 돈까스짜장덮밥(8,500원), 홍합짬뽕밥(7,500원), 해물짬뽕밥(10,500원), 잡채밥(8,500원), 마파두부밥(7,500원), 잡탕밥(11,500원), 유산슬밥(11,500원), 찹쌀탕수육(소)(15,000원), 사천탕수육(소)(17,000원), 깐풍기(소)(15,000원), 유린기(20,000원), 중새우요리(칠리,깐풍,크림)(21,000원), 깐쇼새우(소)(15,000원), 깐풍새우(소)(15,000원), 크림새우(소)(15,000원), 양장피(대)(27,000원), 팔보채(27,000원), 유산슬(27,000원), 고추잡채(빵)(20,000원), 깐풍육(소)(115,000원), 마파두부(15,000원), 군만두(5,000원), 물만두(5,000원)"
홍콩반점0410 아차산역점,서울 광진구 천호대로129길 48 승윤빌딩 1층,3.2,"[NEW]깐풍새우(20,900원), 탕수육（1박스）（소스 별도포장）(17,800원), 고기고기 세트(15,500원), [1인분]알찬 미니탕수육 세트(21,800원), 쟁반짜장2인+미니탕수육 세트(29,800원), [2000원 인하] 2인세트(33,300원), 짜장면(7,000원), 짬뽕（면 별도포장）(8,800원), 고기짜장(9,000원), 짜장밥（국물제공）(9,500원), 요리세트(28,400원), [2000원 인하] 쟁반짜장세트(36,300원), [쫀득쫀득] 꿔바로우(19,900원), [매콤달콤] 깐풍기(19,900원), 백짬뽕(9,900원), 치킨반반탕슉(18,900원), 고추짜장(8,500원), 고추짬뽕（면 별도포장）(9,900원), 고기짬뽕 （면 별도포장）(10,500원), 짬뽕밥（밥 별도포장）(8,800원), 고추짬뽕밥（밥 별도포장）(9,900원), 고기짬뽕밥 （밥 별도포장）(10,500원), 단팥춘권(3,000원), 해쉬브라운（감자튀김）_소스X(2,500원), 탕수육（1박스＋1박스）（소스 별도포장）(27,800원), 해물육교자(7,000원), 군만두(6,000원), 연유꽃빵(5,000원), 멘보샤（중국식 새우토스트）(9,900원), 계란프라이(900원)"
서이양꼬치 군자점,서울 광진구 능동로36길 9 2층,4.4,"마라탕(10,000원), 마라양꼬치(18,000원), 고급양갈비(28,000원), 양꼬치(15,000원), 궈보러우(12,000원), 마파두부(10,000원), 가지볶음(12,000원), 크림새우(15,000원), 소갈비살꼬치(18,000원), 무뼈닭발(15,000원), 토마토계란볶음(10,000원), 매운바지락볶음(12,000원), 계란볶음밥(7,000원)"
금문,서울 광진구 자양로 93 2층,3.5,"탕수육 (미니)(10,000원), 짜장면(5,000원), 우동(5,500원), 짬뽕(5,500원), 볶음밥(6,000원), 양장피 (소)(15,000원), 찹쌀탕수육 (중)(20,000원)"
유미마라탕 군자점,서울 광진구 능동로35길 35 1층,4.3,"마라탕(100g)(1,700원), 마라샹궈(100g)(3,000원), 야채쌀국수(9,000원), 게살쌀국수(9,000원), 양고기쌀국수(10,000원)"
명월숯불양꼬치,서울 광진구 자양로 263 1층,4.3,"양장피(22,000원), 깐풍육(22,000원), 깐쇼새우(25,000원), 깐풍새우(25,000원), 팔보채(25,000원), 깐풍기(22,000원), 고추잡채(22,000원), 유산슬(25,000원), 누룽지탕(20,000원), 탕짬면(10,000원), 삼선술국(20,000원), 탕짜면(10,000원), 탕볶밥(10,000원), 탕수육(18,000원), 꿔바로우(18,000원), 사천탕수육(20,000원), 건두부볶음(14,000원), 마파두부(14,000원), 지삼선(16,000원), 경장육슬(19,000원), 당면잡채(19,000원), 군만두(7,000원), 물만두(7,000원), 삼선차돌짬뽕(13,000원), 삼선짬뽕(11,000원), 삼선매운짬뽕(11,000원), 삼선우동(11,000원), 양갈비살 (10개)(20,000원), 양꼬치 (10개)(16,000원), 양고급갈비 (3개)(32,000원), 짜장면(7,000원), 짬뽕(8,000원), 우동(8,000원), 쟁반짜장(9,000원), 볶음밥(8,000원), 짬뽕밥(8,000원), 잡채밥(9,000원), 제육덮밥(9,000원), 오징어덮밥(9,000원), 육개장(9,000원), 마파밥(9,000원), 고추덮밥(10,000원), 송이덮밥(10,000원), 새우볶음밥(11,000원), 삼선짬뽕밥(11,000원), 삼선매운짬뽕밥(11,000원), 삼선차돌짬뽕밥(13,000원), 잡탕밥(13,000원)"
매화양,서울 광진구 동일로20길 106 2층,1.8,"숯불꼬치구이 무한리필 (1인)(14,800원)"
도야짬뽕 중곡점,서울 광진구 면목로 163 1층,3.7,"짜장+미니탕수육(19,900원), 짬뽕+미니탕수육(21,900원), 짜장+짜장+미니탕수육(28,000원), 짜장+짬뽕+미니탕수육(29,900원), 도야짜장면(8,000원), 도야짬뽕(10,000원), 소고기짬뽕(12,000원), 해물짬뽕(12,000원), 크림짬뽕(12,000원), 찹쌀탕수육(13,000원), 후기사이드(100원), 볶음밥+미니탕수육(21,500원), 불고기잡채+미니탕수육(24,000원), 짬뽕+짬뽕+미니탕수육(31,900원), 해물쟁반짜장+미니탕수육(33,000원), 해물쟁반짬뽕+미니탕수육(35,000원), 짜장+짜장+군만두8p(22,000원), 짜장+짬뽕+군만두8p(23,500원), 짬뽕+짬뽕+군만두8p(26,000원), 해물쟁반짜장+군만두8p(28,000원), 해물쟁반짬뽕+군만두8p(30,000원), 해물쟁반짜장(21,000원), 고추짜장(9,000원), 도야 간짜장(10,000원), 수제비짬뽕(12,000원), 고추짬뽕(12,000원), 해물백짬뽕(12,000원), 순두부짬뽕(12,000원), 마라짬뽕(12,000원), 마라크림 짬뽕(13,500원)"
양가,서울 광진구 구의로 15 1층 101호,5.0,"짜장면(7,000원), 고추짜장(8,000원), 해물짬뽕(10,000원), 소고기짬뽕(11,000원), 사천탕면(10,000원), 해물우동(10,000원), 새우볶음밥(8,000원), 소고기볶음밥(9,000원), 유린기(소)(22,000원), 깐풍기(소)(20,000원), 팔보채(32,000원), 양장피(32,000원), 잡탕밥(12,000원), 등심탕수육(미니)(12,000원), 사천탕수육(소)(20,000원), 중새우요리(소)(22,000원), 군만두(4,000원), 잡채밥(10,000원), 중화덮밥(10,000원), 소고기숙주볶음(20,000원)"
춘리마라탕 어린이대공원점,서울 광진구 광나루로 374 2층,2.1,"대한민국 대표 마라탕(9,900원), 셀프 마라탕（9,900원부터 주문가능）(900원), 불맛 일품 마라샹궈(15,900원), 셀프 마라샹궈（15,900원부터 주문가능）(900원), 꿔바로우(6,900원), 양저우볶음밥(7,900원), 펩시콜라 355mL(2,000원), 탐스 제로（파인애플） 355mL(2,000원), 사이다 355mL(2,000원), 빙홍차 500mL(3,000원), 립톤아이스티복숭아355mL(2,000원), 제로 콜라 355mL(펩시)(2,000원)"
고향반점,서울 광진구 동일로18길 61 2층,5.0,"탕수육（锅包肉）(18,000원), 향라소고기무침（香辣牛肉絲）(20,000원), 마라육편（돼지등심＋야채）（水煮肉片）(22,000원), 고추소고기（牛肉炒尖椒）(20,000원), 김치볶음밥（辣白菜炒饭）(5,000원), 마라기름면（麻辣油面）(8,000원), 마라탕（麻辣烫）(15,000원), 마라룽샤（麻辣籠暇）(20,000원), 마라새우（麻辣大蝦）(22,000원), 경장육슬（京酱肉丝）(18,000원), 어향육슬（鱼香肉丝）(18,000원), 마라두부（麻辣豆腐）(10,000원), 매운닭발（辣炒鸡爪）(16,000원), 지삼선（地三鲜）(16,000원), 매운닭똥집（辣炒鸡胗）(15,000원), 계란토마토（木须柿子）(15,000원), 대파양고기（蔥爆羊肉）(20,000원), 계란볶음밥（蛋炒飯）(5,000원), 설원（雪原） 소（250mL）(15,000원), 설원（雪原）  대（450mL）(22,000원), 노주탄（老酒坛） 소（250mL）(12,000원), 노주탄 （老酒坛）대（500mL）(20,000원), 연태고냥（烟台古酿）소(10,000원), 연태고냥（烟台古酿）중(18,000원), 연태고냥（烟台古酿） 大(38,000원), 청도맥주（青岛啤酒）(6,000원), 카스（韩国烧酒）(4,000원), 처음처럼（韩国烧酒）(4,000원), 참이슬 후레쉬（韩国烧酒）(4,000원), 참이슬 오리지날（韩国烧酒）(4,000원)"
한남성 왕꼬치,서울 광진구 동일로18길 67,5.0,"계란볶음밥(8,000원), 계란비빔밥(8,000원), 가지볶음밥(8,000원), 냉면(8,000원), 양갈비살(19,000원), 소갈비살(19,000원), 마라양갈비살(20,000원), 마라소갈비살(20,000원)"
서하짬뽕,서울 광진구 광나루로22길 7 1층,3.8,"짜장(5,000원), 간짜장(8,000원), 삼선짜장(10,000원), 매운짜장(9,000원), 쟁반짜장(9,000원), 짬뽕(8,000원), 볶음짬뽕(10,000원), 삼선짬뽕(11,000원), 고추짬뽕(11,000원), 차돌짬뽕(12,000원), 짬뽕밥(9,000원), 볶음밥(8,000원), 삼선볶음밥(11,000원), 잡채밥(10,000원), 고추덮밥(11,000원), 유산슬밥(13,000원), 잡탕밥(15,000원), 짬짜(9,000원), 볶짜(10,000원), 볶짬(10,000원), 탕짜(11,000원), 탕짬(11,000원), 탕볶(11,000원), 탕수육(소)(19,000원), 탕수육+짜장or짬뽕or볶음밥(17,500원), 깐쇼새우+짜장or짬뽕or볶음밥(19,500원), 깐풍기+짜장or짬뽕or볶음밥(19,500원)"
화성기무한리필샤브샤브,서울 광진구 아차산로29길 44 2층,4.5,"샤브샤브(1인)(20,000원), 마라탕(100g)(1,600원), 마라샹궈(100g)(3,000원), 꿔버러우(15,000원), 가지만두튀김(15,000원), 지삼선(15,000원)"
중국성 광진구의점,서울 광진구 뚝섬로 741 지하1층,4.0,자장면(0원)
마라대국 건대점,서울 광진구 군자로 96,0.0,"마라대국 셀프마라탕(2,000원), 가성비짱 마라탕(11,500원), 셀프 마라향궈（15000원이상부터 조리가능）(4,000원), 1인 마라탕세트(16,900원), 꿔바로우锅包肉(12,900원), 계란볶음밥 蛋炒饭(7,900원), 판매 1위! 마라향궈(16,900원), 커플 홈파티 세트(32,000원), 2~3인 마라탕 세트(30,000원), 커플 세트(32,000원), 연유 꽃빵튀김 炸花卷(4,000원), 공기밥 米饭(1,000원), 차파이 500mL(3,000원), 빙탕쉐리 500mL(3,000원), 빙홍차 500mL(3,000원), 사이다 355mL(2,000원), 콜라 355mL(2,000원)"
해곤선생,서울 광진구 긴고랑로7길 15 103호,4.6,등심탕수육(변동가격)
호운래,서울 광진구 동일로18길 47 1층,4.1,"양갈비(15,000원), 양꼬치(12,000원), 소꼬치(15,000원), 소심줄(12,000원), 닭날개(6,000원)"
사거리양꼬치,서울 광진구 자양로42길 2 1층,4.8,"SET A(51,000원), 양꼬치(17,000원), 소갈비살꼬치(20,000원), 마라룽샤꼬리(23,000원), 마파두부(14,000원), SET B(51,000원), 양갈비살꼬치(20,000원), 새우꼬치(14,000원), 마라탕(11,000원), 향라대하(21,000원), 꿔보러우(17,000원), 향라육사(18,000원), 지삼선(17,000원), 건두부볶음(14,000원), 토마토계란볶음(14,000원), 마라샹궈(20,000원), 물만두(8,000원), 훈둔(8,000원), 연유꽃빵(8,000원), 옥수수온면(8,000원), 가지볶음밥(8,000원), 계란야채볶음밥(8,000원), 멘보샤(10,000원)"
홍콩동화각,서울 광진구 광장로 83 1층 101호,3.3,"1인셋트 탕수육＋짜장1(20,000원), 탕수육셋트 탕수육＋짜장2(24,000원), 쟁반짜장셋트 탕수육＋쟁반짜장2(27,000원), 짜장면(7,000원), 짬뽕(8,000원), 간짜장(9,000원), 쟁반짜장(10,000원), 볶음밥(9,000원), 짬뽕밥(9,500원), 탕수육(23,000원), 깐풍기셋트 깐풍기＋짜장2(33,000원), 양장피 셋트 양장피＋짜장2(34,000원), 팔보채셋트 팔보채＋짜장2(37,000원), 유산슬셋트 유산슬＋짜장2(37,000원), 우동(9,000원), 울면(10,000원), 볶음짬뽕(11,000원), 기스면(12,000원), 유니짜장(12,000원), 사천짜장(12,000원), 삼선간짜짱(13,000원), 삼선짬뽕(13,000원), 삼선고추짬뽕(13,000원), 삼선하얀짬뽕(13,000원), 특짬뽕(13,000원), 차돌짬뽕(13,000원), 삼선우동(13,000원), 굴짬뽕(11,000원), 굴우동(11,000원), 군만두(7,000원)"
북경루,서울 광진구 구의로 73,4.8,"자장면(0원), 짬뽕(0원)"
전설의짬뽕,서울 광진구 아차산로34길 5-3 1층,3.2,"소고기짬뽕(12,000원), 미니탕수육(12,000원), 짜장면(8,000원), 쟁반짜장(10,000원), 삼선간짜장(12,000원), 해물우동(10,000원), 홍합해물짬뽕(10,000원), 전복짬뽕(15,000원), 소고기덮밥(12,000원), 새우볶음밥(12,000원), 고기 짬뽕(11,000원), 삼선짬뽕(12,000원), 생굴짬뽕(12,000원), 통오징어해물짬뽕(14,000원), 모듬해물쟁반짜장(25,000원), 모듬해물볶음짬뽕(25,000원), 짜장밥(9,000원), 짬뽕밥(10,500원), 잡채밥(10,000원), 게살볶음밥(10,000원), 철판만두(6,000원), 찹쌀탕수육(17,000원), 사천탕수육(20,000원), 깐풍기(35,000원), 양장피(35,000원), 팔보채(38,000원), 깐쇼중새우(35,000원), 삼선술국(16,000원), Set 1. 탕수육+짜장2(25,000원), Set 2. 탕수육+짜장1+짬뽕1(27,000원)"
샹츠마라 구의직영점,서울 광진구 자양로18길 5,4.3,"샹츠대표마라탕(12,900원), 황금볶음밥 [엄마손길](7,900원), (15%할인) 불맛일품 마라샹궈(19,900원), (제일 자신있는 메인 메뉴)등심 찹쌀 꿔바로우(8,900원), (주방장적극추천하는 메뉴) 셀프마라샹궈(1,900원), 로제듬뿍 마라샹궈(소고기서비스)(21,900원), (세트1번) 마라탕세트(21,900원), (세트2번)셀프마라탕 세트(21,900원), (세트3번) 볶음밥 세트(19,900원), (혼밥/점심/저녁/야식/인기) 달콤크림통큰새우(13,900원), (주문/폭주)셀프 마라탕(9900원 이상 주문가능)(1,900원), (3,000원할인가) 짜장맛 마라샹궈(소고기서비스)(21,900원), (세트A) 마라샹궈 세트(고기X)(28,800원), (제발 한번만 드셔보세요) 명품 볶음밥(7,900원), (혼밥/점심/저녁/야식/안주) 매콤깐풍통큰새우(13,900원), 유토우튀김 [샹궈추천](4,500원), 꽃빵튀김 (한잔두잔 생각나는 메뉴)(3,500원), 바사삭 군만두（간장포함）(4,500원), [ 코카콜라 제로 ] 355mL(2,000원), [ 코카콜라 ] 355mL(2,000원), [스프라이트 ] 355mL(2,000원), [ 빙홍차 ] 490mL(3,000원), 연태고량주 （소） 125mL(12,000원), 연태고량주 （중） 250mL(20,000원), 처음처럼(3,000원), 참이슬 후레쉬(3,000원), 카스 500mL(4,000원), 칭따오 640mL(6,000원), 테라 500mL(4,000원), 하얼빈 500mL(6,000원)"
사천왕,서울 광진구 아차산로51길 8 1층,4.0,"짜장면(7,500원), 짬뽕(9,000원), 삼선우동(13,000원), 볶음밥(9,500원), 해물덮밥(14,000원), 탕수육(중)(26,000원), 사천탕수육(소)(22,000원), 팔보채(중)(35,000원), 삼선짬뽕탕(24,000원), 짜장밥(9,500원), 잡채밥(10,500원), 삼선볶음밥(12,500원), 삼선고추짬뽕밥(13,500원), 삼선불짬뽕밥(13,500원), 간짜장(9,000원), 쟁반짜장(10,500원), 불쟁반짜장(11,000원), 볶음짬뽕(11,500원), 삼선짬뽕(12,500원), 삼선고추짬뽕(13,000원), 삼선불짬뽕(13,000원), 삼선간짜장(12,500원), 군만두(5P)(4,000원), 고추잡채(중)(29,000원)"
룽쟝족발덮밥,서울 광진구 아차산로32길 20 1층,5.0,"[[대표메뉴]] 족발덮밥(12,000원), [[대표메뉴]] 미니족발덮밥(14,000원), [[안주로최고]] 미니족(9,000원), [[추천꾹꾹]] 닭다리덮밥(12,000원), 곱창덮밥(14,000원), 고기 추가(6,000원), 닭다리(6,000원), 사장님 찐추천) 족발(36,000원), 곱창(6,000원), 루단(절임계란)(1,500원), 고기말이(1,500원), 유두부(튀김두부)(1,500원), 공기밥(1,500원), 매운고추소스(1,000원), 코카콜라 355mL(2,500원), 칠성사이다 355mL(2,500원), 환타  355mL(2,500원), 빙홍차 500mL(3,500원), 예즈(3,500원), 쏸메이탕(3,500원)"
옥문,서울 광진구 광나루로56길 63 프라임상가 지하1층 108호,3.8,"짜장면(7,000원), 짬뽕(8,000원), 간짜장(9,000원), 탕짜면(12,000원), 탕짬면(12,000원), 깐풍기(35,000원), 알뜰세트1（탕수육＋짜장2）(25,000원), 알뜰세트2（탕수육＋짬뽕2）(27,000원), 알뜰세트11（탕수육＋짜장1＋짬뽕1）(26,000원), 군만두(7,000원), 굴짬뽕(11,000원), 우동(9,000원), 울면(9,000원), 유니짜장(11,000원), 유슬짜장(11,000원), 삼선간짜장(11,000원), 사천짜장(11,000원), 기스면(12,000원), 옥문특면(11,000원), 삼선짬뽕(12,000원), 고추짬뽕(12,000원), 삼선우동(12,000원), 삼선울면(12,000원), 쟁반짜장(10,000원), 볶음짬뽕(11,000원), 차돌박이짬뽕(13,000원), 볶음밥(8,000원), 육개장(10,000원), 오므라이스(10,000원), 김치볶음밥(10,000원)"
홍콩,서울 광진구 영화사로 88,3.7,"짜장면(4,000원), 짬뽕(5,000원), 우동(6,000원), 짜장밥(6,000원), 탕수육(20,000원)"
천명꼬치구이,서울 광진구 동일로18길 26 1층,4.8,"마라양갈비[5ea](9,000원), 양꼬치[5ea](8,000원), 돼지껍데기+닭똥집(15,000원), 양갈비살(5ea)(9,000원), 소갈비살(5ea)(8,000원), 오돌뼈(5ea)(7,000원), 돼지심벤(10ea)(7,000원), 양콩팥(1ea)(6,000원), 건두부꼬치(10ea)(6,000원), 건두부말이(3ea)(6,000원), 돼지심장구이(13,000원), 닭날개구이(6개)(10,000원), 마늘가지구이(13,000원), 양깃머리무침(20,000원), 닭뼈볶음(15,000원), 마라바지락(20,000원), 지삼선(18,000원), 꿔바로우(소)(13,000원), 냉면(8,000원), 계란비빔밥(6,000원)"
짜장앤탕수육,서울 광진구 뚝섬로55길 39,2.9,"짜장면(5,000원), 짬뽕(6,000원), 탕수육 (소)(9,000원)"
양자강,서울 광진구 동일로60길 8,4.4,
추억의차우동짜장,서울 광진구 뚝섬로 472 1층,4.1,"우동(0원), 짜장면(0원)"
노산서도삭면,서울 광진구 동일로 164 2층 202호,5.0,"우육도삭면(8,900원), 짜장도삭면(8,900원), 짬뽕도삭면(8,900원), 곱창도삭면(9,800원), 족발도삭면(9,800원), 토마토계란도삭면(9,800원), 소고기도삭면볶음(11,000원), 족발도삭면볶음(11,000원), 곱창도삭면볶음(11,000원), 계란새우볶음밥(9,500원), 가지볶음밥(9,500원), 소고기볶음밥(9,500원), 꿔보러우(15,000원), 마파두부(13,000원), 계란토마토볶음(13,000원), 어향육스(15,000원), 향라새우(15,000원), 라즈지(닭)(15,000원), 지삼선(15,000원), 향라육스(고수)(15,000원)"
