상호,주소,별점,메뉴
92애비뉴,서울 광진구 아차산로 392 JNC센터 1층,0.0,
파스타이츠 중곡본점,서울 광진구 긴고랑로2길 42 1층,0.0,"Best） 봉골레 파스타(13,000원), Best） 명란 크림 파스타(13,000원), 아라비아따 파스타(12,000원), Best） 목살 필라프(11,000원), 포르치니버섯 크림 리조또(13,000원), Best） 고르곤졸라 피자(13,000원), 쉬림프 명란 오일 파스타(13,000원), Best） 베이컨 크림 파스타(11,500원), Best） 투움바 파스타(13,500원), 토마토 미트볼 리조또(13,000원), 토마토 쉬림프 리조또(13,000원), Best） 목살 스테이크(14,500원), 부시맨 브레드(2,500원), 1인 음료 세트(13,000원), 함께 먹어요 피자랑 음료랑(33,000원), 이게진짜 ） 알리오 올리오 파스타(10,500원), Best） 바질 새우 오일 파스타(12,500원), 상하이 파스타(11,500원), 포르치니버섯 크림 파스타(12,500원), 새우 크림 파스타(12,500원), 바질 새우 크림 파스타(13,000원), 해산물 크림 파스타(12,000원), 포모도로 파스타(11,000원), 토마토 미트볼 파스타(12,500원), 토마토 쉬림프 파스타(12,500원), 토마토 해산물 파스타(12,000원), CIAO 모스카토 스파클링 와인(4,500원), CIAO 샹그리아 스파클링 와인(4,500원), CIAO 모히또 스파클링 와인(4,500원), VILLA 빌라 프란체스카 메를로(5,500원)"
부리또인 장신대점,서울 광진구 광장로5길 5 1층,4.2,"베이직 부리또(7,000원), 새우 부리또(8,000원), 소세지 부리또(8,000원), 해쉬브라운 부리또(8,000원), 음료세트(8,000원), 사이드세트（음료포함）(12,000원), 더블치즈 부리또(8,000원), 점보 부리또(8,000원), 감자 부리또(8,000원), 모짜렐라 부리또(8,000원), 할라피뇨 부리또(8,000원), 에그 부리또(8,000원), 케이준감자 부리또(8,000원), 돈까스 부리또(8,000원), 떡갈비 부리또(8,000원), 파인애플 부리또(8,000원), 케이준감자(4,000원), 치킨텐더（3pc）(4,000원), 어니언링（8pc）(4,000원), 새우튀김（3pc）(4,000원), 치즈스틱（3pc）(3,000원), 체다치즈 후라이즈(12,000원), 비프 퀘사디아(12,000원), 콜라（캔／355mL）(2,000원), 사이다（캔／355mL）(2,000원), 콜라（1.25L）(3,000원), 생수(1,500원)"
MV피자 광진점,서울 광진구 능동로16길 35 1층,0.0,
포쿡 스타시티점,서울 광진구 아차산로 272 58호,3.0,"숯불돈덮밥정식(9,800원), 숯불매콤돈덮밥정식(9,800원), 메밀콤보(12,000원), 점보 메밀(7,500원), 돈 스테이크 정식(11,000원), 오리지널 돈버그 정식(11,000원), 화이트 돈버그 정식(12,000원), 레드 돈버그 정식(12,000원), 돈돈콤보 2인 정식(25,000원), 우동콤보(12,000원)"
고급양식 건대점,서울 광진구 아차산로33길 49,5.0,"[주문 1위 탄단지 완벽]통목살 스테이크 & 매콤크림(13,800원), 라자냐(15,800원), 브리치즈 & 트러플 뇨끼(17,800원), [친환경 더스트백 포장]투움바 파스타(13,800원), BBQ 찹스테이크(16,800원), 연어스테이크 & 바질뇨끼(17,800원), 알리오 올리오(10,900원), 까르보나라(10,900원), 나홀로 세트[1인 도시락 구성](15,800원), 채끝등심스테이크와 구운야채(26,800원), 봉골레(12,800원), 매콤 명란 오일 파스타(15,800원), 콰트로 토마토 치즈(13,800원), 뽀모도로 파스타(토마토 파스타)(10,900원), [양식을 양식답게]매콤 까르보나라(11,800원), 쉬림프 바질 크림(13,800원), 연어스테이크 & 로제파스타(16,800원), 채끝등심 매콤 크림 파스타(18,800원), 채끝등심 트러플 크림 파스타(20,800원), 심플리 바삭 튀김세트(13,400원), 커플 세트[2인 도시락 구성](27,300원), 블랙 페퍼 찹스테이크(16,800원), 바베큐 폭립 세트(실속)(20,800원), 고사리 파스타(12,800원), 들깨 크림 리조또(15,300원), 블랙 크림 파스타(오징어먹물)(16,300원), 블랙 크림 리조또(오징어 먹물)(16,300원), 쉬림프 알리오올리오(12,800원), 우삼겹 알리오올리오(14,800원), 빠쉐(얼큰 해장 파스타)(13,300원)"
오르새피자 중곡점,서울 광진구 동일로76가길 4 1층,0.0,"옥수수갈릭쉬림프(23,900원), 반반피자(19,900원), 싸가지피자(27,900원), 피자(L)＋사이드 + 음료500ml(27,400원), 피자(XL)＋사이드 + 음료1.25L(30,900원), 고구마피자(18,900원), 슈퍼 콤비네이션 피자(18,900원), 더블콤비네이션피자(18,900원), 갈릭베이컨 체다피자(19,900원), 핫칠리 쉬림프피자(23,900원), 바질마스카포네발사믹(19,900원), 바질 콤비네이션 피자(21,900원), 피자(R)＋사이드 + 음료500ml(23,900원), 치즈폭탄피자(17,900원), 따따블 페페로니피자(18,900원), 하와이안피자(18,900원), 고르곤졸라피자(18,900원), 포테이토 킹피자(19,900원), 고구마무스피자(19,900원), 직화 불고기피자(19,900원), 페페할로피자(19,900원), 수제 불고기피자(21,900원), 베이컨포테이토피자(22,900원), 스파이시 치킨피자(21,900원), 크레이지패티피자(23,900원), 갈릭 쉬림프피자(23,900원), 스윗 알리오스테이크피자(24,900원), 치즈오븐스파게티(6,000원), 핫쉬림프치즈오븐스파게티(9,000원), 참이슬 후레쉬(3,500원)"
5일장햄버거 광진중곡점,서울 광진구 면목로 132,0.0,"빅 더블 오일장버거(8,900원), 빅 더블 새우버거(10,400원), 빅 더블 치킨버거(11,200원), 빅 오일장 햄버거(5,900원), 빅 스페셜 버거(7,400원), 빅 새우버거(6,900원), 빅 머쉬룸버거(8,900원), 빅 매콤 볼로네제 스페셜 버거(7,900원), 빅 매운버거（맵찔이 절대금지）(6,400원), 빅 데리버거(5,900원), 빅 갈릭버거(6,900원), 빅 치킨버거(7,400원), 빅 갈릭치킨버거(8,400원), 빅 더블 오일장버거 세트(13,700원), 빅 더블 새우버거 세트(15,200원), 빅 더블 치킨버거 세트(16,000원), 빅 오일장 햄버거 세트(10,700원), 빅 스페셜 버거 세트(12,200원), 빅 새우버거 세트(11,700원), 빅 머쉬룸버거 세트(13,700원), 빅 매콤 볼로네제 스페셜 버거 세트(12,900원), 빅 매운버거 세트（맵찔이 절대금지）(11,200원), 빅 데리버거 세트(10,700원), 빅 갈릭버거 세트(11,700원), 빅 치킨버거 세트(12,200원), 빅 갈릭치킨버거 세트(13,200원), 빅 더블 오일장버거 찍어먹는 스프세트(18,200원), 빅 더블 새우버거 찍어먹는 스프세트(19,700원), 빅 더블 치킨버거 찍어먹는 스프세트(20,500원), 빅 오일장 햄버거 찍어먹는 스프세트(15,200원)"
에부오니씨모건대 직영점,서울 광진구 능동로 68,5.0,"불고기 피자 (S)(15,500원), 마르게리따 피자 (S)(13,900원), 햄&루꼴라 피자 (S)(15,500원), 페페로니 피자(16,500원), 누텔라 피자(15,500원), 볼로네즈 아란치니 (200g)(6,300원), 햄&모짜렐라 아란치니 (200g)(6,300원), 시금치&모짜렐라 아란치니 (200g)(6,300원), 토마토&모짜렐라 아란치니 (200g)(6,300원), 떡볶이에 빠진 아란치니(11,100원), 리코타치즈샐러드(8,800원), 치킨텐더샐러드(13,800원), 리코타치즈 샐러드&화덕빵 (2인) (런치세트)(18,800원), 나폴리커피 (HOT)(3,000원), 블랙티(3,000원), 얼그레이(3,000원), 루이보스티(3,000원), 유자차(3,500원), 레몬차(3,500원), 자몽차(3,500원), 유자에이드(4,500원), 레몬에이드(4,500원), 자몽에이드(4,500원)"
피자탑 건대점,서울 광진구 자양로30길 53 1층,3.0,"더블핫치킨폭탄피자 R(21,900원), 탑치즈 R(16,900원), 뉴욕스테이크 L(24,900원), 갈릭스테이크쉬림프피자 L(28,900원), 더블페파로니폭탄피자 R(21,900원), 더블치즈폭탄피자 L(23,900원), 더블불고기폭탄피자 L(25,900원), 더블핫치킨폭탄피자 L(24,900원), 탑콤비네이션 R(16,900원), 바베큐불고기 R(18,900원), 탑콤비네이션 L(19,900원), 씬클래식L＋씬클래식L(34,900원), 스페셜반반 R(20,900원), 클래식반반 L(21,900원), 더블치즈폭탄피자 R(20,900원), 더블불고기폭탄피자 R(22,900원), 더블페파로니폭탄피자 L(24,900원), 스윗베이컨고구마피자 R(18,900원), 달콤고구마 R(18,900원), 바베큐치킨 R(18,900원), 고소포테이토 R(18,900원), 듬뿍체다페파로니 R(16,900원), 상큼하와이안 R(17,900원), 고르곤졸라（씬도우） R(16,900원), 스윗파인고구마피자 R(20,900원), 베이컨 체다 치즈피자 R(16,900원), 스윗베이컨고구마피자 L(21,900원), 달콤고구마 L(21,900원), 바베큐치킨 L(21,900원), 고소포테이토 L(21,900원)"
그랩잇트,서울 광진구 아차산로 200 3층 3호,0.0,
플레이트300,서울 광진구 아차산로 272,0.0,
피자유니온,서울 광진구 광나루로 432,5.0,
피자플래넷 건대점,서울 광진구 능동로19길 35 2층,0.0,"의좋은 4형제 피자 L(25,900원), 폴소유 피자 L(29,900원), 갈릭쉬림프피자 L(24,900원), 뉴욕베이컨체더피자 L(22,900원), 베이컨포테이토피자 L(22,900원), 핫치킨바베큐피자 L(22,900원), 고구마피자 L(20,900원), 그라나콤비네이션 L(20,900원), 딥치즈피자 L(19,900원), 땡초불고기피자 L(20,900원), 바싹페퍼로니피자 L(20,900원), 불고기피자 L(19,900원), 야채피자 L(19,900원), 크림치즈고르곤졸라피자 L(21,900원), 하와이안나이트피자 L(20,900원), 버팔로윙(7,900원), 새우링(5,900원), 슈크림 4p(2,200원), 베이컨크림스파게티(6,900원)"
레베,서울 광진구 긴고랑로 17-1 1층,0.0,"샐러드(점심)(5,000원), 오픈샌드위치(점심)(6,500원), 미역리소또(점심)(8,000원), 파스타(점심)(7,500원), 구운야채샐러드(9,000원), 와규샐러드(15,000원), 메가크런치(8,000원), 오리가슴구이(17,000원), 와규스테이크(13,000원), 레베표훈제연어(25,000원), 리가볶이(12,500원), 삼겹살숙주볶음(13,000원), 소시지베이컨구이(14,000원), 조개술찜(14,000원), 와규크림파스타(13,500원), 연어크림파스타(13,500원), 로제리가토니(12,000원), 토마토스파게티(9,500원), 봉골레스파게티(12,000원)"
파스타집이야 건대점,서울 광진구 광나루로 369 키친42 지하 1층 B111-104호,1.0,
행복한피자펠리쩨,서울 광진구 자양번영로 68,0.0,"세트1(13,900원), 세트2(18,900원), 세트3(15,900원), 세트4(20,900원), 스파게티(0원), 피자(0원)"
치즈인피자,서울 광진구 능동로4길 62 지하1층,0.0,
태우,서울 광진구 뚝섬로58길 9,5.0,
구라파살롱,서울 광진구 군자로 35,5.0,
바로파스타 건대점,서울 광진구 광나루로 380,0.0,"나홀로 경양식 세트(12,400원), （듬뿍듬뿍）치즈돈까스 도시락(11,500원), 등심스테이크필라프(11,400원), （모두가아는그맛） 바삭 등심돈까스 도시락(10,500원), 돈까스&김치볶음밥 세트(17,900원), 돈까스&파스타 세트(17,900원), 돈까스&필라프 세트(18,400원), 삼겹김치볶음밥(9,400원), 스팸김치볶음밥(9,400원), 참치김치볶음밥(8,400원), 베이컨김치볶음밥(9,400원), 베이컨&머쉬룸필라프(8,900원), 쉬림프필라프(9,500원), 둘이서 경양식 세트(20,800원), 베이컨 알리오 올리오(8,400원), 머쉬룸 알리오 올리오(7,900원), 쉬림프 알리오 올리오(8,900원), 까르보나라(8,900원), 투움바(8,900원), 쉬림프 투움바(9,900원), 쉬림프 크림(9,900원), 베이컨토마토(8,900원), 머쉬룸 토마토(8,500원), 쉬림프토마토(9,900원), 맛감자튀김(3,000원), 치킨윙（5조각）(4,500원), 블루베리에이드 16oz(3,000원), 청포도에이드 16oz(3,000원), 레몬에이드 16oz(3,000원), 오렌지에이드 16oz(3,000원)"
동네파스타,"서울 광진구 광나루로 369 광진두산위브파크 지하1층 101,B-114호",0.0,"나혼자파스타세트(16,800원), 나혼자필라프 or 리조또 세트(16,800원), 매콤스테이크로제파스타(16,800원), 투움바파스타(13,800원), 미트볼토마토파스타(12,800원), 명란크림파스타(12,800원), 얼큰토마토짬뽕파스타(13,800원), 눈꽃치즈토마토파스타(12,800원), 부채살스테이크(22,000원), 목살필라프(12,800원), 부채살스테이크＋파스타세트(33,000원), 부채살스테이크＋필라프 or 리조또 세트(33,000원), 매콤마라크림파스타(13,800원), 봉골레파스타(12,800원), 새우바질크림파스타(13,800원), 베이컨바질크림파스타(13,800원), 우삼겹알리올리오(12,800원), 리얼해산물짬뽕파스타(13,800원), 트러플버섯크림파스타(12,800원), 매콤크림파스타(12,800원), 쉬림프오일파스타(12,800원), 해산물토마토파스타(12,800원), 매콤마라오일파스타(13,800원), 불닭베이컨크림파스타(12,800원), 오리엔탈샐러드파스타(12,800원), 내맘대로크림파스타(12,800원), 내맘대로토마토파스타(12,800원), 내맘대로로제파스타(13,800원), 내맘대로오일파스타(12,800원), 트러플버섯크림리조또(12,800원)"
블랙스테이크,서울 광진구 아차산로33길 64 3층,0.0,
돌체,서울 광진구 능동로35길 24,0.0,
루비투,서울 광진구 능동로 397 지층,0.0,
피자닭터 건대점,서울 광진구 능동로19길 35 2층,0.0,
임금님파스타 광진본점,서울 광진구 능동로5길 41 1층 101호,5.0,"(매콤+새콤+달달)간고기 토마토 고추장(12,400원), [][]품위있는 임금님세트[][](37,900원), (내맘의1순위)매콤 크림 파스타(11,400원), (대표메뉴)베이컨 로제 파스타(11,400원), (대표메뉴)새우 로제 파스타(11,400원), 우삼겹 필라프(11,400원), 해물크림 파스타(13,400원), [인기메뉴]새우 바질 크림 파스타(11,900원), (여심저격)새우 투움바 파스타(11,900원), 간고기 토마토 파스타(11,900원), 새우 알리오올리오 파스타(11,900원), (해장100%)얼큰 우삼겹 해장파스타(13,400원), [해장100%]얼큰 토마토 해물 파스타(13,400원), ((신메뉴))김치[[우삼겹]]필라프(11,400원), []찹스테이크&감자샐러드,고구마샐러드[](15,900원), (짭짤+구수+담백)간고기 된장 크림 파스타(12,400원), (강력추천)새우바질 알리오올리오 파스타(12,400원), (사장님추천)마라 볶음 파스타(12,400원), 우삼겹 볶음 파스타(12,400원), 커리 크림 파스타(닭고기)(11,900원), (요즘 대세)마라 크림 파스타(11,900원), (남심저격)크래미 투움바 파스타(11,900원), 우삼겹 알리오올리오 파스타(11,900원), 바질 새우 리조또(11,900원), (까르보)새우 크림 파스타(11,400원), (부담없이 가좌)베이컨 토마토 파스타(11,400원), [][]우아한 왕비세트[][](34,900원), []귀여운 세자세트[](14,900원), (까르보)베이컨 크림 파스타(11,400원), 새우 토마토 파스타(11,400원)"
와우버거 건대점,서울 광진구 능동로13길 39 1층,0.0,
더피자 건대점,서울 광진구 아차산로 345 래미안프리미어팰리스 1층 130호,0.0,"（정통 방식 그대로） 콤비네이션 피자(18,900원), （사장 추천） 페페로니 피자(18,900원), 아리랑갈비 피자(21,900원), 킹쉬림프 피자(23,900원), 베이컨 포테이토 피자(19,900원), 라지 세트1(26,500원), 오리지널피자 L＋오리지널피자 L （음료별도）(38,900원), 반반피자 R(20,900원), 반반피자 L(22,900원), （직원들 원픽） 콘치즈 피자(18,900원), 치즈버거 피자(22,900원), 라지 세트2(29,900원), 레귤러 세트3(23,500원), 레귤러 세트4(27,000원), 오리지널피자 R＋오리지널피자 R （음료별도）(32,900원), 베이컨 체다치즈 피자(18,900원), 하와이언 피자(18,900원), 고르곤졸라피자 （꿀 포함）(18,900원), 치즈 피자(18,900원), 고구마무스 피자(19,900원), 핫치킨 피자 （매콤해요）(19,900원), 소불고기 피자(19,900원), 치킨바베큐 피자(19,900원), 체다치즈 후라이 피자(20,900원), 핫치킨&쉬림프 피자 （매콤해요）(20,900원), 더블바베큐 피자(20,900원), 베이컨&쉬림프 피자(21,900원), 핫칠리베이컨&갈비 피자（매콤해요）(21,900원), 슈퍼미트 피자(24,900원), 매콤 치즈 피자(19,900원)"
투머치피자 화양점,서울 광진구 동일로 168 1층,0.0,
로제툼바,서울 광진구 천호대로130길 30,0.0,
피자마우스,서울 광진구 동일로76가길 4,0.0,"콤비네이션피자 M(17,900원), 소불고기피자(18,900원), 콤비네이션피자 L(21,900원), 페페로니피자 L(20,900원), 피자스파게티세트（M）(21,900원), 치즈피자 M(17,900원), 페페로니피자 M(17,900원), 매콤페파로니（M）(18,900원), 하와이안피자 M(17,900원), 야채피자 M(17,900원), 청양고추불고기피자(19,900원), 매콤페파로니피자(21,900원), 치즈피자 L(20,900원), 하와이안피자 L(20,900원), 야채피자 L(20,900원), 고르곤졸라피자(20,900원), 고구마무스피자 R(18,900원), 포테이토피자 R(18,900원), 체다베이컨피자 R(18,900원), 리치골드피자 M(20,900원), 쉬림프골드피자 R(22,900원), 고구마무스피자 L(22,900원), 포테이토피자 L(22,900원), 체다베이컨피자 L(22,900원), 등심불고기피자 L(22,900원), 리치골드 L(25,900원), 쉬림프골드피자L(27,900원), 청양고추불고기피자(L)(23,900원), 피자스파게티세트（L）(25,900원), 피자떡볶이세트（M）(20,900원)"
52씨스테이크,서울 광진구 강변역로4길 10,0.0,
독립돈가,서울 광진구 능동로 172,4.0,"치즈 돈가스 정식(13,800원), 맵킹 돈가스 정식(12,800원), （SET） 안심 돈가스 ＋ 미니 김치찌개(14,300원), （SET） 치즈 돈가스 ＋ 미니 김치찌개(15,300원), 1인 세트(14,800원), 2인 세트(26,800원), 모듬돈가스 정식(19,800원), （SET） 등심 돈가스 ＋ 미니 김치찌개(14,500원), （쭉쭉 ) 치즈 돈까스 ＋ 미니쫄면(15,800원), （부들） 안심 돈까스 ＋ 미니 쫄면(14,700원), 등심 돈가스 정식(11,500원), 안심 돈가스 정식(12,900원), 등심＋ 치즈 돈가스 정식(14,800원), （SET） 모듬 돈가스 ＋ 미니 김치찌개(22,300원), （대표） 등심 돈까스 ＋ 미니 쫄면(14,500원)"
취미집,서울 광진구 긴고랑로 73-1 지하1층,0.0,"내츄럴와인(변동가격), 플래터(햄)(8,500원), 플래터(치즈)(8,500원)"
펍인체코,서울 광진구 동일로22길 51,0.0,"[아는 맛] 참치 카나페(12,000원), 모듬 소세지(11,000원), 카프래제 치즈 샐러드(9,900원), [특별비법] 크림치즈 포테이토(9,900원), [달콤바삭] 허니 메가 크런치(9,900원), 리코타 치즈 샐러드(8,900원), [수비드] 트러플 살치살 스테이크(25,000원), [체코족발] 꼴레뇨(34,000원), [매운족발] 핫바베큐 꼴레뇨(35,000원), [새우가득] 감바스(18,000원), [담백1등] 머쉬룸 크림 파스타(14,000원), [촉촉 담백] 로스트치킨(21,000원), [배터지는] 육,해,공 파티 세트(58,000원), [기념일엔] 스테이크&파스타 세트(37,000원), [치즈풍부] 머쉬룸 크림 파스타(14,000원), [감칠맛폭탄] 감바스 파스타(16,000원), [매콤담백] 치킨 로제 파스타(18,000원), [촉촉담백] 로스트치킨(21,000원), [매콤중독] 텍사스 윙&봉(19,000원), [찰떡궁합] 닭강정&포테이토(12,900원), [한마리 통채로] 먹태 구이(16,000원), [한손안주] 크림치즈 카나페(14,000원), 하몽&메론(16,000원), 코젤다크 생맥주 500mL(5,000원), 코젤라거 생맥주 500mL(5,000원), 코젤화이트(에일) 생맥주 500mL(5,000원), 필스너 우르켈 생맥주 500mL(7,000원), 참이슬 350mL(4,000원), 새로 350mL(4,000원)"
돈스타,서울 광진구 능동로 143 지하1층,0.0,"수제등심완소돈까스(130g)(3,900원), 모짜렐라치즈돈까스(5,900원), 고구마치즈돈까스(5,900원), 완소스파이스라이스(5,900원), 모듬까스(6,900원), 칠리돈까스(6,900원), 야채비빔밥(3,900원), 새우라이스(5,500원), 토마토소스올레파스타(3,900원), 치즈오븐스파게티(5,900원), 해산물토마토파스타(6,900원), 까르보나라(8,900원), 커플세트A(13,900원), 커플세트B(16,900원), 간지후라이드치킨(9,900원), 양념치킨(11,900원), 불간지치킨(12,900원), 파닭치킨(12,900원), 왕새우튀김(12,900원), 치즈계란말이(9,900원)"
프릭스버거 군자점,서울 광진구 광나루로 361 광진동양파라곤1단지 지하1층 B101호,1.0,"갈릭버터 프라이즈(3,900원), 과카몰리 버거(8,900원), 과카몰리 치킨(6,900원), 괴짜 버거(7,900원), 괴짜몬스터X3 버거(13,500원), 나쵸치즈 프라이즈(3,900원), 땅콩 쉐이크(4,500원), 밀크 쉐이크(4,000원), 베이컨 치즈 버거(7,900원), 베이컨 하와이언 버거(8,900원), 볼케이노 버거(8,900원), 불고기 버거(4,900원), 쉬림프 버거(3,900원), 오리지널 프라이즈(3,500원), 치즈 버거(6,900원), 치킨 버거(4,900원), 치폴레 스파이스 치킨(6,900원), 클래식 버거(5,900원), 피넛 버거(6,900원), 피넛 스파이스 치킨(6,900원)"
어린이대공원 식물원카페테리아,서울 광진구 능동로 216,2.2,
더코르크,서울 광진구 동일로60길 45,4.0,"돌문어들기름파스타(18,000원), 봉골레파스타(18,000원), 살치살크림파스타(20,000원), 연어스테이크(25,000원), 이베리코스테이크(25,000원), 살치살스테이크(29,000원)"
그레이트캠프,서울 광진구 능동로 360 601호,0.0,
WINE LIFE,서울 광진구 능동로 237,0.0,"치즈 플래터(27,900원), 지중해풍 램 스테이크(39,900원), 뵈프 부르기뇽(38,900원), 그린페스토 갈릭 쉬림프(37,900원), 명란 해산물 크림 스파게티(19,900원), 라따뚜이 찹 스테이크 스파게티(20,900원), （RED）도미니오 에스피냘 750mL 13.5% vol(29,900원), （RED）모란데 알라메다 메를로 750mL Alc 13%(29,900원), （RED）까스텔미미 까베르네소비뇽 750mL(39,900원), （RED）퀸 애들레이드, 까베르네 쇼비뇽 750mL(39,900원), （RED）퀸 애들레이드 쉬라즈 750mL(39,900원), （RED）헤쿨라 모나스트렐 오가닉 750mL Alc 14.5%(45,000원), （RED）몬타나냐 키안티 750mL Alc 12.5%(49,900원), （RED）포베로 까바네 랑게 로쏘 750mL Alc 14%(49,900원), （RED）3 샤또, 피노누아 셍귈렘 750mL Alc 13%(54,900원), （RED）따발리 그랑 레제르바 피노누아 750mL Alc 13.5%(59,900원), （RED）조잘, 떼루아 우니꼬 말벡 750mL(59,900원), （RED）아이언스톤 올드바인 진판델 750mL Alc 14.3%(69,900원), （RED）샤또 롱보,뀌베 삐에르 드 라 파브레그 750mL Alc 15.5%(79,900원), （RED）라 포다, 템프라니오 750mL(79,900원), （RED）파인 릿지, 나파벨리 까베르네 소비뇽 750mL 14.9% vol(220,000원), （WHITE）알라메다 소비뇽 블랑 750mL Alc 12.5%(29,900원), （WHITE）뽀베로 모스까또 다스띠 750mL(39,900원), （WHITE）엠이 바이 마타히위 소비뇽 블랑 750mL Alc 12.5%(59,000원), （WHITE）메뉴 블랑 750mL(59,900원), （WHITE）알자스 게부르츠트라미너 750mL(69,900원), （WHITE）멀쉐이머, 리슬링 파인헤릅 750mL(69,900원), （Rose Sparkling）크리세코 브뤼 750mL Alc 12%(39,900원), （Sparkling）크리코바 피노누아 엑스트라 브뤼 750mL Alc 12.5%(75,900원), （포르투갈 주정 강화）주스티노스 마데이라 750mL Alc 19%(59,900원)"
토핑파스타,서울 광진구 능동로1길 19 한강우성아파트 상가동,0.0,"토핑파스타(7,000원), 매콤토마토에 빠진 바다가족(11,700원), 2삼겹대파파스타(10,900원), 페퍼로니 & 눈꽃치즈 파스타(10,200원), 핫윙봉（4pc）(3,500원), 튤립치킨（4pc） 갈릭샤워크림소스(6,000원), 모듬 프라이 갈릭샤워크림소스(5,500원), 사이다 355mL(1,000원), 콜라 355mL(1,000원)"
92피자 자이언트,서울 광진구 구의로4길 2,4.3,
한베홀딩스,서울 광진구 천호대로 530,0.0,
페이퍼가든,서울 성동구 서울숲4길 22-1,0.0,
함밝,서울 광진구 아차산로29길 7,5.0,"까르보나라(7,500원), 스테이크 로제 파스타(10,900원), 쉬림프 로제 빠네(10,900원), 알리오올리오(7,500원), 봉골레(8,900원)"
달려라팬 건대스타시티점,서울 광진구 아차산로 272 더샵스타시티몰 3층 푸드코트 내,0.0,
파스타왔어요 중곡점,서울 광진구 능동로48길 33,5.0,"(향긋한) 바질&베이컨 크림 파스타(13,500원), (실패없는) 부채살 김치 볶음밥(13,500원), (육향가득) 부채살 필라프(13,500원), (향긋한) 바질&베이컨 크림 리조또(13,500원), (육향 가득) 부채살 알리오 올리오(13,000원), 쉬림프 크림 파스타(12,500원), 쉬림프 로제 파스타(12,500원), 쉬림프 토마토 파스타(12,500원), 쉬림프 크림 리조또(12,500원), 쉬림프 로제 리조또(12,500원), (담백 고소한) 목살 크림 파스타(11,500원), (담백 고소한) 목살 로제 파스타(11,500원), (담백 고소한) 목살 토마토 파스타(11,500원), 쉬림프 베이컨 필라프(11,500원), (담백 고소한) 목살 크림 리조또(11,500원), (담백 고소한) 목살 로제 리조또(11,500원), 쉬림프 알리오 올리오(11,000원), (스모크한) 베이컨 로제 파스타(10,500원), (단백질이 풍부한) 치킨 토마토 파스타(10,500원), (스모크한) 베이컨 로제 리조또(10,500원), (육향 가득) 부채살 크림 파스타(14,500원), (단백질이 풍부한) 치킨 크림 파스타(10,500원), (느끼함을 잡아주는)청양&베이컨 크림 파스타(10,500원), (크림향을 살린)매콤 베이컨 크림 파스타(10,500원), (육향 가득) 부채살 로제 파스타(14,500원), (단백질이 풍부한) 치킨 로제 파스타(10,500원), (육향 가득) 부채살 토마토 파스타(14,500원), (스모키한) 베이컨 토마토 파스타(10,500원), (담백 고소한) 목살 알리오 올리오(10,000원), (단백질이 풍부한) 치킨 알리오 올리오(9,000원)"
몽 s피자 군자점,서울 광진구 군자로 174,1.0,"사심가득(26,900원), 사심가득 세트(31,900원), 폭탄 사심가득 세트(32,900원), 콤비네이션 피자 [막내추천](18,900원), 베이컨 포테이토(20,900원), 폭탄 페퍼로니 [피맥추천](21,900원), 폭탄 베이컨(21,900원), 우리둘이 반반 피자 세트(29,900원), 우리넷이 1＋1  （라지）(37,900원), 피자훈제치킨 대박세트（L）(28,500원), 폭탄 사심가득(28,900원), [핫보온팩 포장] 폭탄 칠리 쉬림프(29,900원), 폭탄 칠리 쉬림프 세트(33,500원), 연탄불고기 피자(18,900원), 고구마 피자(18,900원), 포테이토 피자(18,900원), 페퍼로니 피자(18,900원), 콘치즈 피자(18,900원), 베이컨 연탄불고기 [사장추천](20,900원), 베이컨 슈퍼슈프림(20,900원), 베이컨 페퍼로니(20,900원), 베이컨 체다치즈(20,900원), 베이컨 하와이안(20,900원), [몽s 시그니처 NO.1] 불고기 할라피뇨를 품은 어니언(21,900원), 칠리 쉬림프 [HOT인기](21,900원), 아이롤 스테이크(21,900원), 스트링 고구마 [점장추천](21,900원), 폭탄 더블치즈(21,900원), 우리둘이 반반 피자(22,900원), 우리넷이 1＋1 （레귤러）(32,900원)"
아티스트빠,서울 광진구 자양로18길 37,0.0,
그릴드버거 화양점,서울 광진구 광나루로 390,0.0,"케이준후렌치후라이(0원), 슈프림버거(0원)"
팔팔팔라운지,서울 광진구 아차산로31길 29,0.0,
dbdb,서울 광진구 천호대로125길 10,0.0,
아메리칸존슨 세종대점,서울 광진구 능동로 209,0.0,
포남딘칼국수,서울 광진구 긴고랑로13길 10,0.0,
아지트,서울 광진구 자양로15길 105-10,0.0,
엽이네함박집,서울 광진구 능동로3길 54,0.0,
더블루코리아,서울 광진구 동일로24길 102,0.0,
timscook,서울 광진구 광나루로50길 10,0.0,
스트릿피스트서울 건대커먼그라운드점,서울 광진구 아차산로 200 1층,0.0,
이흐몽골,서울 광진구 자양로50길 48,0.0,
이태리면가게 건대점,서울 광진구 광나루로 361 지하 1층 101호 키친 18호,0.0,
빠스또네,서울 광진구 광나루로56길 85 테크노마트A동 지하1층 008호,5.0,"맛짱 함박스테이크 도시락(13,000원), 별이 다섯 한돈 양념도시락(15,000원), 말해 뭐해 양념치킨도시락(15,000원), 공기밥(1,000원), 계란후라이(1,000원), 코카콜라 캔 240mL(1,000원), 스프라이트 캔 240mL(1,000원)"
피자브라더스 건대점,서울 광진구 아차산로29길 17,0.0,
