상호,주소,별점,메뉴
반올림피자 자양성수점,서울 광진구 아차산로 334-1 1층,4.1,"내맘대로pick 피자(26,900원), 반올림고구마 골드 피자(23,900원), 불벅 치즈링 피자(24,900원), 베이컨쉬림프 치즈링 피자(25,900원), 포텐피자 L(28,900원), 치즈후라이 크림치즈 피자(23,900원), 반반L사이즈（3~4인）(22,900원), 반반R사이즈（2~3인）(19,900원), 콤비네이션 피자(16,900원), 페퍼로니 피자(16,900원), 반올림고구마 피자(19,900원), 포테이토 피자(18,900원), 오리지널피자L＋오리지널피자L(36,900원), 피자 & 스파게티 세트（L）(25,900원), 명란 구슬떡(19,900원), 와일드 더블쉬림프(20,900원), 피자에 치킨올림 세트(24,900원), MZ's Pick 피자(30,900원), 핫치킨 쉬림프 골드(26,900원), 통마늘불고기 소보로 피자(25,900원), 불고기 피자(19,900원), 치즈 피자(16,900원), 베이컨체다 피자(17,900원), 레드올림 고구마(19,900원), 버거싶은 피자(17,900원), 크림치킨 피자(18,900원), 베사메 나초(16,900원), 치킨바베큐 피자(17,900원), 핫치킨 피자(18,900원), 통마늘불고기 피자(20,900원)"
베어스타코 건대역점,서울 광진구 동일로20길 117 2층,4.5,"치킨퀘사디아（CHICKEN QUESADIA）(11,900원), 비프치미창가（BEEF CHIMICHANGA）(12,900원), 풀드포크엔칠라다（PULLEDPORK ENCHILADA）(14,900원), 쉬림프부리또（SHRIMP BURRITO）(14,500원), 퀘사디아 세트메뉴(16,400원), 부리또 세트메뉴(16,500원), 부리또보올 세트메뉴(16,900원), 치미창가 세트메뉴(17,900원), 반반타코(HALF&HALF) : 2PCS(11,900원), 비프타코(BEEF TACO) : 2PCS(10,900원), 치킨부리또（CHICKEN BURRITO）(10,500원), 비프부리또（BEEF BURRITO）(11,500원), 풀드포크 치미창가 （PULLED PORK CHIMICHANGA）(14,500원), NEW비프타코 (NEW BEEF TACO) : 2PCS(12,900원), 알파스토르 타코 (AL PASTOR TACO) : 2PCS(12,900원), 알파스토르 부리또 (AL PASTOR BURRITO)(13,900원), 신메뉴 세트(18,900원), 반반타코 세트메뉴(17,900원), 타코 세트메뉴(15,900원), 엔칠라다 세트메뉴(18,900원), 치킨타코(CHICKEN TACO) : 2PCS(9,900원), 아보카도타코(AVOCADO TACO) : 2PCS(11,900원), 칠리소시지타코(CHILISAUSAGE TACO) : 2PCS(12,900원), 코로나 병맥주(5,500원), 테라 병맥주 500mL(4,500원), 카스 병맥주 500mL(4,500원), 진로이즈백 360mL(4,000원), 참이슬 후레쉬 360mL(4,000원), 처음처럼(4,000원), Bounce West Coast IPA(8,000원)"
프랭크버거 건대1호점,서울 광진구 아차산로29길 44 1층,2.7,"하바네로핫치킨버거세트(11,100원), 청양마요쉬림프버거세트(10,100원), 더블비프치즈버거세트(12,800원), JG버거세트(13,800원), 머쉬룸크림스테이크버거세트(11,400원), 프랭크버거세트(9,500원), 치즈버거세트(10,400원), [수제버거]프랭크버거(5,500원), 쉬림프버거(5,900원), 치즈버거(6,400원), 더블비프치즈버거(8,800원), 자이언트통닭다리(1개)(6,300원), 청양마요쉬림프버거(6,100원), 하바네로핫치킨버거(7,100원), 롱새우스틱(1개)(2,500원), 머쉬룸크림스테이크버거(7,400원), 쉬림프버거세트(9,900원), 크리스피치킨버거세트(10,800원), 베이컨치즈버거세트(11,800원), 비프앤쉬림프버거세트(12,800원), K불고기버거세트(9,100원), K핫불고기버거세트(9,100원), K불고기치즈버거세트(10,100원), 크리스피치킨버거(6,800원), 베이컨치즈버거(7,800원), 비프앤쉬림프버거(8,800원), JG버거(9,800원), K불고기버거(5,100원), K핫불고기버거(5,100원), K불고기치즈버거(6,100원)"
밀플랜비 서울건국대점,서울 광진구 광나루로24길 15 2층,4.5,"치킨라이스,치킨감자,소고기라이스,소고기감자,새우감자,미트볼감자,소시지감자(변동가격)"
피자스쿨 아차산역점,서울 광진구 자양로 294 1층,5.0,"고구마피자(10,900원), 까르보네피자(12,900원), 깐쇼새우피자(14,900원), 나폴리피자(12,900원), 닭안심살피자(14,900원), 도이치바이트피자(14,900원), 멕시칸바이트피자(14,900원), 불고기피자(11,900원), 비프퀘사디아피자(13,900원), 스테이크피자(13,900원), 아이리쉬포테이토피자(12,900원), 아채퀘사디아피자(13,900원), 직화파인애플피자(13,900원), 직화홀릭바이트피자(14,900원), 치즈피자(8,900원), 치킨퀘사디아피자(13,900원), 콤비네이션피자(10,900원), 페퍼로니피자(9,900원), 포테이토피자(11,900원), 핫치킨피자(10,900원), 더블갈릭바베큐피자(13,900원), 고르곤졸라피자(12,900원), 미트러버피자(15,900원), 트러플포테이토피자(13,900원), 오지치즈포테이토피자(14,900원), 마라치킨피자(13,900원), 치즈오븐크림스파게티(6,900원), 트러플머쉬룸피자(13,900원), 불닭고구마피자(13,900원)"
델비노 워커힐 서울,서울 광진구 워커힐로 177 1층,3.6,"SOLE(85,000원)"
88시장버거 광진점,서울 광진구 자양로39길 14 1층,4.6,"[추천] 88스페셜버거(7,000원), [NEW] 88매운해장버거(7,900원), 88더블버거(8,000원), 88시장떡볶이(7,000원), 버팔로스틱(3,000원), 88시장버거세트(9,000원), [옛날햄버거맛집] 88시장버거(5,500원), 88에그버거(6,000원), 88키즈버거(4,900원), 88스페셜버거세트(10,500원), 88더블버거세트(11,500원), 웨스턴 케이준 감자튀김(4,500원), 순살치킨(7,000원), 88치즈버거(6,000원), 88스팸버거(8,400원), 88치즈버거세트(9,500원), 88에그버거세트(9,500원), 88매운해장버거세트(11,400원), 88스팸버거세트(11,900원), [NEW] 88로제떡볶이(11,000원), [NEW] 치즈스틱(2,400원), 치킨 너겟(1,800원), 모듬튀김(6,800원), 집게살튀김 4개(3,800원), 오징어튀김 2개(3,500원), 고추튀김 2개(3,500원), 야채튀김 2개(3,300원), 김말이튀김 4개(3,300원), 해쉬브라운 포테이토 2개(3,000원), 코카콜라 355mL(2,000원)"
매드피자 건대점,서울 광진구 아차산로29길 17 2층,3.4,"M （9인치） 1＋1 세트(39,300원), L （13인치） 1＋1 세트(44,800원), [미친맛과 퀄리티]하프 앤 하프(20,900원), 치저리스트(20,900원), 매드로니(21,900원), ＋82 맥시멈(21,900원), 더블 베이컨 포테이토(22,900원), 베이컨 캐주얼(21,900원), 쉬림프 타코(23,900원), 매드피자 1인 싱글세트(14,900원), 프롬 하와이(21,900원), 아임 세미 베지테리언(20,900원), 미트 앤 머쉬룸(21,900원), 스파이시 트레블러(20,900원), 불고기 매니아(22,900원), 미스터 고구마(22,900원), 할라피안 베이(20,900원), 소시지 익스프레스(29,900원), 옐로우 치즈버거(23,900원), 치저리스트 S (7인치)(9,900원), 매드로니 S (7인치)(11,900원), 프롬 하와이 S (7인치)(11,900원), 아임 세미 베지테리언 S (7인치)(11,900원), +82 맥시멈 S (7인치)(11,900원), 미트 앤 머쉬룸 S (7인치)(11,900원), 스파이시 트레블러 S (7인치)(11,900원), 더블 베이컨 포테이토 S (7인치)(12,900원), 베이컨 캐주얼 S (7인치)(11,900원), 할라피안 베이 S (7인치)(11,900원), 쉬림프 타코 S (7인치)(13,900원)"
사사로운,서울 광진구 천호대로112길 48-4 1층,3.9,"가지 라구 파스타(15,000원), 뇨끼 (크림/바질페스토 중 선택 가능)(15,000원), 코스요리(44,000원), 새우 오일 파스타(15,000원), 크림 파스타(15,000원), 로제 파스타(15,000원), 소고기 토마토 부르기뇽(27,000원), 감바스 알 아히요(24,000원), 리조또(16,000원), 커피 및 음료 외(3,500원), 하우스 와인(6,000원), 아라비아따 파스타(15,000원), 까망베르 치즈 파스타(15,000원), 라자냐(17,000원), 오징어먹물 리조또(17,000원), 발사믹 고기 야채 볶음(30,000원), 수비드 스테이크와 구운 야채(34,000원)"
트리스트 건대점,서울 광진구 동일로22길 58,1.5,"샐러드 파스타(12,000원), 봉골레 파스타(14,000원), 베이컨 김치볶음밥(12,000원), 불고기 리조토(14,000원), 페페로니 피자(15,000원), 크리스피 치킨&감자튀김(15,000원)"
버거프렌즈 자양점,서울 광진구 자양로 55 자양하늘채베르 102동 106호,4.3,"프렌즈버거(5,900원), 더블치즈버거(9,900원), 불고기버거(4,300원), 프렌즈버거 세트(9,000원), 프렌즈치즈버거 세트(9,800원), 청양마요비프버거 세트(10,000원), 베이컨프렌즈버거 세트(10,300원), 트러플머쉬룸버거 라이트 세트(10,700원), 하와이안치즈버거 세트(12,800원), 더블치즈버거 세트(13,000원), 프렌즈버거 라이트(4,900원), 프렌즈치즈버거 라이트(5,700원), 프렌즈치즈버거(6,700원), 청양마요비프버거(6,900원), 베이컨프렌즈버거 라이트(6,200원), 베이컨프렌즈버거(7,200원), 트러플머쉬룸버거 라이트(7,600원), 트러플머쉬룸버거(8,600원), 하와이안치즈버거 라이트(8,700원), 하와이안치즈버거(9,700원), 더블치즈버거 라이트(8,900원), 플레인버거 라이트(4,200원), 플레인버거(5,200원), 치킨버거(4,500원), 쉬림프버거(4,500원), 청양마요쉬림프버거(4,800원), 프렌즈버거 라이트 세트(8,000원), 프렌즈치즈버거 라이트 세트(8,800원), 베이컨프렌즈버거 라이트 세트(9,300원), 트러플머쉬룸버거 세트(11,700원)"
피나치공 서울중곡점,서울 광진구 자양로43길 149 1층,5.0,"피치세트(20,900원), 더블포테이토 피치세트(24,900원), 고구마 피치세트(24,900원), 순살닭다리 피치세트(23,900원), 치즈 피치세트(20,900원), 페퍼로니 피치세트(20,900원), 스위트불고기 피치세트(24,900원), 갈릭스테이크 피치세트(25,900원), 순살닭다리 치킨(19,000원), 페퍼간장 피치세트(23,900원), 치즈크리스피 피치세트(23,900원), 허니갈릭 피치세트(24,900원), 순살쉬림프골드 피치세트(24,900원), 까마코 피치세트(24,900원), 순살화이트어니언 피치세트(25,900원), 콤비네이션 피자(13,900원), 페퍼로니 피자(13,900원), 치즈 피자(13,900원), 더블포테이토 피자(16,900원), 고구마 피자(16,900원), 스위트불고기 피자(16,900원), 갈릭스테이크 피자(17,900원), 후라이드 치킨(17,000원), 양념반 후라이드반 치킨(18,000원), 양념 치킨(19,000원), 페퍼간장 치킨(19,000원), 치즈크리스피 치킨(19,000원), 까마코 치킨(20,000원), 허니갈릭 치킨(20,000원), 순살쉬림프골드 치킨(20,000원)"
7번가피자 구의점,서울 광진구 자양로 231,3.0,"(에드워드 리 추천) 고추장버터 불고기 피자(20,900원), (에드워드 리 추천) NEW 불고기 피자(20,900원), 슈퍼콤비네이션 NEW레프리노 치즈크러스트피자(24,900원), 고구마 NEW레프리노 치즈크러스트피자(26,900원), 샘스테이크 NEW레프리노 치즈크러스트피자(29,900원), 체다골드포테이토 NEW레프리노 치즈크러스트피자(29,900원), NEW슈퍼콤비네이션 R(20,900원), NEW슈퍼콤비네이션 L(26,900원), NEW불고기 L(26,900원), 체다골드포테이토 L(32,500원), 7번가스페셜 L(32,500원), 페스티벌 L(32,500원), 불고기 NEW레프리노 치즈크러스트피자(24,900원), 칠리크림불갈비 NEW레프리노 치즈크러스트피자(26,900원), 뉴더블치즈 NEW레프리노 치즈크러스트피자(24,900원), 포테이토 NEW레프리노 치즈크러스트피자(24,900원), 레드핫그릴치킨 NEW레프리노 치즈크러스트피자(26,900원), NEW불고기 R(20,900원), 뉴더블치즈 R(20,900원), 페페로니 R(20,900원), 포테이토 R(20,900원), 체다파인애플 R(20,900원), 뉴더블치즈 L(26,900원), 페페로니 L(26,900원), 포테이토 L(26,900원), 체다파인애플 L(26,900원), NEW고구마 R(22,900원), NEW칠리크림불갈비 R(22,900원), 레드핫그릴치킨 R(22,900원), 멕시칸타코 R(22,900원)"
맘스터치 피자앤치킨 건대점,서울 광진구 능동로13길 30 1층,3.5,"[NEW] 와우미트피자 빅싸이순살 피치세트(29,300원), [BEST]싸이피자(22,900원), 클래식 빅싸이순살 피치세트(26,300원), 핫치즈 빅싸이순살맥스(22,500원), 후라이드 빅싸이순살맥스(19,900원), 맘스양념 빅싸이순살맥스(21,900원), 핫치즈 빅싸이순살(14,500원), 후라이드 빅싸이순살(11,900원), [NEW] 와우미트피자(18,900원), [NEW] 와우미트피자N스낵세트(21,800원), [NEW] 와우미트피자 빅싸이순살맥스 피치세트(37,300원), 싸이피자N스낵세트(25,800원), 싸이피자 빅싸이순살 피치세트(33,300원), 싸이피자 빅싸이순살맥스 피치세트(41,300원), 시그니처 빅싸이순살 피치세트(28,300원), 시그니처 빅싸이순살맥스 피치세트(35,300원), 클래식 빅싸이순살맥스 피치세트(34,300원), 간장마늘 빅싸이순살맥스(21,900원), 꿀간장누룽지 빅싸이순살맥스(22,500원), 맘스양념 빅싸이순살(13,900원), 간장마늘 빅싸이순살(13,900원), 꿀간장누룽지 빅싸이순살(14,500원), 바베큐폭립피자(26,900원), 치즈피자(15,900원), 치즈베이컨피자(16,900원), 페퍼로니피자(16,900원), [BEST] 콤비네이션피자(16,900원), 불고기피자(17,900원), 포테이토피자(17,900원), 케이준떡강정S(4,300원)"
피자스쿨 건대점,서울 광진구 능동로13길 44 1층,3.2,"고구마피자(12,900원), 까르보네피자(14,900원), 더블갈릭바베큐피자(15,900원), 직화홀릭바이트피자(16,900원), 치즈피자(10,900원), 페퍼로니피자(11,900원), 콤비네이션피자(12,900원), 불고기피자(13,900원), 포테이토피자(13,900원), 오지치즈포테이토피자(16,900원), 치킨스틱&윙(6,900원), 치즈오븐스파게티(6,900원), 프리미엄스테이크피자(17,900원), 핫치킨피자(12,900원), 나폴리피자(14,900원), 고르곤졸라피자(14,900원), 아이리쉬포테이토피자(14,900원), 지구식단직화피자(14,900원), 야채퀘사디아피자(15,900원), 비프퀘사디아피자(15,900원), 치킨퀘사디아피자(15,900원), 트러플포테이토피자(15,900원), 트러플머쉬룸피자(15,900원), 직화파인애플피자(15,900원), 불닭고구마피자(15,900원), 깐쇼새우피자(16,900원), 닭안심살피자(16,900원), 도이치바이트피자(16,900원), 멕시칸바이트피자(16,900원), 미트러버피자(17,900원)"
청년피자 구의직영점,서울 광진구 구의강변로 85,0.0,"나만의 사색피자L(24,900원), 반반 오리지널L(22,900원), [신메뉴]바질 콰트로치즈 피자(18,900원), [신메뉴]치즈수플레 미트파이 피자(24,900원), 오리지널+[신메뉴]그릴드 와일드 통다리(28,800원), 진짜감자피자(18,900원), 빅파 불고기 피자(18,900원), 슈퍼슈프림(18,900원), 할라불고기(18,900원), 하와이안(17,900원), 매드쉬림프(23,900원), 에그콘피자(23,900원), 반반 오리지널R(18,900원), 리얼페페로니(18,900원), 바삭한허니비(18,900원), 리얼치즈(17,900원), 야채피자(17,900원), 멜팅 고구마 피자(19,900원), 멕시칸맥쉬림프(23,900원), 메가쉬림프 갈릭크런치(24,900원), 뉴욕비프 갈릭크런치(24,900원), 씨푸드 콘 바스켓(23,900원), 메가모짜 치즈디쉬(23,900원), 크리스피 직화바베큐(23,900원), 반반 프리미엄L(30,900원), 반반 프리미엄R(24,900원), 프리미엄+[신메뉴]그릴드 와일드 통다리(34,800원), 오리지널+[국내산]오븐베이크치킨+음료(32,500원), 프리미엄+[국내산]오븐베이크치킨+음료(38,500원), 오리지널 + 청피스틱 세트(30,500원)"
팔자좀피자 자양점,서울 광진구 뚝섬로 509-1 1층 101호,4.8,"반반 피자 L(21,900원), 포테이토M(17,900원), 팔자콤비M(17,900원), 하와이안M(17,900원), 두가지선택（M）반 반 피자(15,900원), 베이컨체다M(17,900원), 레알고구마M(18,900원), 포테이토 피자 L(22,900원), 불고기 피자 L(22,900원), 팔자 콤비 피자 L(22,900원), 레알 고구마 피자 L(23,900원), 핫치킨피자L(24,900원), 치즈피자M(15,900원), 페페로니M(17,900원), 핫&스파이시M(17,900원), 불고기피자M(17,900원), 팔자디럭스M(18,900원), 팔자쉬림프M(19,900원), 핫치킨피자(19,900원), 감자만땅M(19,900원), 치즈 피자 L(21,900원), 베이컨체다 피자 L(22,900원), 핫&스파이시 피자 L(22,900원), 페퍼로니 피자 L(22,900원), 하와이안 피자 L(22,900원), 팔자 디럭스 피자 L(23,900원), 팔자 쉬림프 피자 L(24,900원), 감자만땅L(24,900원), 치즈오븐파스타(6,900원), 베이컨갈릭 크림파스타(6,900원)"
스테이,서울 광진구 능동로49길 13 1층,4.1,"고르존졸라피자(21,000원), 모둠 즉석떡볶이(15,900원), 마르게리따피자(21,000원), 리코타치즈 샐러드피자(23,000원), 리코타치즈 샐러드(12,000원)"
외계인피자 광진점,서울 광진구 면목로 175 1층,5.0,"콤비네이션 L(23,900원), 고기폭탄 L(24,900원)"
굿도우피자,서울 광진구 용마산로3길 38 좌측 상가 1층,4.9,
빽보이피자 건대점,서울 광진구 능동로13길 54 1층,3.8,"[피자&순살치킨세트](25,800원), [BEST]열탄불고기 피자 L(22,900원), [시그니처 세트]열탄불고기 피자+윙봉+음료(23,300원), [1인피자 세트 P]1인피자+스파게티+음료(16,500원), [반반세트 R] 피자（반）＋피자（반）＋스파게티＋음료(24,900원), [반반세트 L] 피자（반）＋피자（반）＋스파게티＋음료(27,900원), 반반 피자 R(18,900원), 반반 피자 L(21,900원), [NEW]투움바새우&바질치즈 반반피자 L(26,400원), [BEST]열탄불고기 피자 R(18,900원), 체다 콘치즈 피자 L(21,900원), [카카오프렌즈]치즈포텐스테이크피자R + 스마트톡(26,800원), [카카오프렌즈]치즈포텐스테이크피자L + 스마트톡(30,800원), [카카오프렌즈]오븐치즈김치볶음밥(7,500원), [카카오프렌즈] 치즈포텐스테이크피자R(20,900원), [카카오프렌즈] 치즈포텐스테이크피자L(24,900원), [패밀리세트]피자 L 2판+스틱+스파게티+음료(54,800원), [1인세트]피자＋스파게티＋음료(22,900원), [1&1]피자＋피자(31,800원), 1인_치즈포텐 피자 P(9,000원), 1인_슈퍼빽보이 피자 P(9,000원), [NEW]투움바새우&바질치즈 반반피자 R(22,400원), [NEW]투움바 새우 피자R(20,900원), [NEW]투움바 새우 피자L(24,900원), [NEW]바질마스카포네 피자R(19,900원), [NEW]바질마스카포네 피자L(23,900원), 동글동글 감자밭 피자R(17,900원), 동글동글 감자밭 피자L(21,900원), 달달구리 꿀통고구마 피자 R(17,900원), 빽라거 500ml(4,500원)"
빅스타피자 건대점,서울 광진구 아차산로 345 래미안프리미어팰리스 102동 상가 1층 131호,4.4,"콰트로프리미엄 (L size)(25,700원), 불고기(21,700원), 콰트로프리미엄 (3XL size)(32,700원), 라자냐시카고피자(M size)(25,700원), 페퍼로니 시카고피자 (M size)(25,200원), 필리치즈스테이크 시카고피자 (M size)(27,200원), 뉴욕 반반 피자(3XL size)(27,200원), 체다치즈 피자 (3XL size)(26,200원), 콤비네이션 피자 (3XL size)(28,700원), 더블페퍼로니피자(3XL size)(28,200원), [신메뉴]라자냐마스카포네(22,700원), 스위트콘쉬림프 시카고피자 (M size)(26,200원), 흐르쥬퐁듀 시카고피자 (M size)(27,200원), 콤비네이션(20,700원), 슈퍼카니발(22,700원), 멕시칸토네이도(22,700원), 치폴레쉬림프(24,700원), 체다치즈(19,700원), 더블페퍼로니(20,700원), 포테이토(20,700원), 달콤구마(20,700원), 하와이언(20,700원), 포테이토 피자 (3XL size)(28,200원), 달콤구마 피자 (3XL size)(28,200원), 하와이언피자 (3XL size)(29,700원), 불고기 피자 (3XL size)(31,700원), 순살핫켄터키치킨4조각(5,900원), 순살핫켄터키치킨 8조각(10,900원), 콘립&통살팝콘치킨(6,700원), 켄터키치킨 1마리(17,900원)"
피자스쿨 중곡제일시장점,서울 광진구 능동로51길 44 1층,4.7,"고구마피자(12,900원), 까르보네피자(14,900원), 더블갈릭바베큐피자(15,900원), 직화홀릭바이트피자(16,900원), 치즈피자(10,900원), 페퍼로니피자(11,900원), 콤비네이션피자(12,900원), 핫치킨피자(12,900원), 불고기피자(13,900원), 포테이토피자(13,900원), 불닭고구마피자(15,900원), 오지치즈포테이토피자(16,900원), 프리미엄스테이크피자(17,900원), 나폴리피자(14,900원), 고르곤졸라피자(14,900원), 아이리쉬포테이토피자(14,900원), 지구식단직화피자(14,900원), 야채퀘사디아피자(15,900원), 비프퀘사디아피자(15,900원), 치킨퀘사디아피자(15,900원), 트러플포테이토피자(15,900원), 트러플머쉬룸피자(15,900원), 직화파인애플피자(15,900원), 깐쇼새우피자(16,900원), 닭안심살피자(16,900원), 도이치바이트피자(16,900원), 멕시칸바이트피자(16,900원), 미트러버피자(17,900원), 크림치즈볼(4,900원), 갈릭포테이토(4,900원)"
폰버거,서울 광진구 동일로24길 23 1층,,"치즈스테이크버거(6,900원), 저스트버거(6,900원), 볼케이노버거(7,900원), 그릴슈림프버거(9,900원), 그릴머쉬룸버거(9,900원)"
피자스쿨 광장점,서울 광진구 아차산로 499 청구아파트상가 1층 10~11호,3.8,"고구마피자(12,900원), 까르보네피자(14,900원), 더블갈릭바베큐피자(15,900원), 직화홀릭바이트피자(16,900원), 치즈피자(10,900원), 페퍼로니피자(11,900원), 콤비네이션피자(12,900원), 포테이토피자(13,900원), 오지치즈포테이토피자(16,900원), 치킨텐더(5,900원), 치즈오븐스파게티(6,900원), 프리미엄스테이크피자(17,900원), 핫치킨피자(12,900원), 불고기피자(13,900원), 나폴리피자(14,900원), 고르곤졸라피자(14,900원), 아이리쉬포테이토피자(14,900원), 지구식단직화피자(14,900원), 야채퀘사디아피자(15,900원), 비프퀘사디아피자(15,900원), 치킨퀘사디아피자(15,900원), 트러플포테이토피자(15,900원), 트러플머쉬룸피자(15,900원), 직화파인애플피자(15,900원), 불닭고구마피자(15,900원), 깐쇼새우피자(16,900원), 닭안심살피자(16,900원), 도이치바이트피자(16,900원), 멕시칸바이트피자(16,900원), 미트러버피자(17,900원)"
오늘은슈림프,서울 광진구 뚝섬로23길 59 1층,4.9,"[[미국해물찜]]보일링쉬림프（1인분）(24,000원), [[집들이용 이색음식]]보일링쉬림프（2~3인분）(39,000원), [달콤단백]허니 갈릭 볶음밥(12,000원), [매콤짭짤]보일링 김치 볶음밥(12,000원), 갈릭 쉬림프 덮밥(15,000원), 베이컨 크림 리조또(13,000원), 샐러드 파스타(14,000원), 트러플향 버섯크림 파스타(14,000원), 베이컨크림파스타(13,000원), 해산물크림파스타(13,000원), 상하이 파스타(13,000원), 새우 칠리오일 파스타(12,000원), 갈치속젓 파스타(12,000원), 오늘의샐러드(5,000원), （후회없는）케이준 옥수수(9,000원), 감자튀김(6,000원), 트러플감자튀김(7,000원), 체다치즈 베이컨 감자튀김(9,000원), 버터밥(2,000원), 파스타면(2,000원), 민물새우깡(9,900원), 황태(10,000원), 닥터페퍼제로 355ml(2,000원), 코카콜라 355mL(2,000원), 코카콜라제로 355mL(2,000원), 닥터페퍼제로 355mL(2,000원), 스프라이트 355mL(2,000원), 탄산수(2,000원), 블랙올리브(1,000원), 수제 피클(500원)"
미친피자 건대본점,서울 광진구 광나루로19길 9 2층,3.6,"5000원 할인 [] 주문건수1위[] ／ 한판에 두가지맛(19,500원), 한판에 네가지맛 쿼터(19,500원), （헤비）미.친.피.자 시그니처(24,500원), 미.친 메가미트핫페퍼로니(22,500원), 미.친 페퍼로니 2X(19,500원), 미.친.피.자 두판＋음료세트(31,800원), （NEW）치즈치즈치즈 버거피자(28,500원), 미.친 더블치즈 2X(18,500원), 슈퍼콤비네이션 2X(20,500원), 울트라콤비네이션 2X(22,500원), 포테이토베이컨(20,500원), ㅁㅣ친 치즈오븐파스타(6,000원), 화이트고구마무스베이컨(21,500원), 스프라이트 1.5L(2,500원), 내가만든 미친피자(8,900원), 10P 골라담는 사이드＋음료(10,900원), 보니다니 하와이안(19,500원), 베이컨체다치즈(20,500원), 쏘세지.베이컨.페퍼로니(22,500원), 올리브.버섯.페퍼로니(21,500원), 고르곤졸라맛있다＋꿀(19,500원), 슈퍼슈프림 （파인애플）(20,500원), 더블포테이토베이컨(22,500원), 더블치즈스테이크(25,500원), 호구마스위트(21,500원), 야채피자(18,500원), （매운）핫치킨&쉬림프(25,500원), （매운）쉬림프디럭스(24,500원), （매운）핫치킨(22,500원), 스파이시콤비네이션(21,500원)"
피자스쿨 노룬산점,서울 광진구 뚝섬로 480 1층,4.0,"고구마피자(10,900원), 까르보네피자(12,900원), 깐쇼새우피자(14,900원), 나폴리피자(12,900원), 닭안심살피자(14,900원), 도이치바이트피자(14,900원), 멕시칸바이트피자(14,900원), 불고기피자(11,900원), 비프퀘사디아피자(13,900원), 스테이크피자(13,900원), 아이리쉬포테이토피자(12,900원), 아채퀘사디아피자(13,900원), 직화파인애플피자(13,900원), 직화홀릭바이트피자(14,900원), 치즈피자(8,900원), 치킨퀘사디아피자(13,900원), 콤비네이션피자(10,900원), 페퍼로니피자(9,900원), 포테이토피자(11,900원), 핫치킨피자(10,900원), 더블갈릭바베큐피자(13,900원), 고르곤졸라피자(12,900원), 미트러버피자(15,900원), 트러플포테이토피자(13,900원), 오지치즈포테이토피자(14,900원), 마라치킨피자(13,900원), 치즈오븐크림스파게티(6,900원), 트러플머쉬룸피자(13,900원), 불닭고구마피자(13,900원)"
멕시칼리 (2025년 4월 이전 예정),서울 광진구 천호대로 634 1-3층,0.0,
프랭크버거 자양점,서울 광진구 뚝섬로 595 1층 102호,2.9,"머쉬룸크림스테이크버거세트(11,400원), 하바네로핫치킨버거세트(11,100원), 청양마요쉬림프버거세트(10,100원), 더블비프치즈버거세트(12,800원), JG버거세트(13,800원), 프랭크버거세트(9,500원), 쉬림프버거세트(9,900원), 치즈버거세트(10,400원), 베이컨치즈버거세트(11,800원), K불고기버거(5,100원), [수제버거]프랭크버거(5,500원), 쉬림프버거(5,900원), 더블비프치즈버거(8,800원), 비프앤쉬림프버거세트(12,800원), 크리스피치킨버거세트(10,800원), K불고기치즈버거세트(10,100원), JG버거(9,800원), K불고기버거세트(9,100원), K핫불고기버거세트(9,100원), 비프앤쉬림프버거(8,800원), 베이컨치즈버거(7,800원), 청양마요쉬림프버거(6,100원), 하바네로핫치킨버거(7,100원), 머쉬룸크림스테이크버거(7,400원), 롱새우스틱(1개)(2,500원), 딸기밀크쉐이크(4,700원), 초코밀크쉐이크(4,700원), K핫불고기버거(5,100원), K불고기치즈버거(6,100원), 치즈버거(6,400원)"
게이트원,서울 광진구 능동로40길 23 1층,4.1,"베이직 핫도그(6,500원), 에그 핫도그(7,000원), 치킨텐더 핫도그(7,500원), 폴드포크 핫도그(8,000원), 스테이크 핫도그(9,000원), 쉬림프크림파스타(10,900원), 풀드포크파스타(10,900원), 알리올리오(11,900원), 닭다리스파이시파스타(11,900원), 상하이토마토파스타(11,900원), 리코타 샐러드(9,000원), 쉬림프 샐러드(9,500원), 치킨텐더 샐러드(9,000원), 닭다리살 샐러드(10,500원), 스테이크 샐러드(11,500원), 맥앤치즈(13,900원), 부채살 찹스테이크(19,800원), 감바스(19,900원), 부채살 플래터(200g)(22,900원), 연어스테이크 플래터(200g)(22,900원)"
안다미로 도르리,서울 광진구 아차산로29길 34 2층,0.0,"매콤 삼겹 로제 파스타(20,000원), 새우틔김(23,000원), 버팔로윙과 샐러드(15,000원), 먹물 리조또(20,000원), 해산물 볶음 파스타(18,000원)"
치토,서울 광진구 뚝섬로26길 5 1층,5.0,"쇼가야끼(13,000원), 새우오일파스타(12,000원), 나폴리탄 스파게티(10,000원)"
움버거앤윙스 어린이대공원역점,서울 광진구 광나루로 361 동양파라곤 1층 105호,5.0,"버거 오리지널(5,800원), 버거 핫 크리미(6,900원), 버거 스파이시로제(6,900원), 버거 버팔로(6,900원), 버거 소이갈릭(6,900원), 버거 핫 레드(6,900원)"
