상호,주소,별점,메뉴
호텔더캐슬 신천점,서울 송파구 올림픽로12길 4-17,2.0,"룸타입 디럭스(도보전용,주차불가,금연,넷플릭스(개인계정),유튜브 시청가능) (65,000원~), 룸타입 디럭스(금연,넷플릭스(개인계정),유튜브 시청가능) (70,000원~), 룸타입 디럭스 트윈(금연,넷플릭스(개인계정),유튜브 시청가능) (70,000원~), 룸타입 디럭스 시티뷰(도보전용,주차불가,금연,넷플릭스(개인계정),유튜브 시청가능) (70,000원~), 룸타입 디럭스 시티뷰(금연,넷플릭스(개인계정),유튜브 시청가능) (75,000원~), 룸타입 스위트(금연,넷플릭스(개인계정),유튜브 시청가능) (90,000원~), 룸타입 스위트 시티뷰(금연,넷플릭스(개인계정),유튜브 시청가능) (100,000원~), 룸타입 디럭스(15시 입실 / 얼리체크인,금연,넷플릭스(개인계정),유튜브 시청가능) (115,000원~), 룸타입 디럭스 트윈(15시 입실 / 얼리체크인,금연,넷플릭스(개인계정),유튜브 시청가능) (115,000원~), 룸타입 시그니처 스위트(금연,넷플릭스(개인계정),유튜브 시청가능) (130,000원~), 룸타입 디럭스 시티뷰(15시 입실 / 얼리체크인,금연,넷플릭스(개인계정),유튜브 시청가능) (130,000원~), 룸타입 디럭스 시티뷰 - 연박 전용(금연,넷플릭스(개인계정),유튜브 시청가능) (130,000원~), 룸타입 스위트(15시 입실 / 얼리체크인,금연,넷플릭스(개인계정),유튜브 시청가능) (145,000원~), 룸타입 로얄 스위트(금연,넷플릭스(개인계정),유튜브 시청가능) (150,000원~), 룸타입 스위트 시티뷰(15시 입실 / 얼리체크인,금연,넷플릭스(개인계정),유튜브 시청가능) (160,000원~), 룸타입 시그니처 스위트(15시 입실 / 얼리체크인,금연,넷플릭스(개인계정),유튜브 시청가능) (190,000원~), 룸타입 로얄 스위트(15시 입실 / 얼리체크인,금연,넷플릭스(개인계정),유튜브 시청가능) (220,000원~)"
파로스관광호텔,서울 송파구 올림픽로10길 5,1.7,
신천노블스테이호텔,서울 송파구 올림픽로12길 4-8,3.7,"룸타입 도보특가-연박불가 (61,600원~), 룸타입 디럭스-연박불가 (67,200원~), 룸타입 프리미엄 연박불가 (72,800원~), 룸타입 70인치 Movie룸-연박불가 (78,400원~), 룸타입 Staying for consecutive nights-연박가능 (89,600원~), 룸타입 얼리체크인-연박가능 (100,800원~), 룸타입 레이트체크아웃-연박가능 (100,800원~)"
로즈마리모텔,서울 송파구 올림픽로12길 5-29,3.0,"룸타입 일반실 주차불가(도보전용, 주차X) (40,000원~), 룸타입 일반실(일반차량 주차가능, SUV 차량 주차불가, 전 객실 넷플릭스 시청가능) (50,000원~), 룸타입 일반실 - 연박전용(일반차량 주차가능, SUV 차량 주차불가, 전 객실 넷플릭스 시청가능) (60,000원~), 룸타입 빠른입실 - 일반실(넷플릭스 무료시청 가능, SUV, 대형차량 주차불가) (60,000원~), 룸타입 일반실 B (65,000원~), 룸타입 트윈룸 (65,000원~)"
서울아산숙소 힐하우스,서울 송파구 토성로 21 3층,4.6,
오로시에호텔,서울 송파구 오금로11길 21-19,4.4,"룸타입 스탠다드 킹 (150,000원~), 룸타입 스탠다드 킹 (160,000원~), 룸타입 디럭스 킹 (170,000원~), 룸타입 스탠다드 킹 (180,000원~), 룸타입 프리미어 킹 (190,000원~), 룸타입 프리미어 킹 (200,000원~), 룸타입 프리미어 킹 (220,000원~), 룸타입 디럭스 플러스 (킹+슈퍼싱글) (230,000원~), 룸타입 스위트 킹 (290,000원~), 룸타입 스위트 킹 (300,000원~), 룸타입 스위트 킹 (320,000원~)"
호텔 더 캐슬방이1,서울 송파구 올림픽로32길 7,3.6,
골든씨티호텔,서울 동대문구 천호대로 377,3.6,
라비타호텔,서울 강남구 영동대로 712,1.7,
씩스티호텔,서울 송파구 올림픽로12길 4-12,3.0,"룸타입 당일특가(도보전용,주차불가,넷플릭스 시청가능) (45,000원~), 룸타입 일반실(넷플릭스 시청가능,승용차만주차가능) (50,000원~), 룸타입 특실(넷플릭스 시청가능) (55,000원~), 룸타입 VIP(넷플릭스 시청가능) (70,000원~)"
호텔엔유 종합운동장점,서울 송파구 올림픽로10길 8,2.6,"룸타입 디럭스-65인치 시네마TV (156,800원~), 룸타입 4060 스페셜 게이밍2PC-65인치 시네마TV (156,800원~), 룸타입 시그니처스위트A-65인치 시네마TV (224,000원~), 룸타입 시그니처스위트B-65인치 시네마TV (224,000원~), 룸타입 시그니처스위트C-65인치 시네마TV (224,000원~), 룸타입 슈퍼트윈 더블X2-65인치 시네마TV (246,400원~), 룸타입 스탠다드-65인치 시네마TV (예약마감)"
넘버25 방이점,서울 송파구 오금로11길 21-13,4.6,"룸타입 도보전용 선착순 특가 - Standard (61,600원~), 룸타입 도보전용 선착순 특가- Deluxe (67,200원~), 룸타입 Deluxe A (78,400원~), 룸타입 Deluxe Twin (89,600원~), 룸타입 Superior(안마의자or스타일러)랜덤배정 (89,600원~), 룸타입 Grand (100,800원~), 룸타입 Standard B (106,400원~), 룸타입 Deluxe B (112,000원~), 룸타입 Standard A (예약마감)"
호텔라엠,서울 강남구 봉은사로113길 23,3.5,"룸타입 일반실(개인 계정 넷플릭스 시청 가능,주차불가) (65,000원~), 룸타입 일반실(개인 계정 넷플릭스 시청 가능,주차가능) (70,000원~), 룸타입 특실B(개인 계정 넷플릭스 시청 가능) (80,000원~), 룸타입 특실A(개인 계정 넷플릭스 시청 가능) (85,000원~)"
호텔엔트라 강남,서울 강남구 도산대로 508,2.4,"룸타입 디럭스 킹 (263,835원~), 룸타입 프리미어 킹 (287,377원~), 룸타입 프리미어 트윈 (287,377원~)"
새턴호텔,서울 성동구 자동차시장1길 29,2.9,"룸타입 스탠다드-도보전용(넷플릭스, 유튜브, 주차불가) (55,000원~), 룸타입 스탠다드(넷플릭스, 유튜브 무료시청, 주차가능) (60,000원~), 룸타입 디럭스-도보전용(주차불가, 넷플릭스, 유튜브 무료시청) (65,000원~), 룸타입 디럭스(넷플릭스, 유튜브 무료시청) (70,000원~), 룸타입 디럭스 트윈(넷플릭스, 유튜브 무료시청) (80,000원~), 룸타입 프리미엄(넷플릭스, 유튜브 무료시청, 스타일러, 객실랜덤배정) (90,000원~), 룸타입 프리미엄 트윈(넷플릭스, 유튜브 무료시청, 스타일러, 객실랜덤배정) (100,000원~), 룸타입 뮤직스위트(넷플릭스,유튜브,스타일러,노래방(새벽3시까지),인원추가비용O) (130,000원~), 룸타입 뮤직루프탑(추가침구제공 불가)(넷플릭스,유튜브 스타일러,노래방(새벽1시까지),인원추가비용O) (150,000원~), 룸타입 펜트하우스(넷플릭스,노래방 밤12시까지,복층,추가침구류 제공안됨) (200,000원~)"
라비앙호텔,서울 송파구 올림픽로12길 4-15,3.0,"룸타입 Standard 도보특가 (55,000원~), 룸타입 Standard (60,000원~), 룸타입 Deluxe 도보특가 (60,000원~), 룸타입 Deluxe (65,000원~), 룸타입 Standard B(빠른입실) (90,000원~), 룸타입 Premium (100,000원~), 룸타입 Deluxe B(빠른입실) (100,000원~), 룸타입 STANDARD - 연박 전용 (100,000원~), 룸타입 Suite (140,000원~)"
글래드 강남코엑스센터,서울 강남구 테헤란로 610 2층~20층,3.3,"룸타입 스탠다드 트윈 (148,220원~), 룸타입 스탠다드 더블 (152,460원~)"
로즈파크모텔,서울 성동구 아차산로7길 42-1,0.0,
포레스타 1호점,서울 송파구 백제고분로7길 23-6,1.8,"룸타입 오늘의 이벤트(넷플릭스 유튜브 시청 가능, 랜덤배정, 주차불가) (60,000원~), 룸타입 Standard(넷플릭스 유튜브 시청 가능) (70,000원~), 룸타입 Deluxe Double(넷플릭스 유튜브 시청 가능) (80,000원~), 룸타입 Deluxe Twin(넷플릭스 유튜브 시청 가능) (80,000원~), 룸타입 Semi Suite(넷플릭스 유튜브 시청 가능) (90,000원~), 룸타입 레이트 체크아웃 Deluxe Double(넷플릭스 유튜브 시청 가능, 평일연박가능) (90,000원~), 룸타입 Deluxe Double - 연박 전용(넷플릭스 유튜브 시청 가능) (100,000원~), 룸타입 얼리-레이트 Deluxe Double(넷플릭스 유튜브 시청 가능, 금토일 연박가능) (140,000원~), 룸타입 Royal Suite 1302호(퀸+퀸베드,넷플릭스 유튜브 시청 가능) (180,000원~), 룸타입 Royal Suite 1301호(싱클+퀸베드,넷플릭스 유튜브 시청 가능) (180,000원~)"
호텔어반,서울 송파구 오금로11길 23-18,3.5,"룸타입 스탠다드 도보전용(1.5인용욕조,에이스듀오테크매트리스,웨이브넷플릭스시청,헝가리구스다운) (55,000원~), 룸타입 스탠다드A(1.5인용욕조,에이스듀오테크매트리스,웨이브넷플릭스,헝가리구스다운) (65,000원~), 룸타입 슈페리어 도보전용(슈페리어a,b중랜덤배정,차량이용불가,웨이브,넷플릭스시청가능,헝가리구스다운) (65,000원~), 룸타입 슈페리어B (디아블로4+배그고사양2PC+RTX3060)(2인욕조에이스듀오테크헝가리구스다운 65인치 대형티비) (70,000원~), 룸타입 스탠다드B (2인용조적욕조120*110깊이 60센치)(65인치TV에이스듀오테크매트리스웨이브넷플릭스시청헝가리구스다운) (70,000원~), 룸타입 슈페리어A(65인치TV+스파2인욕조+에이스듀오테크매트리스+웨이브넷플릭스헝가리구스다운) (70,000원~), 룸타입 스탠다드C(트윈퀸+싱글침대+1.5인용욕조+에이스듀오테크+웨이브넷플릭스헝가리구스다운) (70,000원~), 룸타입 로얄스위트(안마의자+스타일러구+80인치TV스파에이스듀오테크웨이브넷플릭스헝가리구스다운) (91,000원~), 룸타입 슈페리어 얼리체크인(웨이브, 넷플릭스 시청 가능,헝가리구스다운) (100,000원~), 룸타입 스탠다드 C - 얼리체크인(트윈 퀸+싱글침대+1.5인용욕조+에이스듀오테크웨이브넷플릭스헝가리구스다운) (105,000원~), 룸타입 VIP (이용일 3일전 취소불가)(2인용게임기안마의자스타일러대형TV트윈베드스파에이스듀오테크헝가리구스다운) (110,000원~)"
호텔27 동대문,서울 성동구 자동차시장1길 27,3.0,"룸타입 슈페리어 미니 주차불가(디즈니,티빙,왓챠,애플,유튜브 이용가능, 올인원 비데) (59,800원~), 룸타입 디럭스 주차불가(디즈니,티빙,왓챠,애플,유튜브 이용가능, 올인원 비데) (69,800원~), 룸타입 디럭스(디즈니,티빙,왓챠,애플,유튜브 이용가능, 올인원 비데) (79,800원~), 룸타입 럭키투데이 랜덤(객실 업그레이드-디럭스룸 이상) (79,800원~), 룸타입 세미 스위트(디즈니,티빙,왓챠,애플,유튜브 이용가능, 올인원 비데) (99,800원~), 룸타입 스위트(디즈니,티빙,왓챠,애플,유튜브 이용가능, 올인원 비데) (109,800원~), 룸타입 히노끼탕 & 파티룸(TJ노래방, 빔스크린 100인치)(디즈니,티빙,왓챠,애플,유튜브 이용가능, 올인원비데) (299,800원~)"
리버스테이,서울 성동구 둘레17길 2,0.0,
하루모텔,서울 송파구 올림픽로12길 5-17,3.6,"룸타입 Premium (도보전용, 주차금지, 넷플릭스 무료이용) (95,200원~), 룸타입 Premium(넷플릭스 시청가능) (106,400원), 룸타입 Standard (도보 전용 , 주차금지,넷플릭스 무료이용) (123,200원), 룸타입 Standard(넷플릭스 시청가능) (예약마감)"
보르조미 서울부티크호텔,서울 동대문구 천호대로83길 98,3.6,
신천플러스모텔,서울 송파구 올림픽로12길 5-25,1.9,"룸타입 준특실 (145,600원)"
남해여관,서울 성동구 아차산로13길 53,0.0,
서울숲스테이,서울 성동구 왕십리로 108-1,4.3,"룸타입 트윈룸 2층침대(공용샤워실) (59,000원~), 룸타입 트윈룸(개인샤워실) (65,000원~), 룸타입 더블룸(개인샤워실) (65,000원~), 룸타입 트리플룸 (75,000원~), 룸타입 5인 패밀리룸 (110,000원~)"
마쯔모텔,서울 송파구 올림픽로12길 5-30,3.1,"룸타입 스탠다드(주차 전화문의, 넷플릭스 이용가능) (40,000원~), 룸타입 게이밍커플PC RTX2060 & 200Hz(주차 전화문의, i5-9400, 32인치 모니터, g102, 배그가능) (50,000원~), 룸타입 잠꾸러기 PKG 2PC(배그 가능, 주차 전화문의) (70,000원~), 룸타입 게이밍커플PC 빠른입실(주차 전화문의)(RTX2060 & 200Hz i5-9400, 32인치 모니터, g102) (70,000원~)"
에이플러스,서울 송파구 백제고분로7길 15-10,1.8,
호텔아이시시,서울 성동구 아차산로 113 604호,0.0,
체리호텔,서울 송파구 오금로11길 11-15,4.2,
톰지호텔,서울 송파구 오금로11길 21-12,2.6,"룸타입 스탠다드 - 도보특가 (67,200원~), 룸타입 스탠다드 (72,800원~), 룸타입 디럭스 (84,000원~), 룸타입 스탠다드 2PC (89,600원~), 룸타입 디럭스 2PC (100,800원~), 룸타입 스탠다드 올데이 (106,400원~), 룸타입 스위트 2PC (123,200원~), 룸타입 스위트 트윈 (123,200원~)"
동명여인숙,서울 성동구 둘레17길 6,0.0,
칸호텔,서울 송파구 백제고분로7길 7-8,4.0,"룸타입 얼리 디럭스(주차가능) (115,000원)"
잠실퍼니호텔,서울 송파구 올림픽로12길 4-14,1.3,"룸타입 일반실(도보전용) (56,000원~), 룸타입 특실 (67,200원~), 룸타입 특실 트윈 (78,400원~)"
로얄장여관,서울 성동구 성수이로6길 14,0.0,
월호텔,서울 송파구 오금로11길 23-16,3.0,"룸타입 Standard A(도보전용+넷플릭스 시청가능)) (45,000원~), 룸타입 Deluxe C(도보전용+넷플릭스+디즈니 시청가능)) (55,000원~), 룸타입 Premium(넷플릭스+디즈니+ 시청가능, 65인치TV) (70,000원~), 룸타입 커플 PC룸(12세대 3060TI, 게임의자, 넷플릭스+디즈니+65인치TV) (70,000원~), 룸타입 Suite 2PC (커플 PC)(12세대 3060TI,게임의자,넷플릭스+디즈니+65인치 TV) (80,000원~), 룸타입 빠른숙박(도보전용, 객실 랜덤배정, 넷플릭스 + 디즈니 시청가능) (80,000원~), 룸타입 Royal Suite 2PC(12세대 3060TI,게임의자,안마의자,넷플릭스+디즈니+65인치 TV) (90,000원~), 룸타입 빠른입실숙박 커플PC룸(GTX1060, 넷플릭스,디즈니+고화질65인치TV+프리미엄메모리폼매트리스) (120,000원~)"
타임모텔,서울 송파구 올림픽로32길 4,5.0,"룸타입 주니어 뿌띠(숙박 주차불가/대실 주차가능) (40,000원~), 룸타입 스탠다드(숙박 주차불가/대실 주차가능) (45,000원~), 룸타입 디럭스 (50,000원~), 룸타입 VIP (55,000원~)"
루이체호텔,서울 송파구 오금로11길 21-6,3.6,"룸타입 스탠다드 A,B - 도보전용(주차불가,랜덤배정,모든OTT시청가능) (55,000원~), 룸타입 스탠다드 A,B(랜덤배정,모든OTT시청가능) (60,000원~), 룸타입 디럭스 A,B,C(sofa, 랜덤배정, 모든OTT시청가능) (70,000원~), 룸타입 프리미엄 A(Relax-chair,모든OTT시청가능) (80,000원~), 룸타입 늦은퇴실(랜덤배정,모든OTT시청가능) (80,000원~), 룸타입 프리미엄 B(mirror-room,모든OTT시청가능) (85,000원~), 룸타입 디럭스 빠른입실(Relax-chair,Styler,sofa,랜덤배정,모든OTT시청가능) (90,000원~), 룸타입 프리미엄 트윈(퀸+싱글배드, 모든OTT시청가능) (90,000원~), 룸타입 프리미엄 A,B 빠른입실(Relax-chair,mirror-room,모든OTT시청가능) (100,000원~), 룸타입 스위트 A(twin bed family room,모든OTT시청가능) (110,000원~)"
라몬호텔,서울 송파구 올림픽로12길 5-11,1.7,"룸타입 도보특가 일반실 (40,000원~), 룸타입 일반실(넷플릭스 자동로그인 이용가능) (45,000원~), 룸타입 도보특가 준특실 (45,000원~), 룸타입 준특실(넷플릭스 자동로그인 이용가능) (50,000원~), 룸타입 일반실(빠른입실 12시) (60,000원~), 룸타입 준특실(빠른입실 12시) (65,000원~)"
오크우드프리미어 코엑스센터,서울 강남구 테헤란로87길 46,3.7,
호텔봄,서울 송파구 백제고분로7길 3-16,4.3,
하얀호텔,서울 동대문구 장한로 31,1.0,"룸타입 Standard (36,960원~), 룸타입 Deluxe (44,800원~), 룸타입 Twin (56,000원~), 룸타입 Suite (56,000원~)"
부티크호텔K 동대문점,서울 동대문구 천호대로 341,2.1,"룸타입 스탠다드 더블B - 도보전용 (45,000원~), 룸타입 스탠다드 더블B - 주차전용 (50,000원~)"
MW호텔,서울 송파구 올림픽로12길 5-9,1.0,"룸타입 스탠다드(도보 전용, 주차불가) (40,000원~), 룸타입 프리미어(도보 전용, 주차불가) (45,000원~), 룸타입 스탠다드 (45,000원~), 룸타입 프리미어 (50,000원~)"
비젼게스트하우스 신천점,서울 송파구 석촌호수로12길 14,4.0,
IMT호텔,서울 송파구 올림픽로34길 5,3.0,"룸타입 일반실 (50,400원~), 룸타입 준특실 (56,000원~), 룸타입 이코노미룸 (56,000원~), 룸타입 시네마룸 (67,200원~), 룸타입 특실 (78,400원~), 룸타입 일반실 All day (78,400원~), 룸타입 준특실 All day (95,200원~), 룸타입 시네마룸 All day (112,000원~), 룸타입 특실 All day (112,000원~)"
셀레네모텔,서울 송파구 오금로11길 21-15,2.5,"룸타입 Standard 주차불가(넷플릭스 시청가능,도보전용,주차불가,PC사용X) (60,000원~), 룸타입 디럭스 주차불가(넷플릭스 시청가능,PC사용X) (65,000원~), 룸타입 Deluxe Twin(더블+싱글,넷플릭스 시청가능,PC사용X) (70,000원~), 룸타입 VIP 주차가능(대형65""TV,넷플릭스 시청가능,스타일러,PC사용X,안마의자X) (70,000원~), 룸타입 도보전용 특가(넷플릭스 시청가능, PC사용X) (120,000원~)"
와우호텔,서울 송파구 오금로11길 7-10,3.4,"룸타입 스탠다드 도보전용(넷플릭스 이용가능+게이밍2PC+헤드셋 제공,차량이용불가) (60,000원~), 룸타입 스탠다드(넷플릭스 이용가능,게이밍2PC+헤드셋 제공) (70,000원~), 룸타입 디럭스(게이밍2PC+헤드셋제공+넷플릭스 이용가능) (80,000원~), 룸타입 VIP(고급안마의자+게이밍2PC+스타일러+넷플릭스 이용가능) (90,000원~), 룸타입 Family(넷플릭스 이용가능+트윈 더블침대x2+게이밍2PC) (100,000원~), 룸타입 무한대실/얼리체크인(객실 랜덤배정) (100,000원~), 룸타입 VVIP(고급안마의자+게이밍2PC+스타일러+넷플릭스 이용가능) (100,000원~)"
반,서울 송파구 올림픽로12길 5-19,1.0,"룸타입 일반실(주차불가) (35,000원~), 룸타입 특실 (40,000원~), 룸타입 특실(주차불가) (40,000원~)"
호텔더캐슬 방이2호점,서울 송파구 올림픽로32길 7-1,3.3,"룸타입 디럭스 더블 (67,200원~), 룸타입 디럭스 시티뷰 (78,400원~), 룸타입 스위트 (89,600원~), 룸타입 시그니처 스위트 (123,200원~)"
제일여관,서울 성동구 성덕정길 90-8,0.0,
신천 윈,서울 송파구 올림픽로12길 5-21,2.5,"룸타입 Boutique A (50,000원~), 룸타입 Boutique A(도보전용 주차불가) (50,000원~), 룸타입 Boutique B (55,000원~), 룸타입 Boutique B(도보전용, 주차불가) (55,000원~), 룸타입 24시간 쓰자 (도보전용)(평일 연박가능,연박가능 빠른입실 14시 객실랜덤배정) (70,000원~)"
라자호텔,서울 송파구 오금로11길 11-21,4.2,"룸타입 일반실(스타일러 이용 가능, 넷플릭스 시청가능) (60,000원~), 룸타입 일반실(도보전용, 넷플릭스 시청가능) (60,000원~), 룸타입 준특실(스타일러 이용 가능, 넷플릭스 시청가능) (70,000원~), 룸타입 준특실(도보전용, 넷플릭스 시청가능) (70,000원~), 룸타입 특실(스타일러 이용 가능, 커플 PC, 넷플릭스 시청가능) (80,000원~), 룸타입 특실(도보전용, 커플 PC, 넷플릭스 시청가능 ) (80,000원~)"
호텔라비(HOTELRAVI),서울 송파구 오금로11길 21-7,1.9,"룸타입 슈페리어-도보전용(one ordinary day+OTT 전부 시청 가능) (60,000원~), 룸타입 슈페리어 one ordinary day (최고급 더블매트리스)(+65인치TV+공기청정기+OTT 전부 시청 가능+PC+고데기) (65,000원~), 룸타입 디럭스 A refreshing day(최고급매트리스+65인치TV+공기청정기+OTT 전부 시청 가능+PC+욕조) (75,000원~), 룸타입 늦은퇴실 Late check-out(야간대실/ OTT 전부 시청 가능) (85,000원~), 룸타입 프리미엄 2pc A good day (최고급 더블매트리스)(65인치TV+공기청정기+OTT 전부 시청 가능+배그사양커플2PC가능) (90,000원~), 룸타입 빠른입실 Early check-in(야간대실/ OTT 전부 시청 가능) (90,000원~), 룸타입 스위트 THE RAVI (최고급2Bed+PC+65인치TV)(+스타일러+안마의자+야외테라스+OTT 전부 시청가능) (120,000원~)"
잠실스테이호텔,서울 송파구 삼전로 67,2.9,"룸타입 슈퍼싱글 (76,160원~), 룸타입 스탠다드 시네마 (87,360원~), 룸타입 디럭스 시네마 (98,560원~), 룸타입 디럭스 트윈 (109,760원~), 룸타입 프리미어 2PC (128,800원~), 룸타입 VIP 파티 (179,200원~)"
그랜드인터컨티넨탈 서울파르나스,서울 강남구 테헤란로 521,4.5,"룸타입 (프로모션) 클래식 킹 (299,000원~), 룸타입 (프로모션) 클래식 킹 & 2인 조식 (379,000원~), 룸타입 (프로모션) 주니어 스위트 킹 & 2인 조식 (419,000원~), 룸타입 클래식 킹 (459,800원~), 룸타입 (프로모션) 클럽 주니어 스위트 킹 (469,000원~), 룸타입 주니어 스위트 킹 (580,800원~), 룸타입 주니어 스위트 킹 (665,500원~), 룸타입 클럽 주니어 스위트 킹 (738,100원~)"
하오호텔,서울 송파구 오금로11길 23-14,1.4,"룸타입 스탠다드 도보전용(전기장판+무소음냉장고+샤워부스+TV+PC+공기청정제) (40,000원~), 룸타입 스탠다드(전기장판+무소음냉장고+샤워부스+TV+PC+공기청정제) (45,000원~)"
호텔 동그라미,서울 송파구 오금로11길 47-10,2.9,
유성장여관,서울 성동구 성덕정길 90-13,0.0,
파루스셀라 성수,서울 성동구 성수일로12길 15-1,0.0,"룸타입 스탠다드 룸(약 4평 크기의 아늑하고 쾌적한 일반실) (60,000원~)"
호텔27,서울 성동구 자동차시장1길 27,0.0,
폼호텔,서울 송파구 백제고분로7길 7-13,2.0,
강쥐와나,서울 성동구 아차산로 91,0.0,
첼로호텔,서울 송파구 오금로11길 23-19,2.9,
호텔까사,서울 송파구 올림픽로34길 7,3.0,"룸타입 일반실 도보전용 (40,000원~), 룸타입 일반실 (45,000원~), 룸타입 특실 (50,000원~), 룸타입 일반실 트윈 (55,000원~), 룸타입 특실 트윈 (60,000원~), 룸타입 일반실 얼리체크인 (60,000원~), 룸타입 VIP트윈 (80,000원~)"
머니호텔,서울 송파구 올림픽로34길 9,2.6,"룸타입 스탠다드 도보특가(최고급 매트리스, 대형TV) (55,000원~), 룸타입 스탠다드(최고급 매트리스, 대형TV) (58,000원~), 룸타입 게이밍 1PC(초고사양 1pc(헤드셋대여), 최고급 매트리스,대형TV) (60,000원~), 룸타입 게이밍 2PC(초고사양 2pc(헤드셋대여), 최고급 매트리스, 대형TV) (65,000원~), 룸타입 프리미엄(최고급 매트리스, 대형TV, 스파욕조) (70,000원~), 룸타입 프리미엄 트윈(최고급 매트리스, 대형TV) (70,000원~), 룸타입 프리미엄 2PC(초고속2pc(헤드셋 대여), 최고급 매트리스, 대형TV) (70,000원~)"
JW모텔,서울 동대문구 한천로14길 58,5.0,"룸타입 커플PC-B (50,000원~), 룸타입 커플PC-A (60,000원~)"
호텔짬,서울 송파구 올림픽로30길 8,4.0,"룸타입 스탠다드 (60,000원~), 룸타입 스탠다드 주차불가 도보전용 (70,000원~), 룸타입 디럭스 (80,000원~), 룸타입 디럭스 주차불가 도보전용 (90,000원~)"
HL호텔,서울 송파구 오금로11길 23-12,2.9,
쿠키모텔,서울 송파구 올림픽로32길 8,3.7,"룸타입 Standard(도보전용) (50,000원), 룸타입 Deluxe(노하드 1PC) (50,000원), 룸타입 Deluxe Plus(노하드PC,2인스파,거울방) (55,000원~), 룸타입 Premium(노하드 1PC, 2인스파, 스타일러 구비) (60,000원~), 룸타입 Premium(차량 1대 가능) (60,000원~), 룸타입 Deluxe Plus(차량 1대 가능) (60,000원), 룸타입 Suit Twin(안마의자 ,대형월풀욕조 , 스타일러 구비 , 노하드 PC , 65"" TV) (70,000원~), 룸타입 Suit Double(안마의자 , 대형원형스파 , 스타일러 구비 , 노하드 PC , 65""TV) (70,000원~), 룸타입 Suit Double(차량 1대 가능) (70,000원~), 룸타입 Suit Twin(차량 1대 가능) (70,000원~)"
호텔2.4,서울 송파구 오금로11길 55-16,2.1,"룸타입 스탠다드 (90,000원~), 룸타입 스탠다드 (100,000원~), 룸타입 디럭스 (100,000원~), 룸타입 디럭스 (110,000원~), 룸타입 디럭스 트윈 (110,000원~), 룸타입 디럭스 트윈 (130,000원~), 룸타입 디럭스 트윈 (330,000원~), 룸타입 비지니스 트윈 (110,000원~), 룸타입 비지니스 트윈 (130,000원~), 룸타입 비지니스 트윈 (350,000원~), 룸타입 스위트 (150,000원~), 룸타입 스위트 (180,000원~), 룸타입 로얄스위트A 310호 (200,000원~), 룸타입 로얄스위트A 310호 (240,000원~), 룸타입 로얄스위트B 311호 (200,000원~), 룸타입 로얄스위트B 311호 (240,000원~), 룸타입 펜트하우스 투게더 510호 (200,000원~), 룸타입 펜트하우스 투게더 510호 (240,000원~), 룸타입 펜트하우스 투게더 511호 (200,000원~), 룸타입 펜트하우스 투게더 511호 (240,000원~)"
아이다호텔,서울 송파구 올림픽로34길 3-6,5.0,"룸타입 일반실 (45,000원~), 룸타입 특실 (55,000원~)"
이지호텔,서울 동대문구 장한로26가길 37,4.2,"룸타입 standard/도보전용(넷플릭스 가능) (40,000원~), 룸타입 Standard(넷플릭스 가능) (45,000원~), 룸타입 준특실 싱글 PC(넷플릭스 가능) (45,000원~), 룸타입 준특실 트윈 PC(넷플릭스 시청가능) (50,000원~)"
유성장여관,서울 성동구 자동차시장1길 53,0.0,
장안장모텔,서울 동대문구 장한로2길 18,0.0,
금봉장여관,서울 성동구 성수이로5길 10,0.0,
호텔자자,서울 송파구 오금로11길 47,2.6,"룸타입 일반실(금연실,소형승용차 외 SUV 소형만 주차가능,  넷플릭스이용가능,PC X) (44,900원~), 룸타입 준특실(금연실,승용차 외 대형차 주차가능, 넷플릭스 이용가능, PC X) (54,900원~), 룸타입 준특실(금연실, 승용차 외 대형차 주차가능, 러브체어,넷플릭스 이용가능,PC X) (64,900원~), 룸타입 트윈실(금연실, 승용차 외 대형차 주차가능, 넷플릭스 이용가능,PC X) (74,900원~)"
크로바,서울 성동구 아차산로 116,0.0,
애플모텔,서울 동대문구 장한로 9,0.0,
명성여관,서울 성동구 둘레7가길 11,0.0,
근화탕여관,서울 성동구 성덕정길 63-39,0.0,
스타치오모텔,서울 강남구 압구정로79길 17,0.0,
객게스트하우스,서울 송파구 올림픽로12길 28 4층,5.0,
행복한눈물호텔,서울 동대문구 장한로 97,2.3,"룸타입 도보전용(일반실) (35,000원~), 룸타입 준특실 B(넷플릭스 시청가능) (40,000원~), 룸타입 특실(커플PC ,넷플릭스 시청가능) (50,000원~)"
보명장,서울 송파구 잠실동 179-1,5.0,
MOTEL ROVGOROD,서울 송파구 백제고분로7길 15-10,0.0,"룸타입 특실(고사양 PC룸, GTX3060) (65,000원~)"
라비다호텔,서울 강남구 영동대로 712,0.0,
시그니처호텔,서울 동대문구 장한로21길 8,1.8,"룸타입 스탠다드 도보전용 (56,000원~), 룸타입 Standard (61,600원~), 룸타입 Deluxe (67,200원~), 룸타입 Premium (78,400원~), 룸타입 Twin (89,600원~), 룸타입 VIP (112,000원~), 룸타입 Suite (123,200원~)"
로보그라드,서울 송파구 백제고분로7길 15-10,2.0,
로사나호텔,서울 송파구 삼학사로 98,3.5,"룸타입 슈페리어더블 (123,750원~), 룸타입 디럭스더블 (138,600원~), 룸타입 디럭스트윈 (138,600원~)"
더프리마,서울 강남구 도산대로102길 10,0.0,
더스테이,서울 성동구 자동차시장1길 83,0.0,
