가게명,지역화폐,주메뉴,동,상세주소,평점,메뉴목록
팔팔회,O,회,구의동,서울 광진구 자양로18길 11 1층,3.5,"팔팔광어회＋유부초밥 또는 해산물(40,000원), 팔팔 연어회＋유부초밥 또는 해산물(48,000원), 팔팔 우럭회＋유부초밥 또는 해산물(40,000원), 반반회 광어＋연어＋유부초밥 또는 해산물(45,000원), 반반회 광어＋우럭＋유부초밥 또는 해산물(41,000원), 반반회 우럭＋연어＋유부초밥 또는 해산물(46,000원), 모둠회 （광어,우럭,연어）(46,000원), 참돔회 [도미1마리] ＋ 초밥5P 또는 해산물(60,000원), 도다리 회＋유부초밥 또는 해산물(41,000원), 도다리 세꼬시＋유부초밥 또는 해산물(41,000원), %혼술팔팔1人도다리세꼬시＋초밥3P 또는해산물(28,900원), %혼술팔팔 도다리회1人＋초밥3P 또는 해산물(28,900원), % 혼술팔팔1人 참돔회＋초밥3P 또는 해산물 %(34,900원), %혼술팔팔 1人 광어회＋초밥3P 또는 해산물(29,900원), %혼술팔팔 1人 우럭회＋초밥3P 또는 해산물(29,900원), %혼술팔팔 1人 연어회＋초밥3P 또는 해산물(32,900원), %혼술팔팔 1人 반반회＋초밥3P 또는 해산물(31,900원), %혼술팔팔1人 모둠회＋초밥3P 또는 해산물(31,900원), 참이슬 후레쉬(5,000원), 참이슬 오리지널(5,000원), 처음처럼(5,000원), 진로이즈백(5,000원), 새로(5,000원), 청하(6,000원), 카스(5,000원), 테라(5,000원), 화요(30,000원), 일품진로(30,000원), 매화수(5,000원), 한라산 21(6,500원)"
지리산정육식당,O,"육류,고기",구의동,서울 광진구 광나루로54길 38,4.3,"한우차돌박이(100g)(19,000원), 한우모듬구이(100g)(25,000원), 한우꽃등심(100g)(28,000원), 한우채끝등심(100g)(28,000원), 한우갈비꽃살(100g)(29,000원), 한우갈비살(100g)(28,000원), 한우안심(100g)(29,000원), 한우안창살(100g)(30,500원), 한우토시살(100g)(30,500원), 한우살치살(100g)(29,000원), 한우업진살(100g)(29,000원), 한우제비추리(100g)(28,000원), 한우치맛살(100g)(29,000원), 한우육회(160g)(25,000원), 한우육사시미(160g)(28,000원), 국산돼지고기 오겹살(200g)(19,000원), 국산돼지고기 삼겹살(200g)(19,000원), 국산돼지고기 목살(200g)(19,000원), 국산돼지고기 항정살(200g)(22,000원), 국산돼지고기 가브리살(200g)(22,000원), 국산돼지고기 갈매기살(200g)(22,000원)"
닭한마리마을,O,닭요리,구의동,서울 광진구 자양로49길 25,4.9,"닭한마리(소)(24,000원), 닭볶음탕(소)(24,000원), 능이닭한마리(소)(39,000원)"
옛골,O,한식,구의동,서울 광진구 자양로26길 10 1층,5.0,"제육볶음(7,000원), 백반(6,000원)"
명동찌개마을,O,"찌개,전골",구의동,서울 광진구 자양로18길 5 1층,4.3,"양푼이통돼지김치찌개(2인)(16,000원), 양푼이동태탕(2인)(18,000원), 양푼이알곤이탕(2인)(20,000원), 양마니제육볶음(2인)(22,000원), 삼겹김치찜(중)(28,000원), 양푼이닭볶음탕(중)(25,000원)"
빨간감자탕,O,감자탕,구의동,서울 광진구 자양로 116 웰츠타워 1층 117호,4.9,"🔥낙지 직화뼈구이🔥(56,000원), 뼈갓츠 (중)(42,000원), 직화뼈구이 (대)(45,000원), 직화뼈구이 (특대)(52,000원), 뼈갓츠 (대)(48,000원), 직화뼈구이 (중)(38,000원), 커리직화뼈구이 (중)(38,000원), 커리직화뼈구이 (대)(45,000원), 커리직화뼈구이 (특대)(52,000원), 간장직화뼈구이 (중)(38,000원), 간장직화뼈구이 (대)(45,000원), 간장직화뼈구이 (특대)(52,000원), 감자탕 (소)(32,000원), 감자탕 (중)(38,000원), 감자탕 (대)(45,000원), 포장 (1인)(12,000원), 포장 (2인)(22,000원)"
홍삼웰빙오리,O,오리,구의동,서울 광진구 아차산로55길 30,5.0,"무항생제 유황오리(한마리)(45,000원), 무항생제 유황오리 로스(45,000원), 유황오리탕(반마리)(33,000원), 유황오리 엄나무 백숙(55,000원), 들깨수제비(7,000원)"
미가육,O,"육류,고기",구의동,"서울 광진구 자양로18길 7-1 1,2층",4.3,"미 세트 (2~3인분)(45,000원), 가 세트 (5~6인분)(75,000원), 미가숙성삼겹살 (180g)(15,000원), 미가숙성오겹살 (180g)(15,000원), 미가숙성목살 (180g)(15,000원), 미가숙성항정살 (180g)(17,000원), 미가숙성소갈비살 (180g)(19,000원), 미가차돌박이 (180g)(17,000원), 미가돼지양념구이 (250g)(15,000원), 미가껍데기 (120g)(10,000원), 차돌된장찌개(8,000원), 통삼겹김치찌개(8,000원), 냉면 (비빔 / 물)(6,000원)"
옛날집,O,수제비,구의동,서울 광진구 영화사로 97 1층,4.1,"수제비(8,000원), 칼국수(8,000원), 돌솥비빔밥(8,000원), 소주,맥주,막걸리(4,000원), 음료수(2,000원)"
한마음정육식당 구의강변점,O,"육류,고기",구의동,서울 광진구 구의강변로 49 1층,4.2,"소한마리(600g)(79,000원), 돼지한마리(1kg)(75,000원), 소반마리(300g)(42,000원), 돼지반마리(500g)(40,000원), 엄마볶음밥(7,000원), 아빠된장밥(4,000원), 카스테라 껍데기(9,000원), 한우육회(25,000원), 한우 육회 비빔밥(11,000원), 우삼겹(16,000원), 부채(22,000원), 갈비살(24,000원), 진갈비살(34,000원), 뼈갈비(23,000원), 가브리살(17,000원), 목살(17,000원), 항정살(18,000원), 오겹살(17,000원), 삼겹살(17,000원)"
천년초손칼국수,O,칼국수,구의동,서울 광진구 아차산로 431,4.6,"바지락칼국수(10,000원), 들깨수제비(10,000원), 들깨칼국수(10,000원), 얼큰수제비(10,000원), 팥칼국수(11,000원), 팥옹심이(12,000원), 냉콩국수(11,000원), 왕만두(9,000원), 치즈김치전(12,000원), 열무비빔막국수(10,000원), 열무김치(1kg)(15,000원)"
족발명가,O,"족발,보쌈",구의동,서울 광진구 아차산로62길 14-2,4.8,"족발(중)(33,000원), 쟁반막국수(7,000원), 미니족발(17,000원), 매운미니족발(21,000원)"
본죽 아차산점,O,죽,구의동,서울 광진구 자양로 283 1층,4.5,"[NEW] 황금산삼배양근 쇠고기전복죽(33,000원), [NEW] 신선감태 홍게새우죽(33,000원), [NEW] 추어죽(16,000원), 전복죽 （보양）(14,000원), 쇠고기야채죽(12,500원), 푸팟퐁커리게살쮺(카레)(본죽 반반죽)(17,500원), 진전복죽 （전복 2배）(18,000원), 특전복죽 （전복 3배）(22,000원), 특트러플전복죽 （전복 2배）(25,000원), 쇠고기버섯죽(12,000원), 특새우죽 （새우 2배）(14,000원), 참치야채죽(11,500원), 낙지김치죽 （해장）(13,000원), 본쇠고기장조림（300g）(14,900원), (보양선물추천) 본죽 아롱사태 도가니 장조림(7,800원), 호두정과(30g)(2,500원), 참깨계란새우쮺(본죽 반반죽)(13,000원), 로제해물쮺(본죽 반반죽)(14,000원), 전복내장죽(16,000원), 진전복내장죽 （전복 2배）(20,000원), 특전복내장죽 （전복 3배）(24,000원), 트러플전복죽(18,000원), 삼계전복죽 （보양）(18,000원), 자연송이쇠고기죽 （보양）(17,000원), 특자연송이쇠고기죽 （송이2배）(24,000원), 삼계죽 （보양）(14,000원), 불낙죽(13,500원), 새우죽(11,000원), 해물죽(12,500원), 특해물죽 （해물 2배）(15,500원)"
아차산순대국,O,순대,구의동,서울 광진구 영화사로 70,3.8,"순대국(10,000원), 찰순대(10,000원), 술국(18,000원), 머리고기수육(18,000원), 빨간순대국(10,000원), 선지순대국(11,000원), 공기밥(1,000원), 콜라 500mL(2,000원), 사이다 500mL(2,000원)"
경복궁,O,한식,구의동,"서울 광진구 광나루로56길 85 강변 테크노마트 9층 19,20호",3.0,"낙지갈비전골(18,000원), 불고기 버섯전골(15,000원), 전복 갈비탕(15,000원), 순두부찌개(7,000원), 뚝배기불고기(8,000원)"
고기싸롱 광장구의점,O,"육류,고기",구의동,서울 광진구 광나루로 600 1층,3.0,
육해공,O,한식,구의동,서울 광진구 자양로 312,4.5,"등심(39,000원), 모든(44,000원), 특수부위(49,000원), 육회(30,000원), 육사시미(30,000원), 뭉티기(30,000원), 육전(30,000원), 광양불고기(28,000원), 차돌박이(30,000원), 한우물회(30,000원), 수제돼지갈비(15,000원), 삼겹살(16,000원), 한방수육(25,000원), 오리주물럭(33,000원), 한방능이오리백숙(하루전예약)(85,000원), 한방옻오리백숙(하루전예약)(85,000원), 생불고기(2인이상)(16,500원), 소갈비살(18,000원), 통오징어숙회(20,000원), 새우튀김(10,000원), 굴전(20,000원), 생굴회(20,000원), 굴찜(중)(40,000원), 삼계탕(15,000원), 갈비탕(13,000원), 한우육회비빔밥(12,000원), 한우불고기비빔밥(12,000원), 한우육개장(12,000원), 한우육개장칼국수(12,000원), 뚝배기불고기(10,000원), 한우차돌된장찌개(10,000원), 돈가스(10,000원), 냉면(8,000원)"
문가네본가면옥,O,국수,구의동,서울 광진구 아차산로51길 92 1층,4.0,"숯불돼지갈비 (250g)(12,000원), 갈비살 (150g)(13,000원), 갈비탕(10,000원), 칼만두(6,500원), 칼국수(5,000원)"
오봉집 구의점,O,한식,구의동,"서울 광진구 자양로 116 웰츠타워 1층 112,113호",3.6,"낙지오봉스페셜(56,000원), 오징어오봉스페셜(55,000원)"
장위동유성집,O,"육류,고기",구의동,서울 광진구 천호대로137길 9 1층,4.7,"한우등심(2인)(98,000원), 별미(멸치)국수(4,000원)"
우리콩밭 손두부 2호점,O,두부전문점,구의동,서울 광진구 영화사로 75-1,4.0,"콩국수(8,000원), 버섯된장전골(18,000원), 해물순두부전골(18,000원), 두부전골(20,000원), 모두부(6,000원), 순두부(4,000원), 김치순두부찌개(6,000원), 돼지고기순두부찌개(7,000원), 된장찌개(7,000원), 얼큰두부라면(7,000원), 제육볶음(16,000원), 오징어볶음(16,000원), 두부김치(13,000원), 골뱅이무침(18,000원), 두부조림(13,000원), 해물부추전(11,000원), 해물김치전(11,000원), 두부부침(8,000원)"
안동상회,O,"육류,고기",구의동,서울 광진구 광나루로36길 17 1층,3.8,"한우 안창살(100g)(17,000원), 한우 꽃등심(100g)(12,000원), 한우육회(200g)(17,000원), 국내산 돼지고기 삼겹살(100g)(6,000원), 특양구이(150g)(15,000원)"
현대정육점식당,O,"육류,고기",구의동,서울 광진구 자양로 243-2 1층,4.5,"육회(300g)(38,000원), 생듬심(200g)(45,000원), 차돌박이(200g)(32,000원), 생삼겹살(200g)(18,000원)"
참진동옛날해장국,O,한식,구의동,서울 광진구 아차산로51길 27 1층,3.8,"양평 해장국(10,000원), 사골 황태 해장국(9,000원), 곱창 순두부탕(12,000원), 옛날 돈까스(10,000원), 우거지 선지 해장국(7,900원), 뚝배기 불고기(10,000원), 해물 순두부탕(10,000원), 양무침(16,000원), 수육(25,000원), 전주미나리마약육전(16,000원), 모듬곱창전골(39,000원), 우거지 뼈 전골 （한번 더 끓여 드세요）(35,000원), 콜라 355mL(2,000원), 사이다 355mL(2,000원)"
명태골,O,"해물,생선",구의동,서울 광진구 자양로 159 1층,4.0,"매콤코다리조림 (3마리)(32,000원), 된장찌개＋공기밥(8,000원), 매콤코다리등갈비찜(34,000원), 1人세트（코다리조림1마리＋공기밥1＋계란찜 소＋돌김＋콩나물＋3첩반찬）(16,000원), 2人세트（코다리조림2마리＋공기밥2＋계란찜 소＋돌김＋콩나물＋3첩반찬）(28,000원), 3人세트（코다리조림3마리＋공기밥3＋계란찜 대＋돌김＋콩나물＋3첩반찬）(39,000원), 불맛제육볶음2人＋공기밥2＋3첩반찬(18,000원), 고등어(10,000원), 임연수(11,000원), 전복 매콤코다리(36,000원), 생선구이 小 세트(31,000원), 생선구이 中 세트(43,000원), 생선구이 大세트(53,000원), 콩비지찌개＋공기밥(9,000원), 황태해장국＋공기밥(9,000원), 콜라 355mL(1,900원), 스프라이트 355mL(1,900원), 환타 355mL(1,900원), 웰치스 355mL(1,900원), 가자미(9,000원), 굴비(9,000원)"
동서울영계백숙,O,삼계탕,구의동,서울 광진구 광나루로54길 9 1층,3.7,"삼계탕(19,000원), 옻삼계탕(22,000원), 영계백숙(2마리)(44,000원), 반계탕(12,000원), 닭계장(10,000원), 닭다리칼국수(10,000원), 닭도리탕(중)(39,000원), 찜닭(중)(39,000원), 전기통닭구이(15,000원), 감자전(10,000원), 닭도리탕(1인)(점심특선)(10,000원)"
소담골,O,국수,구의동,서울 광진구 자양로50길 8 1층,4.4,"들깨칼국수(8,000원), 들깨옹심이(10,000원), 팥칼국수(8,000원), 팥옹심이(10,000원), 바지락칼국수(7,000원)"
도시바다,O,회,구의동,서울 광진구 아차산로 451 1층,3.5,"모듬회(50,000원), 줄돔회(60,000원), 도미회(55,000원), 도다리회(58,000원), 도다리세꼬시(58,000원), 세꼬시(40,000원), 광어+우럭회(40,000원), 활어우럭매운탕(28,000원), 모듬해산물(35,000원), 해삼(25,000원), 전복(25,000원), 낙지(25,000원), 멍게(15,000원), 진로 이즈백(3,000원), 참이슬 후레쉬(3,000원), 참이슬 오리지날(3,000원), 카스(3,000원), 테라(3,000원), 청하(4,000원), 클라우드(4,000원)"
한밥,O,한식,구의동,서울 광진구 구의로 20,4.2,"가정식뷔페(7,500원)"
울돌목주먹고기,O,"육류,고기",구의동,서울 광진구 아차산로51길 28-5 1층,3.3,"안창살 (1인분)(23,000원), 차돌박이 (1인분)(23,000원), 갈비살 (1인분)(20,000원), 주먹고기 (1인분)(17,000원), 항정살 (1인분)(18,000원), 갈매기살 (1인분)(18,000원)"
한모네순대국,O,순대,구의동,서울 광진구 자양로18길 56 1층,4.3,"토종순대국(8,000원), 순대국 순대만(8,000원), 순대국 내장만(8,000원), 순대국 머리고기만(8,000원), 머리고기(소)(8,000원), 편육(10,000원), 오소리감투(12,000원), 술국(소)(10,000원), 야채곱창(9,000원), 순대볶음(9,000원), 찰순대(5,000원), 토종순대(8,000원), 모듬순대(소)(12,000원), 철판수육김치(25,000원)"
육회바른연어 구의역점,O,"육류,고기",구의동,서울 광진구 자양로18길 32 1층,3.5,"육바연육쫄세트(육회쫄면+육초6p)(15,900원), 육바연KING유부세트（선택유부2＋육초4＋연초4)(16,900원), 혼밥세트1（육회덮밥＋선택초밥3p）(10,900원), 혼술세트 1 (육회100g＋연어8)(13,900원), 혼술세트 2 (육회100g＋연어8＋선택초밥3p)(16,900원), 육회쫄면(9,500원), 최상급육회두접시 (180g＋180g）(24,900원), 최상급육회 큰놈 (270g)(18,900원), 육회 덮밥(6,900원), 모듬 초밥 12p(육초4+연초4+스테이크4)(15,900원), [[NEW]]트러플육회(14,900원), [[NEW]]트러플감자튀김(6,500원), 육바연 변신세트1(육회덮밥+3단변신초밥3p)(13,900원), 육바연변신세트2(육회180+육회바른연어3p)(17,900원), 육바연세트（육회180＋연어180＋날치알주먹밥)(31,900원), 혼밥세트2（육회100g＋육초3＋육덮）(16,900원), 혼밥세트3 (연어8＋연초3＋연덮)(17,900원), 혼밥세트4 (육회100g＋연어8＋육덮)(18,900원), 혼밥세트5 (육회100g＋연어8＋연덮)(19,900원), 혼밥세트6 (육회100g＋연어8＋육연덮)(19,900원), 혼밥세트7 (육덮＋육초6＋사이다)(15,900원), 혼밥세트8 (육덮＋연초6＋사이다)(16,900원), 혼밥세트9 (연덮＋육초6＋사이다)(16,900원), 처음처럼(3,500원), 참이슬 후레쉬(3,500원), 진로이즈백(3,500원), 새로(3,500원), 청하(4,000원), 카스(4,000원), 테라(4,000원)"
지즐미육회관 구의점,O,"육류,고기",구의동,서울 광진구 아차산로 443 금강테크노오피스텔 1층 101호,0.0,"한우 투뿔 1++ 오마카세 3인 세트(147,000원), 한우 투뿔 1++ 2인 세트(106,000원), 한우 투뿔 1++ 생소갈비살(19,800원), 한우 투뿔 1++ 경주식 양념소갈비살(19,800원), 생갈비 4대(89,000원), 생갈비 2대(44,500원), 양념갈비 4대(79,000원), 양념갈비 2대(39,500원), 한우 투뿔 1++ 차돌박이(30,000원), 한우 투뿔 1++ 제비추리(30,000원), 한우 투뿔 1++ 등심(30,000원), 한우 투뿔 1++ 새우살(45,000원), 한우 투뿔 1++ 살치살(43,000원), 한우 투뿔 1++ 짝갈비 세트(62,800원), 한우 투뿔 1++ 짝갈비&육회 세트(89,000원), 모둠 실속 A SET(99,000원), 모둠 실속 B SET(119,000원), 모둠 실속 C SET(149,000원), 안창살 양념구이 (야끼니꾸)(19,800원), 한우 투뿔 1++ 육회 한 접시(30,000원)"
신쵸쭈꾸미,O,"해물,생선",구의동,서울 광진구 자양로22길 33 1층,4.6,"원조 쭈꾸미(1인)(2인이상)(15,000원), 차돌 쭈꾸미(1인)(2인이상)(18,000원), 꼼장어 쭈꾸미(1인)(2인이상)(18,000원)"
갯뻘낙지쭈꾸미,O,"해물,생선",구의동,서울 광진구 자양로43길 26 1층,3.6,"산낙지 박속연포탕 (소)(40,000원), 산낙지 연포호박초무침 (소)(40,000원), 산낙지 철판볶음 (소)(40,000원), 낙지데침 (소)(30,000원), 탕탕이 (1접시)(25,000원)"
육일관,O,"육류,고기",구의동,서울 광진구 자양로18길 15 1층,4.7,
남원추어탕,O,추어,구의동,서울 광진구 강변역로4길 34,4.0,"추어탕(9,000원), 통추어탕(11,000원), 우렁추어탕(11,000원), 해물부추전(10,000원), 홍어무침(30,000원)"
마포갈비,O,갈비,구의동,서울 광진구 구의로 11 1층,2.0,"소양념왕갈비(300g)(23,000원), 돼지갈비(300g)(14,000원), 생삼겹살(200g)(14,000원), 가부리살(200g)(14,000원), 한우꽃등심(170g)(35,000원)"
종로곱창,O,"곱창,막창",구의동,서울 광진구 자양로45길 10 1층,3.7,"야채곱창(10,000원), 막창구이(14,000원), 순대볶음(12,000원), 알곱창볶음(15,000원)"
본죽 테크노마트점,O,죽,구의동,서울 광진구 광나루로56길 63 프라임프라자 1층 115호,3.9,"[NEW] 황금산삼배양근 쇠고기전복죽(33,000원), [NEW] 신선감태 홍게새우죽(33,000원), [NEW] 추어죽(16,000원), 전복죽 （보양）(14,000원), 쇠고기야채죽(12,500원), 푸팟퐁커리게살쮺(카레)(본죽 반반죽)(17,500원), 참깨계란새우쮺(본죽 반반죽)(13,000원), 진전복죽 （전복 2배）(18,000원), 특전복내장죽 （전복 3배）(24,000원), 자연송이쇠고기죽 （보양）(17,000원), 삼계죽 （보양）(14,000원), 특해물죽 （해물 2배）(15,500원), 쇠고기미역죽(12,000원), 단호박죽(11,500원), 쇠고기버섯죽(12,000원), 참치야채죽(11,500원), 단팥죽(달콤한 새알팥죽)(11,500원), 새우죽(11,000원), 통영굴버섯죽(11,000원), 동지팥죽(담백한 밥알팥죽)(11,000원), 7가지야채죽(10,500원), 녹두죽(10,500원), 흑임자죽(10,500원), 능이삼계죽 (보양)(17,000원), 특능이삼계죽 (능이2배)(21,000원), (보양선물추천) 본죽 아롱사태 도가니 장조림(7,800원), 호두정과(30g)(2,500원), 로제해물쮺(본죽 반반죽)(14,000원), 특전복죽 （전복 3배）(22,000원), 전복내장죽(16,000원)"
꾸엉,O,"육류,고기",구의동,서울 광진구 자양로 181-1 1층,5.0,"소갈비살(19,000원)"
마케,O,회,구의동,서울 광진구 구의로 14 1층,5.0,"모듬회(45,000원), 막회(45,000원), 보쌈(45,000원), 민어지리(20,000원), 양념꽃게살 해초비빔밥(15,000원), 해물라면(10,000원)"
고향빈대떡,O,한식,구의동,서울 광진구 자양로18길 44 1층,3.8,"녹두고기빈대떡(12,000원), 녹두해물빈대떡(12,000원), 녹두빈대떡(11,000원), 해물파전(13,000원), 얼큰어묵탕(8,000원)"
두찜 광진구의점,O,닭요리,구의동,서울 광진구 구의로 35 1층,3.0,"[로제찜닭 원조브랜드] 로제찜닭(28,800원), [덮밥먹기좋은] 까만/빨간찜닭(24,800원), [국밥보다든든한] 두찜 닭볶음탕(28,800원), [급식의대가] 실비한우곱찜닭(32,800원), [멕시칸 맛집] 타코라구요 찜닭 (두찜 나쵸칩 포함)(26,800원), [1인~2인도 푸짐하게] 까만/빨간찜닭 반마리(18,800원), [1인~2인도 푸짐하게] 로제찜닭 반마리(20,800원), [1초밥도둑] 묵은지김치찜닭(28,800원), 찜닭 + 찜닭(44,800원), [불닭과 두찜의 조합] 불닭로제찜닭(24,800원), [마라탕뺨치는] 마라로제찜닭(24,800원), 로제닭발（무뼈）(24,800원), [양구펀치볼] 시래기찜닭(28,800원), [CJ X 두찜 콜라보] 스팸부대찜닭(부대찌개와찜닭사이)(28,800원), [세가지 치즈가득] 치즈몽땅찜닭(28,800원), [세계3대진미] 트러플크림찜닭(28,800원), 불닭로제찜닭 + 찜닭(44,800원), 불닭로제찜닭 + 마라로제찜닭(44,800원), 불닭로제찜닭 + 로제닭발(44,800원), 찜닭 + 스팸부대찜닭(48,800원), 마라로제찜닭 + 스팸부대찜닭(48,800원), 로제닭발 + 스팸부대찜닭(48,800원), 찜닭 + 마라로제찜닭(44,800원), 로제닭발 + 마라로제찜닭(44,800원), 로제닭발 + 찜닭(44,800원), 진로(3,000원), 참이슬 후레쉬¸(3,000원), 참이슬(3,000원), 카스(3,000원), 테라(2,500원)"
한양대육회집 구의점,O,"육류,고기",구의동,서울 광진구 아차산로 395 1층 112호,4.0,"당일도축 한우 뭉티기(41,900원), 한우 육회(24,900원), 한우 육사시미(29,900원), 한우 물육회(29,900원)"
술잎,O,한식,구의동,서울 광진구 아차산로55길 24 1층,4.3,"딱새우회(변동가격), 곱도리탕(28,000원), 닭도리탕(22,000원), 육전(17,000원), 김치전(15,000원), 닭목살튀김(14,000원)"
산과바다,O,한정식,구의동,서울 광진구 자양로 322,3.9,"홍어회(50,000원), 홍어삼합(70,000원), 갑오징어(숙회)(35,000원), 갑오징어(초무침)(40,000원), 닭볶음탕(40,000원), 김치찌개 (2인)(20,000원), 제육볶음 (2인)(20,000원), 뚝불고기(10,000원), 황태구이(20,000원), 황태탕 (2인)(20,000원), 산낙지호롱(변동가격)"
시골집오리탕,O,오리,구의동,서울 광진구 아차산로 431 강변에스케이뷰 3동 1층 101호,0.0,"능이오리 ＋ 녹두죽 한마리(73,000원), 닭도리탕(32,000원), 옻오리 ＋ 녹두죽 한마리(73,000원), 토종닭도리탕(53,000원), 능이오리 ＋ 녹두죽 반마리(48,000원), 옻오리 ＋ 녹두죽 반마리(48,000원), 옻닭백숙 ＋ 녹두죽 한마리(72,000원), 능이닭백숙 ＋ 녹두죽 한마리(73,000원), 문어해신탕(150,000원), 문어해신탕（반마리）(110,000원)"
파전나라,O,한식,구의동,서울 광진구 아차산로51길 66 1층,5.0,"모듬전(15,000원), 육전(15,000원), 해물파전(12,000원), 굴파전(12,000원), 굴전(12,000원), 해물녹두전(12,000원), 고추전(9,000원), 동태전(9,000원), 김치전(9,000원), 고추부추전(9,000원), 두부전(9,000원), 홍어사시미(20,000원), 구룡포과메기(20,000원), 홍어무침(17,000원), 오징어숙회(13,000원), 오징어볶음(13,000원), 두부김치(10,000원), 도토리묵무침(10,000원), 제육볶음(15,000원), 머리고기(10,000원)"
스타소곱창,O,"곱창,막창",구의동,서울 광진구 아차산로65길 9 1층,5.0,"생소곱창(25,000원), 양구이(21,000원), 막창(21,000원), 대창(21,000원), 차돌박이(11,000원)"
구의규 구의본점,O,"육류,고기",구의동,서울 광진구 자양로18길 81 1층,4.5,"꽃갈비한접시(49,000원), 구의규2인(69,000원)"
산정한우소머리국밥,O,국밥,구의동,서울 광진구 아차산로 413 1층,5.0,"한우소머리국밥(10,000원), 한우수육+우설(30,000원), 두부김치(20,000원), 제육볶음(20,000원), 닭도리탕(45,000원), 골뱅이무침(27,000원)"
구의해장국,O,해장국,구의동,서울 광진구 자양로 199 1층,4.3,"뼈해장국(8,000원), 양선지해장국(7,500원), 황태콩나물해장국(7,500원), 선지해장국(7,500원), 술국(20,000원), 뼈해장국(특)(11,000원), 양선지해장국(특)(10,000원), 황태콩나물해장국(특)(10,000원), 선지해장국(특)(9,000원), 감자탕(소)(25,000원), 감자탕(중)(32,000원), 감자탕(대)(39,000원)"
전주콩나물국밥,O,국밥,구의동,서울 광진구 자양로42길 2 1층,3.4,"전주콩나물국밥(8,000원), 비빔밥(8,000원), 돌솥비빔밥(9,000원), 김치찌개(9,000원), 된장찌개(9,000원)"
감동국밥,O,국밥,구의동,서울 광진구 아차산로 411-1 1층,3.5,"소고기육개장(11,000원), 소고기장터국밥(10,500원), 차돌양지수육(36,000원), 계란찜(3,000원), 코카콜라 355mL(2,000원), 스프라이트 355mL(2,000원)"
남원진추어탕,O,추어,구의동,서울 광진구 자양로32길 89 1층,4.3,
제주황금도야지,O,"육류,고기",구의동,서울 광진구 자양로18길 12-5,4.9,"제주산 흑 도야지 삼겹살(150g)(18,000원), 제주산 흑 도야지 목살(150g)(18,000원), 소갈비살(180g)(18,000원), 흑도야지 고기듬뿍 짜글이(13,000원), 흑도야지 숙성 김치찌개(10,000원), 차돌 된장찌개(9,000원), 차돌 순두부찌개(9,000원), 물•비빔냉면(9,000원), 잔치국수(5,000원), 맛보기냉면(5,000원)"
한뚝배기뼈해장국,O,해장국,구의동,서울 광진구 자양로 244 1층,4.7,"뼈해장국(9,000원), 뼈해장국특(13,000원), 뼈전골(28,000원), 왕고기만두(6,000원), 뼈해장국（비조리）(9,000원), 뼈해장국특（비조리）(13,000원), 깻잎(1,000원), 부추(1,000원), 우거지(2,000원), 양푼주먹밥(3,000원), 삶은 감자 추가（4조각）(2,000원), 왕김치만두(6,000원), 한입 쏙 고기만두(5,000원), 한입 쏙 김치만두(5,000원), 깍두기 추가(1,000원), 고추（2개）,양파＋쌈장 추가(1,000원), 공기밥(1,000원), 코카콜라 355mL(2,000원), 스프라이트 355mL(2,000원)"
해탄 구의역점,O,한식,구의동,서울 광진구 아차산로 431 강변SK뷰아파트상가 1층 102동 B-101호,4.2,"백합칼국수(1인)(점심특선)(10,000원), 해탄 한상(62,000원), 해탄 두상(95,000원), 돌판오징어(1인)(2인이상)(13,000원), 돌판제육(1인)(2인이상)(12,000원), 불치즈 돌판오징어(1인)(2인이상)(15,000원), 돌판오제(1인)(2인이상)(16,000원), 1인 삼겹수육(13,000원), 통영굴(계절한정)(12,000원), 꽃삼겹수육(소)+오징어무침(36,000원), 꽃삼겹수육(중)+오징어무침(42,000원), 꽃삼겹수육(대)+오징어무침(47,000원), 오징어튀김(한접시)(17,000원), 오징어튀김(반접시)(9,000원), 미나리백합탕(20,000원), 오징어초무침(22,000원), 오징어해장탕(22,000원), 오징어묵은지전(15,000원), 골뱅이비빔칼국수(22,000원), 오징어숙회(22,000원)"
진미가정식백반,O,한식,구의동,서울 광진구 아차산로 413-5,0.0,
화닥가,O,닭요리,구의동,서울 광진구 구의로 32-1 1층,5.0,"매운날개(13,900원), 간장날개(13,900원), 소금날개(13,900원), 매운닭발(13,900원), 매운무뼈닭발(18,900원), 오돌뼈(18,900원), 닭볶음탕(29,000원)"
맏뜻,O,한식,구의동,서울 광진구 아차산로 387-5 1층,5.0,"코스메뉴(49,000원)"
밥향기,O,한식,구의동,서울 광진구 자양로22길 15 1층,4.4,"꼬막비빔밥(8,000원), 낙지볶음비빔밥/쭈꾸미볶음밥(9,000원), 날치알비빔밥(9,000원), 멍게비빔밥(12,000원), [특]낙지+꼬막비빔밥(12,000원), 꼬막무침소면(20,000원), 낙지소면(22,000원), 해물파전(15,000원), 두부김치(15,000원), 김치찌개(9,000원), 제육덮밥(9,000원)"
맥주아비(아차산역점),O,한식,구의동,서울 광진구 자양로45길 34,0.0,"후라이드(16,900원), 양념(18,900원), 후라이드반반(17,900원), 마늘치킨(21,000원), 블랙슈프림순살(18,000원), 반반파닭(20,000원), 겨자파닭(19,000원), 레드파닭(19,000원), 블랙파닭(19,000원), 화이트파닭(19,000원), 간장날개(20,000원), 순살후라이드(17,000원), 순살반반(19,000원), 순살양념(18,000원), 날개(윙)(19,000원)"
